Protein ID,Protein Description,Peptides,PSMs,n113,n114,n115,n116,n117,n118,n119,n121,GOannotation,Training
sp|Q03173|ENAH_MOUSE,Protein enabled homolog (multiple isoforms),2,2,0.195332879,0.178689062,0.01656497,0.139538049,0.091837455,0.079903435,0.113574515,0.184559634,PLM-CYT-SKE,
sp|P54823|DDX6_MOUSE,Probable ATP-dependent RNA helicase DDX6,2,2,0.036593535,0.044604369,0.010867794,0.07865293,0.105492118,0.282573536,0.353937384,0.087278334,#N/A,
sp|P61600|NAA20_MOUSE,"N-alpha-acetyltransferase 20, NatB catalytic subunit",2,2,0.093975323,0.073884694,0.031823131,0.075842413,0.10221188,0.122513588,0.387247485,0.112501486,NUC,
sp|Q921F2|TADBP_MOUSE,TAR DNA-binding protein 43,2,2,0.055847857,0.040240628,0.014006384,0.039296157,0.045650292,0.144610468,0.53378022,0.126567995,NUC,
sp|Q9D1Q6|ERP44_MOUSE,Endoplasmic reticulum resident protein 44,2,2,0.090799032,0.129170947,0.079647647,0.251715828,0.214006449,0.157367415,0.044693432,0.03259925,ERT,
sp|Q9DBJ1|PGAM1_MOUSE,Phosphoglycerate mutase 1,2,2,0.028354544,0.02730308,0.006660085,0.023818945,0.021094756,0.03120144,0.029711101,0.831856049,null,CYT
sp|Q9D826|SOX_MOUSE,Peroxisomal sarcosine oxidase,2,2,0.050225412,0.077875716,0.01304401,0.105453678,0.14708072,0.24187523,0.265490134,0.0989551,PER,
sp|P70699|LYAG_MOUSE,Lysosomal alpha-glucosidase,2,2,0.11337648,0.138044985,0.13815421,0.240493222,0.160285155,0.094182027,0.058312385,0.057151536,LYS,
sp|Q60760|GRB10_MOUSE,Growth factor receptor-bound protein 10 (multiple isoforms),2,2,0.188609778,0.23086356,0.067499284,0.248179944,0.143838719,0.065647412,0.034388152,0.02097315,CYT,
sp|P55302|AMRP_MOUSE,Alpha-2-macroglobulin receptor-associated protein,2,2,0.09535254,0.114218078,0.074105536,0.224387104,0.166385061,0.182485592,0.077442582,0.065623509,PLM-ERT,
sp|Q9D0R2|SYTC_MOUSE,"Threonyl-tRNA synthetase, cytoplasmic",2,2,0.079236023,0.105472272,0.038705926,0.062308928,0.058563003,0.061660995,0.054064327,0.539988526,null,
sp|Q6ZWM4|NAA38_MOUSE,"N-alpha-acetyltransferase 38, NatC auxiliary subunit",2,2,0.037824117,0.047426203,0.024420742,0.066540402,0.068039001,0.082086393,0.177140685,0.496522457,NUC,
sp|Q8BFP9|PDK1_MOUSE,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 1, mitochondrial",2,2,0.028769206,0.03860971,0,0.105179702,0.423348901,0.32004319,0.074293066,0.009756226,MIT,MIT
sp|Q71FD7|FBLI1_MOUSE,Filamin-binding LIM protein 1,2,2,0.125671193,0.144052518,0.076907821,0.070713545,0.089174675,0.111823636,0.140667976,0.240988637,PLM-SKE,
sp|P56213|ALR_MOUSE,FAD-linked sulfhydryl oxidase ALR,2,2,0.018905804,0.032218694,0,0.098376901,0.451263484,0.289172746,0.091126339,0.018936031,#N/A,
sp|O88986|KBL_MOUSE,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",2,2,0.165540735,0.112241678,0.036301841,0.14641497,0.255279966,0.182778229,0.0700674,0.031375181,MIT,
sp|O35857|TIM44_MOUSE,Mitochondrial import inner membrane translocase subunit TIM44,2,2,0.039738701,0.048844339,0.019251193,0.104386956,0.407775601,0.287387566,0.091420173,0.00119547,MIT,
sp|Q80X90|FLNB_MOUSE,Filamin-B,2,2,0.140977958,0.154262561,0.052188612,0.135798806,0.113839565,0.124027024,0.129453662,0.149451813,PLM-SKE,
sp|P97314|CSRP2_MOUSE,Cysteine and glycine-rich protein 2,2,2,0.475792972,0.141193577,0.094010642,0.097042479,0.053800058,0.057815199,0.05543002,0.024915052,NUC,
sp|A2ARV4|LRP2_MOUSE,Low-density lipoprotein receptor-related protein 2,2,2,0.11778571,0.278218043,0.058472194,0.22085127,0.10106136,0.077078194,0.115931938,0.030601292,PLM-ERT-GOL-END-VES,
sp|Q9JIM1|S29A1_MOUSE,Equilibrative nucleoside transporter 1 (multiple isoforms),2,2,0.128711108,0.179828394,0.090026733,0.215614247,0.169602025,0.145508174,0.064406778,0.006302541,PLM,
sp|Q61316|HSP74_MOUSE,Heat shock 70 kDa protein 4,2,2,0.0264475,0.035959395,0.012680799,0.038035094,0.023170137,0.021401795,0.028553351,0.813751928,null,
sp|Q8VHE0|SEC63_MOUSE,Translocation protein SEC63 homolog,2,2,0.069456325,0.129002807,0.094556205,0.241375874,0.202035598,0.173880811,0.047981222,0.041711158,ERT,
tr|Q9CZK9|Q9CZK9_MOUSE,Peptidyl-prolyl cis-trans isomerase,2,2,0.041114672,0.062580594,0.020905607,0.042803464,0.031345058,0.026257438,0.030135295,0.744857873,null,
sp|Q810A7|DDX42_MOUSE,ATP-dependent RNA helicase DDX42 (multiple isoforms),2,2,0.044506453,0.045287851,0.020380888,0.075926077,0.101624736,0.152792546,0.408361205,0.151120245,NUC,
sp|Q9DAW9|CNN3_MOUSE,Calponin-3,2,2,0.176024008,0.122052812,0.054350361,0.104811379,0.051588135,0.04535461,0.035969299,0.409849397,null,
sp|P16110|LEG3_MOUSE,Galectin-3,2,2,0.094202857,0.112347447,0.044870302,0.152992404,0.121224436,0.081830615,0.064602912,0.327929028,NUC-ECM,
sp|Q91WM2|CECR5_MOUSE,Cat eye syndrome critical region protein 5 homolog,2,2,0.026246412,0.042978879,0.032260478,0.09740974,0.423312127,0.281290866,0.090774372,0.005727126,MIT,
sp|P30416|FKBP4_MOUSE,Peptidyl-prolyl cis-trans isomerase FKBP4,2,2,0.052520936,0.062058228,0.005031888,0.046536838,0.033792434,0.032506535,0.038353392,0.729199749,NUC-CYT-SKE,
sp|P35700|PRDX1_MOUSE,Peroxiredoxin-1,2,2,0.124915146,0.077994479,0.039878795,0.082715828,0.075620434,0.170786365,0.304836674,0.12325228,MIT-MEL,PER
sp|Q6GQT9|NOMO1_MOUSE,Nodal modulator 1,2,2,0.023874686,0.089702736,0.0474874,0.221820832,0.27421184,0.248674175,0.068907714,0.025320617,null,
sp|Q91VR5|DDX1_MOUSE,ATP-dependent RNA helicase DDX1,2,2,0.043041585,0.063087395,0.010015097,0.081327833,0.118977695,0.163586708,0.410959216,0.109004471,NUC,
sp|Q91YM4|TBRG4_MOUSE,Protein TBRG4 (multiple isoforms),2,2,0.034948931,0.040958353,0.014951709,0.094520812,0.408658005,0.289298332,0.09880061,0.017863249,#N/A,
sp|Q6NZL0|CF174_MOUSE,< No description >,2,2,0.076837276,0.172706863,0.05315789,0.295996544,0.184372131,0.1289059,0.066788293,0.021235103,null,
sp|P80315|TCPD_MOUSE,T-complex protein 1 subunit delta,2,2,0.025192916,0.049067228,0.007465123,0.058114845,0.054397091,0.147411985,0.382426409,0.275924404,MEL-SKE-COM,
sp|Q61699|HS105_MOUSE,Isoform HSP105-beta of Heat shock protein 105 kDa,2,2,0.064427965,0.058951188,0.015905926,0.042094328,0.01780036,0.027488548,0.01679329,0.756538396,NUC-ECM,
sp|Q8BP48|AMPM1_MOUSE,Methionine aminopeptidase 1,2,2,0.124587836,0.066607627,0.054414981,0.091981048,0.091031945,0.213057213,0.129953445,0.228365903,null,
sp|A2TJV2|PALM3_MOUSE,Paralemmin-3,2,2,0.167578872,0.150557416,0.098141812,0.161127508,0.183733578,0.118018253,0.086194732,0.034647828,PLM,
sp|Q9DB05|SNAA_MOUSE,Alpha-soluble NSF attachment protein,2,2,0.069831329,0.255965051,0.044370432,0.345955973,0.147056061,0.079320135,0.014659798,0.042841221,null,
sp|P18572|BASI_MOUSE,Basigin (multiple isoforms),2,2,0.199933593,0.187467592,0.055547284,0.210480534,0.149553476,0.104831485,0.061544458,0.030641579,MEL,
sp|Q61205|PA1B3_MOUSE,Platelet-activating factor acetylhydrolase IB subunit gamma,2,2,0.021742456,0.037260227,0.023784635,0.030570446,0.013786879,0.01579823,0.005789739,0.851267389,null,
sp|Q7TN89|RASE_MOUSE,GTPase ERas,2,2,0.184067613,0.262717465,0.065790522,0.260259161,0.139753855,0.070348053,0.016816293,0.000247038,PLM,
sp|P54276|MSH6_MOUSE,DNA mismatch repair protein Msh6,2,2,0.067189284,0.088535317,0.036842259,0.128650254,0.117257584,0.24216337,0.132503747,0.186858185,NUC,NUC
sp|O89086|RBM3_MOUSE,Putative RNA-binding protein 3,2,2,0.061035425,0.041346333,0,0.05552617,0.056319271,0.128649773,0.303689135,0.353433892,NUC,
sp|P62267|RS23_MOUSE,40S ribosomal protein S23,2,2,0.093379504,0.100242206,0.058517627,0.130241478,0.136645676,0.107359615,0.235685263,0.137928631,RIB,
tr|Q3U3J1|Q3U3J1_MOUSE,"Branched chain ketoacid dehydrogenase E1, alpha polypeptide",2,2,0.028396065,0.031364943,0.00772283,0.08578365,0.411421504,0.323781729,0.106460246,0.005069034,MIT,
sp|P57759|ERP29_MOUSE,Endoplasmic reticulum resident protein 29,2,2,0.078074996,0.15154011,0.025814003,0.283292234,0.232489382,0.178000571,0.041076655,0.00971205,ERT-MEL,
sp|Q71RI9|KAT3_MOUSE,Kynurenine--oxoglutarate transaminase 3 (multiple isoforms),2,2,0,0.037234594,0,0.105723648,0.428736039,0.297165262,0.079122416,0.052018042,#N/A,
sp|Q3U0V1|FUBP2_MOUSE,Far upstream element-binding protein 2,2,2,0.039389728,0.043234738,0.01541414,0.040463754,0.068249507,0.152636862,0.488588376,0.152022896,NUC-CYT,
sp|P26231|CTNA1_MOUSE,Catenin alpha-1,2,2,0.250390663,0.203981117,0.059515127,0.216825375,0.133545525,0.085995095,0.036257381,0.013489718,PLM-SKE,
sp|O35166|GOSR2_MOUSE,Golgi SNAP receptor complex member 2,2,2,0.106910448,0.129195249,0.041695373,0.159242623,0.132285743,0.118391363,0.142370192,0.169909009,ERT-GOL,
sp|P41216|ACSL1_MOUSE,Long-chain-fatty-acid--CoA ligase 1,2,2,0.113615974,0.121889619,0.082081971,0.157184054,0.174198831,0.192538717,0.107368582,0.051122252,#N/A,
sp|P11276|FINC_MOUSE,Fibronectin (multiple isoforms),2,2,0.080240063,0.159456594,0.024591019,0.217429456,0.206263765,0.182705147,0.054139187,0.07517477,#N/A,
sp|Q3THK7|GUAA_MOUSE,GMP synthase [glutamine-hydrolyzing],2,2,0.052295562,0.067137488,0.026046773,0.083505276,0.076542968,0.104140998,0.133575893,0.456755043,null,
sp|Q6P5E4|UGGG1_MOUSE,UDP-glucose:glycoprotein glucosyltransferase 1,2,2,0.062198775,0.175621763,0.030312297,0.268721625,0.214038933,0.176062001,0.045706621,0.027337985,ERT-ERG,
sp|Q3URS9|CCD51_MOUSE,Coiled-coil domain-containing protein 51 (multiple isoforms),2,2,0.015659268,0.028555695,0.00981044,0.094655363,0.446585054,0.299398253,0.094986231,0.010349696,MIT,
sp|O08688|CAN5_MOUSE,Calpain-5,2,2,0.218514948,0.189545311,0.072098064,0.167880399,0.161931637,0.118361102,0.05174022,0.019928319,null,PLM
sp|Q8BTW9|PAK4_MOUSE,Serine/threonine-protein kinase PAK 4,2,2,0.206743924,0.173300806,0.024616688,0.156293683,0.135093519,0.139100508,0.122059496,0.042791375,#N/A,
sp|Q9D3N8|GRTP1_MOUSE,Growth hormone-regulated TBC protein 1 (multiple isoforms),2,2,0.18532481,0.327881997,0.058588046,0.256169952,0.0985486,0.054998283,0.018488313,0,null,
sp|Q99LC5|ETFA_MOUSE,"Electron transfer flavoprotein subunit alpha, mitochondrial",2,2,0.017973815,0.036011914,0.005558106,0.088600467,0.424875002,0.323033304,0.096950577,0.006996815,MIT,
sp|P42932|TCPQ_MOUSE,T-complex protein 1 subunit theta,2,2,0.046201832,0.063005467,0.036375863,0.075664923,0.061148884,0.081021607,0.274475273,0.362106153,SKE,
sp|Q8BU30|SYIC_MOUSE,"Isoleucyl-tRNA synthetase, cytoplasmic",2,2,0.067479946,0.076943012,0.032132847,0.074825369,0.041922777,0.035581566,0.045811258,0.625303224,null,
sp|Q9QYB1|CLIC4_MOUSE,Chloride intracellular channel protein 4,2,2,0.247525645,0.32978565,0.086681407,0.188820685,0.06613776,0.014222852,0.010409994,0.056416007,MIT-VES,
sp|P61161|ARP2_MOUSE,Actin-related protein 2,2,2,0.096642223,0.120014345,0.057412743,0.143951762,0.094722473,0.120640516,0.233023301,0.133592639,SKE,
sp|Q9WUM4|COR1C_MOUSE,Coronin-1C,2,2,0.10627509,0.172119411,0.03530743,0.220619235,0.185226151,0.14848536,0.081003814,0.05096351,#N/A,
sp|P62852|RS25_MOUSE,40S ribosomal protein S25,2,2,0.073693804,0.057949981,0.05806965,0.091896138,0.107862824,0.109200355,0.38404482,0.117282429,RIB,
sp|Q9WUA2|SYFB_MOUSE,Phenylalanyl-tRNA synthetase beta chain,2,2,0.075492443,0.086485973,0.019622499,0.122533526,0.121473328,0.232934911,0.137195565,0.204261756,null,
sp|Q8R1F1|NIBL1_MOUSE,Niban-like protein 1,2,2,0.142859799,0.181477749,0.090229098,0.148861082,0.133144005,0.103517537,0.093269167,0.106641563,null,
sp|Q9CQR2|RS21_MOUSE,40S ribosomal protein S21,2,2,0.024633514,0.067053742,0.003335002,0.101513542,0.156882176,0.164866449,0.347819317,0.133896256,null,
sp|Q8BFR5|EFTU_MOUSE,"Elongation factor Tu, mitochondrial (multiple isoforms)",2,2,0.036075687,0.041836035,0.032139883,0.094911751,0.413212099,0.27788889,0.099547654,0.004388001,MIT,
sp|O08528|HXK2_MOUSE,Hexokinase-2,2,2,0.060311425,0.06472728,0.024505571,0.071511598,0.076867368,0.100966138,0.144450946,0.456659675,null,
sp|P48678|LMNA_MOUSE,Prelamin-A/C (multiple isoforms),2,2,0.018573057,0.034060209,0.010335134,0.044819688,0.086678614,0.632094903,0.162734525,0.01070387,NUC,NUC
sp|P14901|HMOX1_MOUSE,Heme oxygenase 1,2,2,0.065444929,0.142885078,0.047066854,0.170580661,0.124935692,0.149507939,0.189978246,0.109600602,ERT,
sp|Q8BG51|MIRO1_MOUSE,Mitochondrial Rho GTPase 1 (multiple isoforms),2,2,0.024271789,0.048619329,0.004346269,0.115547705,0.374896214,0.336225497,0.088867995,0.007225202,MIT,
sp|P10711|TCEA1_MOUSE,Transcription elongation factor A protein 1 (multiple isoforms),2,2,0.031234317,0.056801563,0.011403298,0.059652396,0.061229483,0.195180659,0.190684742,0.393813541,NUC,
tr|E9PWG6|E9PWG6_MOUSE,Uncharacterized protein,2,2,0.05397409,0.076002282,0.015513508,0.096722014,0.099851844,0.234929032,0.30950604,0.113501189,null,
sp|Q6A068|CDC5L_MOUSE,Cell division cycle 5-related protein,2,2,0.037820534,0.061401436,0.011590336,0.080082606,0.072317057,0.184156858,0.40800073,0.144630442,NUC,
sp|P63024|VAMP3_MOUSE,Vesicle-associated membrane protein 3,2,2,0.145758033,0.304422766,0.056973302,0.298693324,0.124440893,0.051130063,0.018581619,0,#N/A,
sp|P13439|PYR5_MOUSE,Uridine 5'-monophosphate synthase,2,2,0.030853042,0.069460981,0.041665008,0.056066084,0.071263632,0.103742059,0.068412827,0.558536367,null,
sp|P56382|ATP5E_MOUSE,"ATP synthase subunit epsilon, mitochondrial",2,2,0.021139193,0.034637997,0.006622741,0.099852692,0.43141808,0.311087736,0.09112842,0.004113142,null,
sp|Q61024|ASNS_MOUSE,Asparagine synthetase [glutamine-hydrolyzing],2,2,0.020311805,0.047225155,0.02042731,0.054743008,0.028178456,0.014369373,0.023687484,0.791057408,null,
sp|Q99NB9|SF3B1_MOUSE,Splicing factor 3B subunit 1,2,2,0.028421759,0.048896398,0.015860288,0.058551123,0.080563497,0.134287455,0.458992556,0.174426925,null,
sp|P35822|PTPRK_MOUSE,Receptor-type tyrosine-protein phosphatase kappa,2,2,0.230104087,0.212477575,0.048620442,0.19233668,0.104885098,0.081137449,0.047134417,0.083304252,null,
sp|Q91YT0|NDUV1_MOUSE,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",2,2,0.034913372,0.06594898,0.007984382,0.10859589,0.418453525,0.283159301,0.069367646,0.011576904,null,
sp|O70572|NSMA_MOUSE,Sphingomyelin phosphodiesterase 2,2,2,0.069012339,0.148534495,0.082878665,0.239065337,0.186000997,0.180293609,0.071016777,0.02319778,null,
sp|P51863|VA0D1_MOUSE,V-type proton ATPase subunit d 1,2,2,0.135912387,0.239544861,0.108402076,0.283318074,0.120310011,0.072675906,0.02621469,0.013621995,END,
sp|Q4VBE8|WDR18_MOUSE,WD repeat-containing protein 18,2,2,0.032552516,0.071714413,0.014463698,0.084699715,0.068307277,0.094240317,0.356273412,0.277748651,null,
sp|Q9D8T7|SLIRP_MOUSE,"SRA stem-loop-interacting RNA-binding protein, mitochondrial (multiple isoforms)",2,2,0.036460856,0.04847845,0.01185988,0.09062494,0.39597755,0.321295476,0.089013753,0.006289094,MIT-NUC,
sp|P10833|RRAS_MOUSE,Ras-related protein R-Ras,2,2,0.126668109,0.313581256,0.063234295,0.245614511,0.110959136,0.076095233,0.040113091,0.023734369,PLM-CYT,
sp|P14869|RLA0_MOUSE,60S acidic ribosomal protein P0,2,2,0.023095228,0.063627922,0.017409224,0.117851628,0.145945449,0.156668667,0.416344162,0.059057719,NUC-RIB,
sp|Q8K4G1|LTBP4_MOUSE,Latent-transforming growth factor beta-binding protein 4 (multiple isoforms),2,2,0.112461487,0.141090579,0.087792433,0.236456205,0.208339126,0.152522845,0.041706031,0.019631294,#N/A,
sp|Q6PHN9|RAB35_MOUSE,Ras-related protein Rab-35,2,2,0.149185275,0.345233558,0.039653381,0.245472891,0.115229719,0.070161645,0.020967163,0.014096368,PLM-MIT-END-MEL,
sp|Q9CZD3|SYG_MOUSE,Glycyl-tRNA synthetase,2,2,0.040092164,0.062198917,0.018601194,0.062666414,0.104834586,0.074566898,0.028327113,0.608712715,MIT-VES,
sp|Q8VCW8|ACSF2_MOUSE,"Acyl-CoA synthetase family member 2, mitochondrial",2,2,0.013836376,0.034676023,0.019792882,0.093814164,0.392373482,0.294006288,0.108834016,0.042666769,MIT,
sp|P99029|PRDX5_MOUSE,"Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5, mitochondrial",2,2,0.059805512,0.053656952,0.025404889,0.097967642,0.343077397,0.221723535,0.074868917,0.123495155,MIT-PER,
sp|P58021|TM9S2_MOUSE,Transmembrane 9 superfamily member 2,2,2,0.010396588,0.090721072,0.120931534,0.308385887,0.252254674,0.161253318,0.047369109,0.008687819,END,
sp|Q8VEM8|MPCP_MOUSE,"Phosphate carrier protein, mitochondrial",2,2,0.019777321,0.03456994,0.010634597,0.099822348,0.381794036,0.340273753,0.09925758,0.013870426,MIT,
sp|Q9Z0X1|AIFM1_MOUSE,"Apoptosis-inducing factor 1, mitochondrial",2,2,0.026551646,0.048878647,0.00566783,0.117419143,0.418016885,0.291793402,0.089968992,0.001703456,MIT-NUC-CYT,
sp|Q99LR1|ABD12_MOUSE,Monoacylglycerol lipase ABHD12,2,2,0.091041097,0.13084642,0.06164311,0.266835638,0.20813329,0.18355535,0.04770068,0.010244417,null,
sp|P84104|SRSF3_MOUSE,Serine/arginine-rich splicing factor 3 (multiple isoforms),2,2,0.081401549,0.103883389,0.011431711,0.111120432,0.121158123,0.102079578,0.263293711,0.205631507,NUC,
sp|P62900|RL31_MOUSE,60S ribosomal protein L31,2,2,0.058760867,0.075743239,0.028871292,0.122242589,0.119102,0.131488018,0.378693641,0.085098354,RIB,
tr|Q80UL3|Q80UL3_MOUSE,Galactokinase 1,2,2,0.022483196,0.066701015,0.00644753,0.064588253,0.03476211,0.026002301,0.02388177,0.755133826,null,
sp|Q8BHF7|PGPS1_MOUSE,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",2,2,0.025534945,0.060253296,0.0087635,0.126488511,0.394499587,0.295440544,0.073950399,0.015069218,MIT,MIT
sp|Q60605|MYL6_MOUSE,Isoform Smooth muscle of Myosin light polypeptide 6,2,2,0.028227214,0.098089699,0.035227015,0.148466827,0.19457775,0.285882245,0.092667124,0.116862127,null,
sp|P35550|FBRL_MOUSE,rRNA 2'-O-methyltransferase fibrillarin,2,2,0.06767121,0.095706745,0.02359471,0.140740756,0.14156336,0.174385953,0.238269794,0.118067472,null,
sp|O35685|NUDC_MOUSE,Nuclear migration protein nudC,2,2,0.043154196,0.072222071,0.04469716,0.07375932,0.044908871,0.051304071,0.079007828,0.590946482,NUC-SKE,
sp|O35887|CALU_MOUSE,Calumenin,2,2,0.071663677,0.135432601,0.076228174,0.256712914,0.231278804,0.175227444,0.042132964,0.011323421,MEL-ECM,
sp|Q8BVI5|STX16_MOUSE,Syntaxin-16,2,2,0.148207938,0.311655386,0.065189763,0.296080988,0.112909609,0.049559674,0.016396642,0,GOL,
sp|Q01320|TOP2A_MOUSE,DNA topoisomerase 2-alpha,2,2,0.060196281,0.052353386,0.030569061,0.070758161,0.088786759,0.480380025,0.173569343,0.043386984,NUC,NUC
sp|Q9QXK7|CPSF3_MOUSE,Cleavage and polyadenylation specificity factor subunit 3,2,2,0.037785634,0.060693429,0.035214141,0.065900133,0.073566638,0.182846217,0.329892924,0.214100884,null,
sp|Q8BVU5|NUDT9_MOUSE,"ADP-ribose pyrophosphatase, mitochondrial",2,2,0.071601967,0.106134897,0.041450981,0.117854025,0.154788206,0.136427089,0.076208834,0.295534,#N/A,
sp|P97287|MCL1_MOUSE,Induced myeloid leukemia cell differentiation protein Mcl-1 homolog,2,2,0.057886702,0.103423708,0.040751502,0.182790786,0.251572063,0.237602676,0.089724393,0.036248169,MIT-NUC,
sp|P60867|RS20_MOUSE,40S ribosomal protein S20,2,2,0.042931199,0.060152101,0.012187867,0.095781639,0.101647603,0.124551939,0.444703962,0.118043692,null,
sp|P34884|MIF_MOUSE,Macrophage migration inhibitory factor,2,2,0.033619325,0.063386085,0,0.042349881,0.045560055,0.046596323,0.050991858,0.717496472,ECM,
sp|Q9R0Y5|KAD1_MOUSE,Adenylate kinase isoenzyme 1 (multiple isoforms),2,2,0.176965368,0.176306862,0.041428664,0.146223802,0.104148728,0.084602494,0.057669421,0.212654662,PLM-MIT,
tr|B2RWW6|B2RWW6_MOUSE,GCN1 general control of amino-acid synthesis 1-like 1 (Yeast),2,2,0.049123939,0.061225563,0.02944149,0.081945477,0.112134637,0.185731899,0.446251873,0.034145122,null,
sp|P11440|CDK1_MOUSE,Cyclin-dependent kinase 1,2,2,0.064105502,0.080732887,0.032871904,0.110391846,0.082539092,0.18506859,0.309297284,0.134992895,NUC,
sp|Q5F2E8|TAOK1_MOUSE,Serine/threonine-protein kinase TAO1,2,2,0.26779722,0.26198093,0.110323568,0.169513909,0.084565378,0.0517193,0.033171998,0.020927697,null,
sp|Q9CPR4|RL17_MOUSE,60S ribosomal protein L17,2,2,0.034094459,0.068424957,0.016752888,0.130081439,0.136650154,0.14822299,0.378895991,0.086877123,RIB,
sp|Q9CPU0|LGUL_MOUSE,Lactoylglutathione lyase,2,2,0.04107418,0.050972659,0.015409164,0.032851338,0.015858579,0.013104296,0.010039721,0.820690064,null,
sp|Q8K0C4|CP51A_MOUSE,Lanosterol 14-alpha demethylase,2,2,0.059421815,0.137631084,0.081760744,0.254530299,0.207065087,0.179515423,0.053669342,0.026406206,ERT,
sp|Q9EPU4|CPSF1_MOUSE,Cleavage and polyadenylation specificity factor subunit 1,2,2,0.125613483,0.225271114,0.049736967,0.295364654,0.174250461,0.094316563,0.027193068,0.00825369,null,
sp|Q922Q8|LRC59_MOUSE,Leucine-rich repeat-containing protein 59,2,2,0.062311583,0.135946166,0.038383683,0.249802836,0.248195529,0.210715955,0.054644249,0,ERT,
sp|Q61753|SERA_MOUSE,D-3-phosphoglycerate dehydrogenase,2,2,0.057378102,0.100579676,0.01063575,0.073923073,0.04623789,0.048419717,0.030257925,0.632567866,null,
sp|P16675|PPGB_MOUSE,Lysosomal protective protein,2,2,0.109274447,0.162263073,0.068918678,0.332934448,0.22077687,0.079730601,0.025364768,0.000737115,#N/A,
sp|Q00612|G6PD1_MOUSE,Glucose-6-phosphate 1-dehydrogenase X,2,2,0.055954117,0.056387758,0.027840184,0.066859726,0.104812006,0.19074422,0.112551293,0.384850696,null,
sp|Q5SS80|DHR13_MOUSE,Dehydrogenase/reductase SDR family member 13 (multiple isoforms),2,2,0.081725871,0.188893798,0.022948888,0.267681294,0.185438845,0.197396432,0.049065897,0.006848975,#N/A,
sp|Q8CI51|PDLI5_MOUSE,PDZ and LIM domain protein 5 (multiple isoforms),2,2,0.104353124,0.087806338,0.035563113,0.095704178,0.094239407,0.195843037,0.277124534,0.10936627,PLM-CYT,
sp|P47877|IBP2_MOUSE,Insulin-like growth factor-binding protein 2,2,2,0.091681002,0.116989433,0.043194179,0.192190413,0.28202193,0.182047833,0.081236682,0.010638528,ECM,
sp|P08226|APOE_MOUSE,Apolipoprotein E,2,2,0.090163158,0.165830142,0.041414978,0.272274809,0.204763264,0.164475248,0.053416703,0.007661697,null,
sp|P36552|HEM6_MOUSE,"Coproporphyrinogen-III oxidase, mitochondrial",2,2,0.028789624,0.050410858,0.008124502,0.110237806,0.37752452,0.299050921,0.125861769,0,MIT,
sp|Q9QXX4|CMC2_MOUSE,Calcium-binding mitochondrial carrier protein Aralar2,2,2,0.026917482,0.036981293,0.02408287,0.098063447,0.433106389,0.292848743,0.082125985,0.005873791,MIT,
sp|P62137|PP1A_MOUSE,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,2,2,0.044405521,0.126821575,0.042164883,0.136127171,0.095946155,0.157522359,0.155745653,0.241266681,#N/A,
sp|Q8BP40|PPA6_MOUSE,Lysophosphatidic acid phosphatase type 6 (multiple isoforms),2,2,0.027106999,0.037731288,0.0079601,0.104003104,0.389562218,0.32150762,0.103978988,0.008149684,MIT-ECM,
sp|Q9CY50|SSRA_MOUSE,Translocon-associated protein subunit alpha,2,2,0.051460193,0.117809331,0.087543886,0.264220097,0.218001654,0.212993741,0.047971099,0,ERT,
sp|P12970|RL7A_MOUSE,60S ribosomal protein L7a,2,2,0.047883715,0.076985276,0.017562163,0.129439964,0.127940546,0.127601041,0.402913621,0.069673674,RIB,
sp|Q5FWI3|TMEM2_MOUSE,Transmembrane protein 2,2,2,0.196090103,0.263923585,0.050754082,0.247024678,0.126860208,0.081137022,0.026822251,0.007388071,null,
sp|Q9D8Y1|T126A_MOUSE,Transmembrane protein 126A,2,2,0.036352926,0.048750996,0.009458022,0.108540669,0.365952663,0.310059949,0.111074219,0.009810555,#N/A,
sp|Q8K298|ANLN_MOUSE,Actin-binding protein anillin,2,2,0.075702814,0.087074748,0.022571472,0.103133923,0.105787909,0.333656643,0.211092806,0.060979684,NUC,
sp|P50431|GLYC_MOUSE,"Serine hydroxymethyltransferase, cytosolic",2,2,0.04866949,0.086139193,0.014454255,0.055747698,0.030562783,0.029661526,0.035190924,0.699574131,CYT,
sp|P50580|PA2G4_MOUSE,Proliferation-associated protein 2G4,2,2,0.055134897,0.056468846,0,0.072711433,0.109975471,0.161656602,0.369169354,0.174883396,NUC,
sp|P24472|GSTA4_MOUSE,Glutathione S-transferase A4,2,2,0.073911953,0.071100735,0.027613196,0.045659501,0.024311851,0.019219952,0.019079252,0.719103562,null,
sp|P19096|FAS_MOUSE,Fatty acid synthase,2,2,0.075636815,0.083186338,0.01521957,0.059185324,0.03916822,0.048908893,0.081929434,0.596765405,MIT-MEL,
sp|Q9R0P6|SC11A_MOUSE,Signal peptidase complex catalytic subunit SEC11A,2,2,0.170845893,0.24407603,0.049680525,0.275549494,0.076699884,0.056132331,0.021270142,0.1057457,ERT,
