IPI,UniProt,Name,Log[Intensity],NumPeptides,Mito,ER,Golgi,ERGDV,EE,RE/TGN,PM,PS,Cyto,Notes
IPI00119818,Q9DBK8,"inter alpha-trypsin inhibitor, heavy chain 4, full insert sequence ",2.98879472615269,1,,,Yes,Yes,,,,,,"Secretory pathway"
IPI00119842,Q9DBL1,"Acyl-CoA dehydrogenase, short/branched chain specific, mitochondrial precursor ",3.997744366,3,Yes,,,,,,,,,
IPI00119876,Q9JHU4,"Dynein heavy chain, cytosolic ",3.68457126002285,2,,,,,,Probably,,,,"Associated with membranes?"
IPI00119945,Q9CTG9,"Nit protein 2 ",4.39155461708752,5,,,,,,,,,No,
IPI00120123,Q9DBT9,"Dimethylglycine dehydrogenase, mitochondrial precursor ",4.329729917,5,Yes,,,,,,,,,
IPI00120197,Q9DBW0,"kallikrein B, plasma 1, full insert sequence ",4.15382215947635,5,,Yes,,,,Probably,,,,"Cytochrome P450"
IPI00120199,Q9DC61,"Mitochondrial processing peptidase alpha subunit, mitochondrial precursor ",3.137711934,1,Yes,,,,,,,,,
IPI00120212,Q9DC69,"NADH-ubiquinone oxidoreductase 39 kDa subunit, mitochondrial precursor ",3.781570037,3,Yes,,,,,,,,,
IPI00120232,Q9DC70,"NADH-ubiquinone oxidoreductase 20 kDa subunit, mitochondrial precursor ",4.11655265,3,Yes,,,,,,,,,
IPI00120233,Q60759,"Glutaryl-CoA dehydrogenase, mitochondrial precursor ",4.20974933,5,Yes,,,,,,,,,
IPI00120264,Q60766,"LRG-47 ",3.51900391404075,3,,Yes,,Yes,,,,,,
IPI00120276,Q9CY58,"HYPOTHETICAL RNA BINDING PROTEIN RDA288 homolog ",4.0612136803801,5,,Probably,,,,Probably,,,,Cytoplasmic
IPI00120451,P12710,"Fatty acid-binding protein, liver ",6.26977999004787,5,,,,,,,,,Yes,
IPI00120457,Q920E5,"Farnesyl pyrophosphate synthase ",5.06623093832327,5,,,,,,,,,Yes,
IPI00120503,Q9JIF7,"Coatomer beta subunit ",4.34264722815061,5,,,Yes,,,,No,,,
IPI00120513,P61202,"COP9 signalosome complex subunit 2 ",3.76525064113779,3,,,,,,,,,Yes,
IPI00120714,Q9DCC7,"hypothetical Isochorismatase hydrolase family containing protein, full insert sequence ",3.84021448770632,2,Yes,,,,,,,,,
IPI00120716,P04901,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) beta subunit 1 ",4.00105086116362,5,,,,Probably,,Probably,,Probably,Yes,"Endocytosed? Cytoplasmic localization"
IPI00120719,P12787,"Cytochrome c oxidase polypeptide Va, mitochondrial precursor ",4.390489584,3,Yes,,,,,,,,,
IPI00120832,P04939,"Major urinary protein 3 precursor ",4.13467308659003,5,,Yes,,,,,,,,
IPI00120839,P27808,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase ",3.33888241923193,3,,,Yes,,,,,,,
IPI00120886,P27817,"Nuclease sensitive element binding protein 1 ",3.93157478932724,5,,No,,,,No,No,,,
IPI00121017,Q99PG0,"Arylacetamide deacetylase ",4.73828377748241,5,,Yes,,,,,,,,
IPI00121051,Q9DCM2,"glutathione S-transferase class kappa ",4.26392979,5,Yes,,,,,,,,,
IPI00121105,Q61425,"Short chain 3-hydroxyacyl-CoA dehydrogenase, mitochondrial precursor ",4.313524851,5,Yes,,,,,,,,,
IPI00121110,Q9JIW9,"Ras-related protein Ral-B ",3.30826840810773,1,,,,,,Probably,,,,"No annotation location"
IPI00121126,XP_283478,"Haao protein, similar to",5.07096623704411,5,,,,,,,,,Yes,
IPI00121135,Q62093,"Splicing factor, arginine/serine-rich 2 ",3.73802983283336,3,,,,Probably,,Probably,,,,
IPI00121178,Q9DCQ2,"hypothetical Aminoacyl-transfer RNA synthetases class-II containing protein, full insert sequence ",4.3296466734088,5,,Probably,,,,Probably,,,Probably,"No annotated location"
IPI00121190,Q01279,"Epidermal growth factor receptor precursor ",4.56508789153186,5,,,,,,Yes,,,,
IPI00121209,Q00623,"Apolipoprotein A-I precursor ",5.2284979538964,5,,,Yes,Yes,,Yes,Yes,,Probably,
IPI00121267,Q8VC12,"Probable urocanate hydratase ",5.40769740945654,5,,,,,,,,,Probably,"No annotated location"
IPI00121271,Q9DCS2,"hypothetical S-adenosyl-L-methionine-dependent methyltransferases structure containing protein, full i ",4.15686244506767,5,,,,,,,,,Probably,"No annotated location"
IPI00121277,Q8VC15,"Phosphatidylinositol 4-kinase type II-like ",3.45791037881822,3,,,,,Probably,Probably,,,,"No annotated location"
IPI00121280,Q80W21,"0610005A07Rik protein ",5.70997241075854,5,,,,,,,Probably,,Probably,
IPI00121288,Q9DCS9,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10 ",3.896358335,1,Yes,,,,,,,,,
IPI00121309,Q9DCT2,"NADH-ubiquinone oxidoreductase 30 kDa subunit, mitochondrial precursor ",3.936554082,2,Yes,,,,,,,,,
IPI00121319,Q9DCT8,"Cysteine-rich protein 2 ",3.76908766723649,1,,Probably,,,,,,,,"No annotated location"
IPI00121322,Q9DCT9,"Electron transferring flavoprotein, dehydrogenase ",4.197688228,5,Yes,,,,,,,,,
IPI00121348,Q8VBT2,"Serine dehydratase ",4.40586702752828,5,,,,,,,Probably,,Yes,Cytoplasmic
IPI00121365,Q9DCU9,"hypothetical Aminoacyl-transfer RNA synthetases class-II/Dihydrodipicolinate synthetase containing pro ",3.783436108,3,Yes,,,,,,,,,
IPI00121387,P21278,"Guanine nucleotide-binding protein, alpha-11 subunit ",3.6420219201657,1,,Probably,,Probably,,,,,,"Cytoplasmic localization"
IPI00121440,Q9DCW4,"Etfb protein ",4.604175248,5,Yes,,,,,,,,,
IPI00121471,Q60854,"Placental thrombin inhibitor ",3.49396976341898,4,,,,,,,,,Yes,
IPI00121493,Q8VBW8,"CDNA sequence BC021608 ",4.61085164972116,5,,,,,,Probably,,,Probably,"No annotated location"
IPI00121498,Q9DCX8,"hypothetical Nitroreductase family containing protein, full insert sequence ",3.81131126813283,3,,,,,,,Probably,,,"No annotated location"
IPI00121514,Q60864,"stress-induced phosphoprotein 1 ",4.97725850407894,5,,,,,,,,Probably,Yes,Cytoplasmic
IPI00121515,Q60865,"Cytoplasmic activation/proliferation-associated protein 1 ",4.33182962638594,5,,Probably,,Probably,,Probably,,,,"GPI-anchored protein - biosynthesis? Recycling?"
IPI00121517,Q60866,"Phosphotriesterase related protein ",3.85685600881384,3,,,,,,,,,Yes,
IPI00121522,Q9DCY0,"HP33 PROTEIN, similar to",3.975602493,1,Yes,,,,,,,,,
IPI00121531,Q8VC77,"Akr1c20 protein ",4.68085093690789,5,,,,,,,Probably,,Probably,
IPI00121534,P00920,"Carbonic anhydrase 2 ",3.78861055601453,2,,,,,,,,,Yes,
IPI00121623,Q15701,"Dynein light chain 1, cytoplasmic ",4.33897609853259,1,,Probably,,Probably,,,,,,"Associated with membranes?"
IPI00121627,Q8VEJ6,"Clptm1 protein ",3.88246828119146,2,,,,Yes,,,,,,"Integral membrane protein"
IPI00121639,Q8VC97,"Ureidopropionase, beta ",3.60685006711143,1,,,,,,,,,Yes,
IPI00121736,P12815,"Programmed cell death protein 6 ",4.04054232027114,2,,,,,,,,,Yes,
IPI00121788,P35700,"Peroxiredoxin 1 ",5.88206179103796,5,,Probably,,,,Probably,,,,"No annotated location"
IPI00121833,Q921H8,"acetyl-Coenzyme A acyltransferase 1 ",4.44947800266653,5,No,,,,,Yes,,,,
IPI00121962,Q8VCB3,"Glycogen synthase 2 ",5.07514237887036,5,,,,,,,,Probably,,"No annotated location"
IPI00122122,Q8VCG4,"Complement component C8 gamma chain precursor ",3.54199848653786,1,,,,,,Yes,,,,
IPI00122139,Q8VCH0,"3-ketoacyl-CoA thiolase B ",4.51921740274765,5,No,,,,,Probably,,,,
IPI00122234,Q9JK38,"Glucosamine 6-phosphate N-acetyltransferase ",4.89964804781974,2,,,,,,,,Probably,Probably,"No annotated function"
IPI00122285,Q921V5,"Mannoside acetylglucosaminyltransferase 2 ",3.44200675259792,2,,,Yes,Yes,,,,,,
IPI00122312,Q91ZP0,"Fibrinogen, gamma polypeptide ",4.54481032170988,5,,Yes,,,,,,,,"Secretory pathway"
IPI00122337,Q8VCN3,"RIKEN cDNA 0610033E06 ",5.18137210733051,5,,,,,,Yes,Yes,,,Microsomal
IPI00122344,Q8VCN5,"Cystathionine gamma-lyase ",5.35977950090477,5,Probably,,,,,Probably,Probably,,Yes,"Associated with membranes?"
IPI00122353,O08795,"Glucosidase II beta subunit precursor ",4.34400239034318,5,,Yes,,,,,,,,
IPI00122399,Q61543,"Golgi apparatus protein 1 precursor ",3.41222951365106,2,,,Yes,,,,,,,
IPI00122413,P51410,"60S ribosomal protein L9 ",4.34372659717919,5,,Yes,,Yes,,Co-migrating,Co-migrating,,,
IPI00122421,P61358,"ribosomal protein L27 ",4.41967231988056,4,,Yes,,,,Co-migrating,,,,
IPI00122426,P14118,"60S ribosomal protein L19 ",4.32583102793829,5,,,Probably,,,,,,Probably,
IPI00122429,Q00724,"Plasma retinol-binding protein precursor ",4.01004011829688,2,,,,,,Probably,,,,"Bulk endocytosis"
IPI00122464,Q8VCR2,"Alcohol dehydrogenase PAN1B-like ",4.38548473900187,5,,Probably,,Probably,Probably,Probably,Probably,,,
IPI00122547,Q60930,"Voltage-dependent anion-selective channel protein 2 ",3.732695468,3,Yes,,,,,,,,,
IPI00122548,Q60931,"Voltage-dependent anion-selective channel protein 3 ",3.98676015189278,4,Yes,,,,,Yes,,,,Endocytosed?
IPI00122554,Q60936,"Chaperone-activity of bc1 complex-like, mitochondrial precursor ",3.57433043238246,2,Yes,,,Probably,,,No,,,Biosynthesis?
IPI00122557,Q8VCU1,"Esterase 31-like ",5.41544537759611,5,,Yes,,,,,,,,
IPI00122565,Q61598,"Rab GDP dissociation inhibitor beta-2 ",5.01843065480803,5,,,,,,,,,Yes,
IPI00122633,Q8VCW8,"CDNA sequence BC018371 ",4.341590395,5,Probably,,,,,,,,,"No annotated location"
IPI00122657,Q8VCX1,"Aldo-keto reductase family 1, member D1 ",4.14198981271378,5,,,,,,,,,Yes,
IPI00122670,Q8VD78,"RIKEN cDNA 2410004H02 ",3.98943329538149,5,,,,,,,,,Probably,"No annotated location"
IPI00122711,Q8K3M0,"Cis-retinol/3alpha hydroxysterol short-chain dehydrogenase-like ",4.20840437484612,4,,,,Probably,Probably,Probably,Probably,,Probably,"No annotated location"
IPI00122740,Q922B1,"Protein LRP16 ",4.130857131,2,Yes,,,,,,,,,
IPI00122743,Q922B2,"Aspartyl-tRNA synthetase ",4.09124250690683,5,,,,,,,,Probably,,
IPI00122818,Q60991,"Cytochrome P450 7B1 ",4.12275270531717,5,,Yes,,,,,,,,
IPI00122862,Q922D8,"C1-tetrahydrofolate synthase ",5.2231231043136,5,Probably,,,,,Probably,Probably,,Yes,"Associated with membranes?"
IPI00122928,Q9CUN8,"RIKEN cDNA 2310057H16 ",5.34742321930659,5,,,,,,,,,Yes,
IPI00122977,P97290,"Plasma protease C1 inhibitor precursor ",3.38144355805084,4,,,,Yes,,,,,,
IPI00122989,XP_125952,"methionine-tRNA synthetase, similar to",3.76645544533647,5,,,,,,,,,Probably,"No annotated location"
IPI00123007,P12947,"60S ribosomal protein L31 ",4.52440525016498,5,No,Yes,,,,Co-migrating,Co-migrating,,,
IPI00123129,Q78PY7,"staphylococcal nuclease domain containing 1, full insert sequence ",4.65134611840146,5,,Probably,,Probably,,,,,,"No annotated location"
IPI00123181,Q6KAN6,"Nonmuscle heavy chain myosin II-A ",4.08840922586205,5,,,,,,Probably,,,,"No annotated location"
IPI00123199,P28656,"Nucleosome assembly protein 1-like 1 ",3.85427603453615,2,,,,,,,,,Probably,
IPI00123276,Q922Q1,"RIKEN cDNA 2810484M10 ",4.31045636,5,Yes,,,,,,,,,
IPI00123281,Q922Q8,"Expressed sequence AA959742 ",3.884613888,5,Probably,,,,,,,,,
IPI00123313,Q02053,"Ubiquitin-activating enzyme E1 1 ",4.80442567893881,5,,,,,,,,,Probably,"No annotated location"
IPI00123349,Q01405,"Protein transport protein Sec23A ",5.07618859579643,5,,,,Yes,,,,,,
IPI00123379,Q8VDJ3,"Vigilin ",4.195093260163,5,,,,,Probably,,,,,Cytoplasmic
IPI00123390,Q91WC3,"Long-chain-fatty-acid--CoA ligase 6 ",4.402729305,2,Yes,,,,,,,,,
IPI00123619,Q91W87,"Cytochrome P450, family 2, subfamily d, polypeptide 22 ",4.58932668852908,5,,Yes,,,,,,,,
IPI00123924,Q00897,"Alpha-1-antitrypsin 1-4 precursor ",4.96818211671321,5,,Yes,,Yes,,,Probably,,No,"Associated to external leaflet?"
IPI00123927,Q00898,"Alpha-1-antitrypsin 1-5 precursor ",5.07786974732374,5,,Yes,,Yes,,,Probably,,No,"Associated to external leaflet?"
IPI00123964,P20852,"Cytochrome P450 2A5 ",4.32205779821791,5,,Yes,,,,No,No,,,
IPI00124181,P97364,"Selenide,water dikinase 2 ",4.2181332125607,5,,,,,Probably,Probably,,,Probably,
IPI00124223,P97371,"Proteasome activator complex subunit 1 ",4.947807027,5,Probably,,,,,,,,,Cytoplasmic
IPI00124225,P97372,"Proteasome activator complex subunit 2 ",4.3717634161615,5,,,,,,,,Yes,Yes,
IPI00124281,P46735,"myosin IB ",3.64658803971227,5,,Probably,,,,,,,,Cytoskeleton
IPI00124282,P05810,"Ras-related protein Ral-A ",3.56390431016187,2,,,,,,Probably,,,,"No annotation location"
IPI00124287,P29341,"Polyadenylate-binding protein 1 ",4.7416205767194,5,,Probably,,Probably,,Probably,,,Yes,Cytoplasmic
IPI00124291,P97390,"Vacuolar protein sorting-associated protein 45 ",3.78662153980838,3,,,,,,Yes,,,,
IPI00124372,Q9CRH9,"4-trimethylaminobutyraldehyde dehydrogenase ",4.76015170122769,5,,,,,,,,Probably,Yes,"High turnover rate?"
IPI00124499,Q8K2E4,"BC031593 protein ",4.30714441461664,4,,,,,,Probably,,,,
IPI00124692,Q93092,"Transaldolase ",4.37162173643265,5,,,,,,,,,Yes,
IPI00124698,Q8VEK0,"RIKEN cDNA 2010200I23 ",3.75297533067888,2,,,Yes,,,,,,,
IPI00124700,Q62351,"Transferrin receptor protein 1 ",3.53319799118802,5,,,,,Yes,,,,,
IPI00124709,Q6ZWY3,"inferred: ribosomal protein S27 ",4.56944760707291,3,,,No,,Co-migrating,,,,,
IPI00124771,Q8VEM8,"Phosphate carrier protein, mitochondrial precursor ",4.31075381,3,Yes,,,,,,,,,
IPI00124790,Q9JM62,"Polyposis locus protein 1-like 1 ",4.57953580089364,3,,Yes,,,,,,,,"Integral membrane protein"
IPI00124829,Q9JM76,"actin related protein 2/3 complex, subunit 3 ",3.8878883048027,4,,Probably,,,,Probably,Probably,,,
IPI00124900,Q9JLZ3,"Methylglutaconyl-CoA hydratase, mitochondrial precursor ",3.73253080338222,5,Yes,,,,,,,,,
IPI00125035,Q9WUR9,"Adenylate kinase isoenzyme 4, mitochondrial ",4.82217304932688,1,,,,,,No,No,,No,
IPI00125076,P51658,"Estradiol 17-beta-dehydrogenase 2 ",4.3227294390049,5,,Yes,,,,,,,,
IPI00125091,Q61792,"LIM and SH3 domain protein 1 ",4.37334593091921,5,,Probably,,,,Probably,Probably,,Yes,Cytoplasmic
IPI00125180,Q8CC88,"hypothetical P-loop containing nucleotide triphosphate hydrolases structure containing protein, full in ",3.667914756,1,Yes,,,,,,,,,
IPI00125267,Q9WV55,"Vesicle-associated membrane protein-associated protein A ",3.94178374762375,5,,Yes,,,,,,,,
IPI00125325,Q9WV68,"Peroxisomal D2,D4-dienoyl-CoA reductase ",3.9180495888949,2,,,,,,No,,,,
IPI00125340,Q9JMA7,"Cytochrome P450 3A41 ",4.71679294722343,5,,,,,,,,No,,
IPI00125441,Q9WV80,"Sorting nexin 1 ",3.89432735162867,3,,,,Probably,,,Yes,,Yes,"Cytoplasmic. Endosomal traffic"
IPI00125460,P97450,"ATP synthase coupling factor 6, mitochondrial precursor ",3.976983354,1,Yes,,,,,,,,,
IPI00125514,Q9WUZ9,"Ectonucleoside triphosphate diphosphohydrolase 5 precursor ",4.09061065987794,5,,Yes,,,,,,,,
IPI00125515,Q9JMD3,"PCTP-like protein ",4.2573367876748,5,,,,,,,,Probably,Probably,"No annotated location"
IPI00125521,P97461,"40S ribosomal protein S5 ",4.44620313739531,5,,,,,No,,,,,
IPI00125592,P97478,"Ubiquinone biosynthesis protein COQ7 homolog ",3.663252049,1,Yes,,,,,,,,,
IPI00125658,P97494,"glutamate-cysteine ligase, catalytic subunit ",4.41186197033886,5,,,,,,,,,Yes,
IPI00125813,P28843,"Dipeptidyl peptidase IV ",4.22082391186227,5,,Yes,,Yes,,Yes,,,,
IPI00125853,Q9WVD5,"Mitochondrial ornithine transporter 1 ",3.808215616,1,Yes,,,,,,,,,
IPI00125899,Q02248,"Beta-catenin ",3.531699151,4,No,,,,,,,,,
IPI00125901,P62301,"ribosomal protein S13 ",4.63692210504234,5,,Yes,,,No,,,,,
IPI00125923,Q62422,"Osteoclast stimulating factor 1 ",3.62760914970975,2,,,,,,,,,Probably,"No annotated location"
IPI00125929,Q62425,"NADH-ubiquinone oxidoreductase MLRQ subunit ",4.204618647,4,Yes,,,,,,,,,
IPI00125971,P62334,"26S protease regulatory subunit S10B ",4.51665359060227,5,,,,,,,,,Yes,
IPI00126000,Q62446,"FK506-binding protein 3 ",3.67680633374006,3,,,,,,No,,,,
IPI00126010,Q8BNL2,"laminin receptor 1 ",5.23049609709061,5,,Yes,,Yes,,Co-migrating,,,,
IPI00126042,Q91V41,"Ras-related protein Rab-14 ",4.62658264023759,5,,Probably,,,,Yes,Yes,,,
IPI00126050,Q9WVJ3,"Aminopeptidase ",3.762272854,5,No,,,,,,,,,
IPI00126072,Q62465,"Vesicle amine transport protein 1 homolog ",3.7494076453393,2,,,,,,,Probably,,Probably,"No annotated location"
IPI00126083,Q9WVK4,"EH-domain containing protein 1 ",3.78561340322501,5,,No,,No,,Yes,,,,
IPI00126120,Q9WVL0,"Maleylacetoacetate isomerase ",5.51167207983209,5,Yes,,,,,,,,Yes,
IPI00126172,Q91V76,"RIKEN cDNA 4931406C07 ",4.86821253604493,3,,,,,,,,,Probably,"No annotated location"
IPI00126184,P21614,"group specific component ",4.25567263540597,5,,Yes,,,,Probably,,,,"Secretory pathway. Endocytosed?"
IPI00126185,Q9WVM8,"Kynurenine/alpha-aminoadipate aminotransferase mitochondrial precursor ",3.636327275,2,Yes,,,,,,,,,
IPI00126186,Q8C502,"Macrophage mannose receptor precursor ",4.13786743161426,5,,,,,,Yes,,,,
IPI00126203,Q924Y0,"Gamma-butyrobetaine dioxygenase ",3.85627410468844,5,,,,,,,Yes,,Yes,"Cytoplasmic localization"
IPI00126208,Q9CRZ2,"hemoglobin, beta adult major chain, full insert sequence ",6.18573569281203,5,,,,,,No,,,No,
IPI00126248,Q91V92,"ATP-citrate synthase ",4.89775169794054,5,,,,,,,Probably,,Yes,"Associated with membrane?"
IPI00126300,P14426,"H-2 class I histocompatibility antigen, D-K alpha chain precursor ",4.40451215942225,3,,Yes,,Yes,,,Yes,,,"Antigen processing?"
IPI00126625,Q91VA0,"Medium-chain acyl-CoA synthetase ",4.209961048,5,Yes,,,,,,,,,
IPI00126635,Q91VA7,"Tumor-related protein ",3.341412747,1,Yes,,,,,,,,,
IPI00126680,Q61133,"glutathione S-transferase, theta 2, full insert sequence ",4.30789801866779,5,,,,,,,,,Yes,
IPI00126716,Q91VC3,"Probable ATP-dependent helicase DDX48 ",4.09715962663122,3,,,No,,,,,,,
IPI00126726,Q9R004,"Breast cancer resistance protein 1 ",3.29334385606526,2,,,,,,Yes,,,,
IPI00126861,P21981,"Protein-glutamine gamma-glutamyltransferase ",3.94348505184944,5,,,,,,,,,Yes,
IPI00126940,Q6JAM3,"Adenosine kinase long isoform ",4.98938437624398,5,,,,,,,,,Yes,
IPI00127016,Q9R092,"Trans-retinol/estrogen dehydrogenase ",4.22017466593818,5,,,,Probably,,Probably,Probably,,Probably,"No annotated location"
IPI00127050,Q91VM9,"Inorganic pyrophosphatase 2 ",3.646579245,1,Yes,,,,,,,,,
IPI00127172,Q8BKG1,"ATP-dependent helicase DDX1",3.94335550013002,5,Probably,,,Probably,,,,,,"No annotation"
IPI00127206,Q91Y97,"aldolase 2, B isoform ",6.06958826102382,5,,Probably,,,,,,Probably,Yes,
IPI00127207,P15105,"Glutamine synthetase ",5.36110770672594,5,,Probably,,,,Probably,,,,"Cytoplasmic localization"
IPI00127415,Q61937,"Nucleophosmin ",3.84100056153657,4,,Probably,,Probably,,Probably,,,,"Some cytoplasmic localization"
IPI00127417,Q01768,"Nucleoside diphosphate kinase B ",4.97362398279061,5,,,,,,,,Probably,Yes,
IPI00127558,Q9R0H0,"Acyl-coenzyme A oxidase 1, peroxisomal ",4.762081444,5,No,,,,,,,,,
IPI00127560,P07309,"Transthyretin precursor ",4.48347438356873,5,,,Yes,Yes,Probably,,,,No,"Secretory pathway. Bulk endocytosis?"
IPI00127596,P07310,"Creatine kinase, M chain ",3.8809325759602,4,,,,,,,,,Yes,
IPI00127691,P51855,"Glutathione synthetase ",3.77527935921896,5,,,,,,,,,Yes,
IPI00127841,P51881,"ADP,ATP carrier protein, fibroblast isoform ",4.93672945,5,Yes,,,,,,,,,
IPI00127942,Q9R0P5,"Destrin ",4.40996418923877,5,,,,,,,,,Probably,Cytoskeletal
IPI00127983,Q9R0Q3,"Cop-coated vesicle membrane protein p24 precursor ",3.76124071335903,2,,Yes,,,,,,,,
IPI00128023,Q91WD5,"NADH-ubiquinone oxidoreductase 49 kDa subunit, mitochondrial precursor ",4.078002339,1,Yes,,,,,,,,,
IPI00128071,Q9Z1Z0,"Vesicle docking protein ",3.56833051242441,5,,,Yes,Yes,,,yes,,Yes,
IPI00128137,Q91WH2,"RIKEN cDNA 9430041C03 ",5.18137210733051,5,,,,,,Yes,Yes,,,
IPI00128154,P06797,"Cathepsin L precursor ",3.74118115106927,2,,Yes,,,,,,,,"Secretory pathway"
IPI00128271,Q8CH15,"Kynurenine 3-monooxygenase ",3.89378373298869,3,Probably,,,,,Probably,,,,
IPI00128287,P00186,"Cytochrome P450 1A2 ",5.23120418654456,5,,,,,,,No,,,
IPI00128346,Q91WS0,"Uncharacterized hematopoietic stem/progenitor cells protein MDS029 homolog ",4.31699320097527,3,,,,Yes,,,,,,"Secretory pathway"
IPI00128352,Q91WS5,"1810055E12Rik protein ",3.55780200786799,2,,,,,Probably,,,,,
IPI00128370,O08709,"peroxiredoxin 6 ",5.56189879933642,5,,,,,,,,,Yes,
IPI00128376,Q91WT7,"RIKEN cDNA 9030611N15 ",4.94746757889875,5,,,,,,Yes,Probably,,Probably,Cytoplasmic
IPI00128399,Q91WU0,"Hypothetical protein AU018778 ",5.10420321175995,5,,Yes,,,,,,,,
IPI00128434,P49429,"4-hydroxyphenylpyruvic acid dioxygenase ",5.63637492833173,5,,,,,,,,,Yes,
IPI00128484,Q91X72,"Hemopexin precursor ",4.4136460587505,5,,Yes,,,Probably,Probably,,,Probably,"Secretory pathway. Bulk endocytosis?"
IPI00128518,Q91X83,"Methionine adenosyltransferase I, alpha ",5.06483337240251,5,,,,,,,,,Yes,
IPI00128556,Q91X91,"Nicotinate-nucleotide pyrophosphorylase ",4.18433079612858,5,,,,,,,,No,No,Extracellular
IPI00128692,Q9R1J0,"NAD(P)-dependent steroid dehydrogenase ",3.89962331715089,5,,Yes,,,,,,,,"Membrane protein"
IPI00128738,,"beta-alanine-pyruvate aminotransferase, similar to",4.148843561,1,Probably,,,,,,,,,
IPI00128867,Q8BQK8,"Vascular actin single-stranded DNA-binding factor 2 p44 component ",3.16854942482414,1,,,,,,Probably,Probably,,,"No annotated location"
IPI00128945,Q9R1P3,"Proteasome subunit beta type 2 ",4.01255421152216,5,,,,,,,,,Yes,
IPI00129011,Q91XD4,"Formimidoyltransferase-cyclodeaminase ",5.17200687101968,5,,,,,,,,,Probably,"No annotated location"
IPI00129056,Q91XE0,"Glycine-N-acyltransferase ",4.514645799,5,Yes,,,,,,,,,
IPI00129096,Q91XF0,"Pyridoxine-5'-phosphate oxidase ",3.85958982898518,3,,,,,,,,,Probably,"No annotated location"
IPI00129164,Q64105,"Sepiapterin reductase ",4.85550595682574,5,,,,,,,,,Yes,
IPI00129178,P29758,"Ornithine aminotransferase, mitochondrial precursor ",4.982421844,5,Yes,,,,,,,,,
IPI00129225,O08677,"Kininogen precursor ",3.47395567139599,2,,,,Yes,,,,,,"Secretory pathway"
IPI00129240,P29788,"Vitronectin precursor ",3.86794528061658,2,,,Yes,,,,,,,"Secretory pathway"
IPI00129276,P23116,"Eukaryotic translation initiation factor 3 subunit 10 ",4.959942366,5,Probably,,,,,,,,,"Associating with membranes?"
IPI00129319,Q9Z105,"Protein phosphatase-1 regulatory subunit 7 ",3.39546270958122,3,,,,,,,,,Probably,"No annotated location"
IPI00129517,P99029,"Peroxiredoxin 5, mitochondrial precursor ",4.86725803374115,5,Yes,,,,,,,,Yes,
IPI00129526,P08113,"Endoplasmin precursor ",5.37050697804149,5,,Yes,,,,,,,,
IPI00129528,Q9R2C2,"Tyrosine-ester sulfotransferase ",4.12238505217793,5,,,,,,,,Probably,Probably,"No annotated location"
IPI00129577,Q9Z0X1,"Programmed cell death protein 8, mitochondrial precursor ",4.372971524,5,Yes,,,,,,,,,
IPI00129677,P34927,"Asialoglycoprotein receptor major subunit ",4.72818286018468,5,,,,,,,Yes,,,
IPI00129685,P14701,"Translationally controlled tumor protein ",4.50169717064123,3,,,,,,,,Probably,,
IPI00129755,P22599,"Alpha-1-antitrypsin 1-2 precursor ",5.11839687903394,5,,,,,,,Probably,,No,"Associated to external leaflet?"
IPI00129907,Q8BMP6,"Peripherial benzodiazepine receptor associated protein PAP7 ",3.37598862495356,1,,,Yes,Yes,,,,,,
IPI00129928,P97807,"Fumarate hydratase, mitochondrial precursor ",4.84489856112947,5,Yes,,,,,Yes,,,Yes,
IPI00129963,O35386,"Phytanoyl-CoA dioxygenase, peroxisomal precursor ",3.58504906083011,4,,,No,,,,,,,
IPI00130010,P06909,"Complement factor H precursor ",3.69985814537025,3,,,,Yes,,,,,,
IPI00130087,Q9Z1D1,"Eukaryotic translation initiation factor 3 subunit 4 ",3.90097916166238,3,,,,,,,Probably,,Yes,"Associating with membranes?"
IPI00130095,P97855,"Ras-GTPase-activating protein binding protein 1 ",4.21927743528164,5,,Probably,,Probably,,Probably,,,,Cytoplasmic
IPI00130118,P61027,"Ras-related protein Rab-10 ",4.15024835239277,5,,Probably,,Yes,Yes,,Yes,,,
IPI00130144,P97869,"Microsomal epoxide hydrolase ",4.93995532165172,5,,Yes,,,,,,,,
IPI00130280,Q03265,"ATP synthase alpha chain, mitochondrial precursor ",5.190633087,5,Yes,,,,,,,,,
IPI00130322,Q9Z1P6,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7 (B14.5a) ",3.646848945,1,Yes,,,,,,,,,
IPI00130333,Q91YP3,"Putative deoxyribose-phosphate aldolase ",4.03442003675841,5,,,,,,,Probably,,Probably,"No annotated location"
IPI00130353,Q9Z1Q9,"Valyl-tRNA synthetase 2 ",3.84146328919887,5,,,,,,,,,Yes,
IPI00130444,Q9Z1T1,"Adapter-related protein complex 3 beta 1 subunit ",3.45113763049946,2,,,,,,Yes,Yes,,,
IPI00130460,Q91YT0,"NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial precursor ",3.850263126,1,Yes,,,,,,,,,
IPI00130462,Q91YT1,"RIKEN cDNA 3110038B19 ",3.86252452329315,5,,,,,Probably,,,Probably,,"No annotated location"
