"Protein Entry Name"	"Accession No."	"Protein Description"	"Peptides"	"PSMs"	113	114	115	116	117	118	119	121	"markers"	"pd.2013"	"pd.validated"
"DHX15_HUMAN"	"O43143"	"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15"	1	1	0.055065236	0.066843263	0.021922656	0.045174681	0.073640364	0.04371416	0.012244811	0.681394828	"unknown"	"unknown"	"unknown"
"DHX29_HUMAN"	"Q7Z478"	"ATP-dependent RNA helicase DHX29"	1	1	0.183778867	0.207430879	0	0.148704999	0.153029224	0.182171945	0	0.124884087	"unknown"	"PM"	"PM"
"DHX30_HUMAN"	"Q7L2E3"	"Putative ATP-dependent RNA helicase DHX30 (multiple isoforms)"	5	5	0.109075591	0.130409072	0.056302485	0.090023488	0.169585554	0.354277089	0.057420122	0.0329066	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"DHX36_HUMAN"	"Q9H2U1"	"Probable ATP-dependent RNA helicase DHX36 (multiple isoforms)"	1	1	0.139215101	0.201575571	0.027788928	0.126313753	0.194819779	0.071907363	0	0.238379504	"unknown"	"Phenotype 5"	"Nucleus"
"DHX9_HUMAN"	"Q08211"	"ATP-dependent RNA helicase A"	5	5	0.114319796	0.115362291	0.051071733	0.086751442	0.141099608	0.085199118	0.023566139	0.382629874	"unknown"	"unknown"	"unknown"
"DIAP1_HUMAN"	"O60610"	"Protein diaphanous homolog 1 (multiple isoforms)"	1	1	0.148932748	0.118560786	0.06023984	0.104558415	0.09402255	0.038176374	0.017430772	0.418078515	"unknown"	"unknown"	"unknown"
"DIP2B_HUMAN"	"Q9P265"	"Disco-interacting protein 2 homolog B"	1	1	0.232223795	0.222621962	0.136580815	0.186983548	0.119126299	0	0	0.102463582	"unknown"	"PM"	"PM"
"DJB11_HUMAN"	"Q9UBS4"	"DnaJ homolog subfamily B member 11"	1	1	0.144883528	0.198423762	0.033033018	0.177375853	0.291534779	0.113922036	0.009679387	0.031147636	"ER"	"ER"	"ER"
"DJC10_HUMAN"	"Q8IXB1"	"DnaJ homolog subfamily C member 10 (multiple isoforms)"	3	3	0.135446959	0.163965435	0.123014181	0.153839974	0.232825694	0.137040197	0.034818693	0.019048868	"unknown"	"ER"	"ER"
"DJC11_HUMAN"	"Q9NVH1"	"DnaJ homolog subfamily C member 11 (multiple isoforms)"	1	1	0.106644164	0.16549435	0.021908865	0.076065154	0.177573815	0.404622132	0.019109293	0.028582227	"unknown"	"Mitochondrion"	"Mitochondrion"
"DJC13_HUMAN"	"O75165"	"DnaJ homolog subfamily C member 13"	2	2	0.161254771	0.208858467	0.157382573	0.25239795	0.177138753	0.042967485	0	0	"unknown"	"PM"	"PM"
"DKC1_HUMAN"	"O60832"	"H/ACA ribonucleoprotein complex subunit 4"	1	1	0.156899037	0.165629637	0.097652581	0.105548243	0.17651443	0.056142854	0.029704756	0.211908462	"unknown"	"PM"	"PM"
"DLDH_HUMAN"	"P09622"	"Dihydrolipoyl dehydrogenase, mitochondrial"	2	2	0.114300427	0.119283527	0.07095582	0.06754892	0.143521806	0.352386297	0.122079129	0.009924074	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"DLG1_HUMAN"	"Q12959"	"Disks large homolog 1 (multiple isoforms)"	1	1	0.290978796	0.201655847	0.028623875	0.177078415	0.250725981	0.050937087	0	0	"unknown"	"PM"	"PM"
"DMKN_HUMAN"	"Q6E0U4"	"Dermokine (multiple isoforms)"	1	1	0.228291981	0.160662639	0.049734654	0.082659543	0.122525065	0	0	0.356126118	"unknown"	"unknown"	"unknown"
"DNJA1_HUMAN"	"P31689"	"DnaJ homolog subfamily A member 1"	2	2	0.219725219	0.210717218	0.055715783	0.141544102	0.162448711	0.078026804	0.028824209	0.102997953	"unknown"	"PM"	"PM"
"DNJA2_HUMAN"	"O60884"	"DnaJ homolog subfamily A member 2"	1	1	0.282881408	0.157907536	0.082820342	0.205550337	0.168565892	0	0	0.102274486	"unknown"	"PM"	"PM"
"DNJA3_HUMAN"	"Q96EY1"	"DnaJ homolog subfamily A member 3, mitochondrial (multiple isoforms)"	1	1	0.148891439	0.13602188	0.049474545	0.095440893	0.172131821	0.336964672	0.053363057	0.007711692	"unknown"	"Mitochondrion"	"Mitochondrion"
"DNJC3_HUMAN"	"Q13217"	"DnaJ homolog subfamily C member 3"	1	1	0.161339274	0.176379728	0.068132342	0.203300342	0.288433644	0.102414669	0	0	"unknown"	"unknown"	"unknown"
"DNJC7_HUMAN"	"Q99615"	"DnaJ homolog subfamily C member 7"	1	1	0.18820939	0.160995463	0.026910516	0.11281178	0.102062504	0.045262727	0.018447755	0.345299866	"unknown"	"unknown"	"unknown"
"DNM1L_HUMAN"	"O00429"	"Dynamin-1-like protein (multiple isoforms)"	1	1	0.120143333	0.183412701	0.080637009	0.088363325	0.097402185	0.040594211	0.058545061	0.330902175	"unknown"	"unknown"	"unknown"
"DNS2A_HUMAN"	"O00115"	"Deoxyribonuclease-2-alpha"	2	2	0.124877988	0.175828795	0.164360527	0.261903476	0.222091328	0.039151762	0.003405341	0.008380782	"unknown"	"Golgi"	"Golgi"
"DPM1_HUMAN"	"O60762"	"Dolichol-phosphate mannosyltransferase"	1	1	0.141294203	0.159198224	0.076179723	0.17838601	0.257679903	0.161050023	0.026211913	0	"ER"	"ER"	"ER"
"DPM3_HUMAN"	"Q9P2X0"	"Dolichol-phosphate mannosyltransferase subunit 3 (multiple isoforms)"	1	1	0.085451314	0.132727975	0.073815328	0.120254	0.19597933	0.097289702	0.014761392	0.279720959	"unknown"	"unknown"	"unknown"
"DPOD1_HUMAN"	"P28340"	"DNA polymerase delta catalytic subunit"	2	2	0.173062647	0.131465389	0.025152375	0.080476221	0.0677446	0.017520379	0.004300343	0.500278046	"unknown"	"Phenotype 1"	"unknown"
"DPYL5_HUMAN"	"Q9BPU6"	"Dihydropyrimidinase-related protein 5"	2	2	0.170952862	0.181363736	0.060433222	0.105449197	0.162074128	0.118600215	0.041340135	0.159786505	"unknown"	"unknown"	"unknown"
"DREB_HUMAN"	"Q16643"	"Drebrin (multiple isoforms)"	2	2	0.201962716	0.196851278	0.056798742	0.18468668	0.206502079	0.050686314	0.009591704	0.092920488	"unknown"	"unknown"	"unknown"
"DSG2_HUMAN"	"Q14126"	"Desmoglein-2"	2	2	0.274701933	0.227797632	0.114319358	0.15193972	0.186738801	0.039332325	0	0.005170232	"unknown"	"PM"	"PM"
"DX39A_HUMAN"	"O00148"	"ATP-dependent RNA helicase DDX39A"	1	1	0.111680785	0.112480816	0.015469906	0.076598976	0.113144683	0.065638645	0.028451248	0.476534942	"unknown"	"unknown"	"unknown"
"DYH12_HUMAN"	"Q6ZR08"	"Dynein heavy chain 12, axonemal (multiple isoforms)"	1	1	0.152658808	0.159971751	0.033761052	0.094794679	0.1756827	0.352081777	0.026274427	0.004774806	"unknown"	"Mitochondrion"	"Mitochondrion"
"DYHC1_HUMAN"	"Q14204"	"Cytoplasmic dynein 1 heavy chain 1"	4	4	0.134575636	0.206348795	0.044588866	0.146019138	0.178455873	0.138838023	0.082752118	0.068421551	"unknown"	"Mitochondrion"	"Mitochondrion"
"E41L2_HUMAN"	"O43491"	"Band 4.1-like protein 2"	1	1	0.397579992	0.28316628	0.036978502	0.125164322	0.118949716	0.027935577	0	0.010225611	"unknown"	"PM"	"PM"
"E41L5_HUMAN"	"Q9HCM4"	"Band 4.1-like protein 5 (multiple isoforms)"	1	1	0.3042244	0.236544106	0.075872468	0.14657769	0.17956753	0.046022757	0	0.01119105	"unknown"	"PM"	"PM"
"E9PGZ5_HUMAN"	"E9PGZ5"	"Uncharacterized protein"	1	1	0.150230689	0.147903449	0.056015601	0.071527945	0.194004588	0.173050775	0	0.207266952	"unknown"	"unknown"	"unknown"
"E9PI54_HUMAN"	"E9PI54"	"Uncharacterized protein"	1	1	0.14643534	0.180822886	0.11817498	0.150725455	0.235036242	0.13350907	0.035296027	0	"unknown"	"unknown"	"unknown"
"ECH1_HUMAN"	"Q13011"	"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"	2	2	0.086864839	0.133719335	0.073707305	0.092102781	0.21211409	0.314694811	0.051814445	0.034982394	"unknown"	"Mitochondrion"	"Mitochondrion"
"ECHA_HUMAN"	"P40939"	"Trifunctional enzyme subunit alpha, mitochondrial"	4	4	0.068206099	0.110345218	0.070197579	0.072518815	0.160086507	0.447891073	0.063721436	0.007033274	"unknown"	"Mitochondrion"	"Mitochondrion"
"ECHB_HUMAN"	"P55084"	"Trifunctional enzyme subunit beta, mitochondrial"	4	4	0.131865086	0.146759114	0.02901516	0.090385753	0.17586375	0.391420879	0.027125631	0.007564625	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"ECI1_HUMAN"	"P42126"	"Enoyl-CoA delta isomerase 1, mitochondrial (multiple isoforms)"	1	1	0.127974194	0.162153779	0.039460534	0.096866803	0.150024706	0.371985517	0.036761091	0.014773376	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"ECI2_HUMAN"	"O75521"	"Enoyl-CoA delta isomerase 2, mitochondrial (multiple isoforms)"	1	1	0.122551887	0.137204996	0.062142077	0.116814338	0.17965778	0.273186947	0.082540267	0.025901709	"unknown"	"Mitochondrion"	"Mitochondrion"
"EDC3_HUMAN"	"Q96F86"	"Enhancer of mRNA-decapping protein 3"	1	1	0.063317874	0.15039411	0.078666004	0.107481735	0.169829358	0.092414735	0.156521327	0.181374857	"unknown"	"Mitochondrion"	"Mitochondrion"
"EDC4_HUMAN"	"Q6P2E9"	"Enhancer of mRNA-decapping protein 4 (multiple isoforms)"	2	2	0.106733811	0.134452927	0.086120943	0.091095368	0.181261352	0.157696225	0.106763973	0.135875402	"unknown"	"Mitochondrion"	"Mitochondrion"
"EEA1_HUMAN"	"Q15075"	"Early endosome antigen 1"	2	2	0.082044844	0.220516635	0.179755162	0.26121132	0.162166312	0.01661946	0	0.077686267	"unknown"	"PM"	"PM"
"EEPD1_HUMAN"	"Q7L9B9"	"Endonuclease/exonuclease/phosphatase family domain-containing protein 1"	1	1	0.209966625	0.222418954	0.083076331	0.14579021	0.211846342	0.076372146	0.016487101	0.034042291	"unknown"	"unknown"	"unknown"
"EF1D_HUMAN"	"P29692"	"Elongation factor 1-delta (multiple isoforms)"	1	1	0.162705353	0.151214493	0.025127769	0.121530117	0.19502023	0.164716505	0.116698541	0.062986991	"unknown"	"Mitochondrion"	"Mitochondrion"
"EF1G_HUMAN"	"P26641"	"Elongation factor 1-gamma"	3	3	0.123313625	0.120018026	0.065576908	0.092773965	0.132137307	0.132614652	0.221301554	0.112263963	"unknown"	"Mitochondrion"	"Mitochondrion"
"EF2_HUMAN"	"P13639"	"Elongation factor 2"	6	6	0.150313204	0.142751053	0.032861	0.118939215	0.127313167	0.057121359	0.004710629	0.365990373	"unknown"	"unknown"	"unknown"
"EFGM_HUMAN"	"Q96RP9"	"Elongation factor G, mitochondrial (multiple isoforms)"	2	2	0.099055293	0.110690053	0.081823239	0.078230988	0.132036569	0.372626523	0.120045835	0.0054915	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"EFR3A_HUMAN"	"Q14156"	"Protein EFR3 homolog A (multiple isoforms)"	2	2	0.295874628	0.263942537	0.03113867	0.14173221	0.181797518	0.069609339	"7.86E-05"	0.015826481	"PM"	"PM"	"PM"
"EFR3B_HUMAN"	"Q9Y2G0"	"Protein EFR3 homolog B (multiple isoforms)"	1	1	0.268573964	0.232055962	0.168194337	0.186972857	0.106989986	0.037212895	0	0	"unknown"	"PM"	"PM"
"EFTU_HUMAN"	"P49411"	"Elongation factor Tu, mitochondrial"	2	2	0.10162948	0.127936399	0.073118776	0.076968876	0.136697704	0.380983253	0.097320878	0.005344635	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"EHD1_HUMAN"	"Q9H4M9"	"EH domain-containing protein 1"	1	1	0.143060401	0.295962245	0.05280042	0.226985795	0.161616728	0.065059874	0.021889764	0.032624772	"unknown"	"PM"	"PM"
"EIF3A_HUMAN"	"Q14152"	"Eukaryotic translation initiation factor 3 subunit A"	1	1	0.146639566	0.090956284	0.07487676	0.060369725	0.091114607	0.041611928	0	0.494431131	"unknown"	"Phenotype 1"	"Cytosol.Nucleus"
"EIF3B_HUMAN"	"P55884"	"Eukaryotic translation initiation factor 3 subunit B (multiple isoforms)"	1	1	0.135807311	0.141609469	0.076793818	0.085089726	0.120743754	0.047899731	0	0.392056191	"unknown"	"unknown"	"unknown"
"EIF3C_HUMAN"	"Q99613"	"Eukaryotic translation initiation factor 3 subunit C"	3	3	0.113108214	0.149509052	0.02913607	0.095663019	0.117649143	0.042006242	0	0.452928261	"unknown"	"unknown"	"unknown"
"EIF3D_HUMAN"	"O15371"	"Eukaryotic translation initiation factor 3 subunit D"	1	1	0.182208566	0.164597308	0.02799625	0.068816728	0.108244376	0.03576942	0	0.412367351	"unknown"	"Phenotype 1"	"Cytosol"
"EIF3E_HUMAN"	"P60228"	"Eukaryotic translation initiation factor 3 subunit E"	1	1	0.094657715	0.128481568	0.063560016	0.083894571	0.105446968	0	0.039368823	0.484590339	"unknown"	"unknown"	"unknown"
"EIF3F_HUMAN"	"O00303"	"Eukaryotic translation initiation factor 3 subunit F"	1	1	0.156587846	0.179593006	0.044094372	0.101152327	0.123470697	0.052704128	0.010722934	0.33167469	"unknown"	"unknown"	"unknown"
"ELMO2_HUMAN"	"Q96JJ3"	"Engulfment and cell motility protein 2"	1	1	0.212309398	0.157939792	0.099276538	0.11448724	0.159008105	0.087512053	0.035215806	0.134251068	"unknown"	"PM"	"PM"
"ELOB_HUMAN"	"Q15370"	"Transcription elongation factor B polypeptide 2"	1	1	0.150104139	0.120794296	0.039245904	0.096660045	0.070607905	0.044281806	0.014927391	0.463378515	"unknown"	"Phenotype 1"	"Cytosol.Nucleus"
"ELP3_HUMAN"	"Q9H9T3"	"Elongator complex protein 3 (multiple isoforms)"	1	1	0.084081574	0.140570608	0.010058279	0.06985101	0.105063589	0.025576148	0	0.564798792	"unknown"	"Phenotype 1"	"Cytosol.Nucleus"
"EM55_HUMAN"	"Q00013"	"55 kDa erythrocyte membrane protein"	1	1	0.328367924	0.198619201	0.077813367	0.147145828	0.149991453	0.053112883	0.016417025	0.028532319	"PM"	"PM"	"PM"
"EMD_HUMAN"	"P50402"	"Emerin"	1	1	0.169754243	0.185859515	0.05228892	0.173579385	0.265734349	0.124241855	0.020753227	0.007788506	"unknown"	"unknown"	"unknown"
"EMP2_HUMAN"	"P54851"	"Epithelial membrane protein 2"	1	1	0.329562134	0.248783289	0.062409078	0.168716799	0.153944324	0.036584376	0	0	"unknown"	"PM"	"PM"
"ENAH_HUMAN"	"Q8N8S7"	"Protein enabled homolog (multiple isoforms)"	2	2	0.214452389	0.175937913	0.097120151	0.13825715	0.16112999	0.036483245	0	0.176619162	"unknown"	"unknown"	"unknown"
"ENOA_HUMAN"	"P06733"	"Isoform MBP-1 of Alpha-enolase"	2	2	0.06262452	0.058605601	0.054704228	0.04524988	0.047082199	0.018787797	0.006081798	0.706863977	"unknown"	"unknown"	"unknown"
"ENPL_HUMAN"	"P14625"	"Endoplasmin"	4	4	0.109362337	0.138839333	0.05015062	0.165391329	0.32016873	0.144764312	0.001696667	0.069626671	"unknown"	"ER"	"ER"
"ERAL1_HUMAN"	"O75616"	"Isoform HERA-B of GTPase Era, mitochondrial"	1	1	0.134883269	0.156181752	0.041929629	0.083055018	0.162705639	0.343703307	0.043870674	0.033670712	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"ERG7_HUMAN"	"P48449"	"Lanosterol synthase"	1	1	0.209616011	0.165296093	0.10297443	0.142607729	0.23115574	0.123814919	0.024535077	0	"ER"	"ER"	"ER"
"ERGI1_HUMAN"	"Q969X5"	"Endoplasmic reticulum-Golgi intermediate compartment protein 1 (multiple isoforms)"	1	1	0.163239013	0.173068349	0.06098873	0.183613371	0.288511304	0.101907883	0.012389027	0.016282322	"unknown"	"unknown"	"unknown"
"ERGI2_HUMAN"	"Q96RQ1"	"Endoplasmic reticulum-Golgi intermediate compartment protein 2"	1	1	0.176173516	0.196059978	0.035466779	0.193528241	0.303854593	0.082309633	0.005708532	0.006898728	"unknown"	"unknown"	"unknown"
"ERGI3_HUMAN"	"Q9Y282"	"Endoplasmic reticulum-Golgi intermediate compartment protein 3 (multiple isoforms)"	2	2	0.213400468	0.187923903	0.053514386	0.199958004	0.25984979	0.070726315	0.008863579	0.005763556	"unknown"	"unknown"	"unknown"
"ERLEC_HUMAN"	"Q96DZ1"	"Endoplasmic reticulum lectin 1 (multiple isoforms)"	1	1	0.125137817	0.220114151	0.148351993	0.137650494	0.177509593	0.144459705	0.046776247	0	"ER"	"ER"	"ER"
"ERLN2_HUMAN"	"O94905"	"Erlin-2 (multiple isoforms)"	1	1	0.15500146	0.200781366	0.048679571	0.173284893	0.26998185	0.120957871	0.031312989	0	"unknown"	"unknown"	"unknown"
"ERO1A_HUMAN"	"Q96HE7"	"ERO1-like protein alpha"	2	2	0.127041644	0.238395542	0.010142517	0.136756736	0.277126722	0.122144823	0	0.088392018	"ER"	"ER"	"ER"
"ERP29_HUMAN"	"P30040"	"Endoplasmic reticulum resident protein 29"	1	1	0.101551912	0.129852419	0.067292666	0.174923462	0.323006562	0.120684727	0.021594691	0.061093561	"unknown"	"ER"	"ER"
"ERP44_HUMAN"	"Q9BS26"	"Endoplasmic reticulum resident protein 44"	3	3	0.136414829	0.176102777	0.04175433	0.207048654	0.322639887	0.092031361	0.001722788	0.022285375	"unknown"	"unknown"	"unknown"
"ERR3_HUMAN"	"P62508"	"Estrogen-related receptor gamma (multiple isoforms)"	1	1	0.23685809	0.266776785	0.037538929	0.12503741	0.18561309	0.07611794	0	0.072057755	"unknown"	"PM"	"PM"
"ESYT1_HUMAN"	"Q9BSJ8"	"Extended synaptotagmin-1 (multiple isoforms)"	3	3	0.160219435	0.215212307	0.060106837	0.179786319	0.26916804	0.099952039	0.008549365	0.007005659	"unknown"	"unknown"	"unknown"
"ESYT2_HUMAN"	"A0FGR8"	"Extended synaptotagmin-2 (multiple isoforms)"	3	3	0.19024694	0.225052949	0.048057929	0.175185065	0.261170968	0.090422352	0.009863797	0	"PM"	"PM"	"PM"
"ETFA_HUMAN"	"P13804"	"Electron transfer flavoprotein subunit alpha, mitochondrial"	2	2	0.06473184	0.135407737	0.062354743	0.086839486	0.153916162	0.419417633	0.076989527	0.000342871	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"ETFB_HUMAN"	"P38117"	"Electron transfer flavoprotein subunit beta (multiple isoforms)"	4	4	0.121781007	0.148787448	0.037778305	0.086526688	0.152273492	0.401126635	0.035726985	0.01599944	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"ETFD_HUMAN"	"Q16134"	"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"	1	1	0.090860036	0.125000167	0.082349018	0.088458034	0.134228305	0.327724297	0.104382325	0.046997817	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"EXOC2_HUMAN"	"Q96KP1"	"Exocyst complex component 2"	2	2	0.220999594	0.257444054	0.054627737	0.174452797	0.218421889	0.052514958	0.00112643	0.02041254	"unknown"	"PM"	"PM"
"EXOC3_HUMAN"	"O60645"	"Exocyst complex component 3 (multiple isoforms)"	2	2	0.250278183	0.266676483	0.03895004	0.182438657	0.202313017	0.053337754	0	0.006005866	"unknown"	"PM"	"PM"
"EXOC4_HUMAN"	"Q96A65"	"Exocyst complex component 4"	1	1	0.197106944	0.212791566	0.127055685	0.174438983	0.209141631	0.07946519	0	0	"unknown"	"PM"	"PM"
"EXTL3_HUMAN"	"O43909"	"Exostosin-like 3"	1	1	0.143644974	0.145186169	0.128657195	0.19886855	0.296030153	0.062322857	0.025290102	0	"ER"	"ER"	"ER"
"EZRI_HUMAN"	"P15311"	"Ezrin"	1	1	0.148751623	0.221371077	0.149723389	0.159552355	0.191566433	0.034397734	0.03202969	0.062607699	"unknown"	"unknown"	"unknown"
"F120A_HUMAN"	"Q9NZB2"	"Constitutive coactivator of PPAR-gamma-like protein 1 (multiple isoforms)"	1	1	0.168318824	0.148129196	0.048129156	0.128983858	0.169883584	0.117033806	0.024272183	0.195249393	"unknown"	"unknown"	"unknown"
"F125B_HUMAN"	"Q9H7P6"	"Multivesicular body subunit 12B (multiple isoforms)"	1	1	0.206320684	0.241647668	0.099195314	0.214762452	0.171294674	0.066779208	0	0	"unknown"	"PM"	"PM"
"F134C_HUMAN"	"Q86VR2"	"Protein FAM134C"	1	1	0.226953875	0.199376496	0.067242826	0.177570366	0.217808493	0.089612078	0.021435866	0	"unknown"	"unknown"	"unknown"
"F162A_HUMAN"	"Q96A26"	"Protein FAM162A"	1	1	0.105858901	0.125029045	0.032765314	0.0873132	0.144787841	0.470744403	0.033501295	0	"unknown"	"Mitochondrion"	"Mitochondrion"
"F186B_HUMAN"	"Q8IYM0"	"Protein FAM186B"	1	1	0.051590914	0.168763632	0.137900884	0.148195273	0.324960525	0.147313555	0.021275216	0	"unknown"	"unknown"	"unknown"
"F18B2_HUMAN"	"Q96ET8"	"Protein FAM18B2 (multiple isoforms)"	1	1	0.14499769	0.209934641	0	0.137290443	0.181319554	0.09037637	0.08611791	0.149963392	"unknown"	"unknown"	"unknown"
"FA69B_HUMAN"	"Q5VUD6"	"Protein FAM69B (multiple isoforms)"	1	1	0.122180178	0.164540685	0.039623594	0.207965545	0.35592737	0.099343531	0.010419097	0	"ER"	"ER"	"ER"
"FADD_HUMAN"	"Q13158"	"Protein FADD"	1	1	0.077051788	0.11368137	0.020189045	0.06883996	0.075079756	0.019940896	0	0.625217184	"unknown"	"Phenotype 1"	"Cytosol"
"FADS2_HUMAN"	"O95864"	"Fatty acid desaturase 2 (multiple isoforms)"	1	1	0.090614666	0.14364668	0.082238978	0.140374679	0.319605222	0.150366677	0.047677201	0.025475898	"unknown"	"ER"	"ER"
"FAF1_HUMAN"	"Q9UNN5"	"FAS-associated factor 1 (multiple isoforms)"	1	1	0.090793471	0.085514123	0	0.066969136	0.076096127	0.038873841	0	0.641753301	"unknown"	"Phenotype 1"	"Cytosol.Nucleus"
"FAM3C_HUMAN"	"Q92520"	"Protein FAM3C"	1	1	0.102811757	0.155059739	0.09450346	0.213222802	0.338955889	0.076750924	0.018695429	0	"unknown"	"Golgi"	"Golgi"
"FAS_HUMAN"	"P49327"	"Fatty acid synthase"	10	10	0.120382398	0.118917172	0.059248147	0.078997239	0.074166306	0.027328343	0.011829577	0.509130818	"unknown"	"Phenotype 1"	"unknown"
"FBRL_HUMAN"	"P22087"	"rRNA 2'-O-methyltransferase fibrillarin"	1	1	0.144260737	0.161587914	0.073426521	0.140416418	0.168953761	0.083587493	0.033856469	0.193910687	"unknown"	"unknown"	"unknown"
"FCHO2_HUMAN"	"Q0JRZ9"	"FCH domain only protein 2 (multiple isoforms)"	1	1	0.169039539	0.190089342	0.117575591	0.112195552	0.156402205	0.055425987	0.038685977	0.160585807	"unknown"	"PM"	"PM"
"FDFT_HUMAN"	"P37268"	"Squalene synthase"	2	2	0.163292981	0.160928882	0.074125658	0.168344801	0.268580039	0.137885958	0.022855157	0.003986524	"ER"	"ER"	"ER"
"FGL2_HUMAN"	"Q14314"	"Fibroleukin"	1	1	0.188692048	0.176067095	0.140953859	0.160900356	0.171195441	0.076627527	0.074845841	0.010717834	"unknown"	"unknown"	"unknown"
"FKB10_HUMAN"	"Q96AY3"	"Peptidyl-prolyl cis-trans isomerase FKBP10"	6	6	0.148257116	0.152470002	0.082736889	0.171730264	0.261486236	0.116765677	0.01644458	0.050109236	"ER"	"ER"	"ER"
"FKBP3_HUMAN"	"Q00688"	"Peptidyl-prolyl cis-trans isomerase FKBP3"	1	1	0.105710346	0.136179776	0.099108608	0.137792067	0.227776142	0.133131526	0.035178334	0.125123202	"unknown"	"Mitochondrion"	"Mitochondrion"
"FKBP4_HUMAN"	"Q02790"	"Peptidyl-prolyl cis-trans isomerase FKBP4"	3	3	0.126439262	0.116877219	0.022827828	0.077920005	0.059484388	0.014845804	0	0.581605495	"unknown"	"Phenotype 1"	"Cytosol.Nucleus"
"FKBP9_HUMAN"	"O95302"	"Peptidyl-prolyl cis-trans isomerase FKBP9"	1	1	0.159483393	0.204285456	0.059899444	0.156253027	0.248935498	0.136051116	0	0.035092066	"ER"	"ER"	"ER"
"FKRP_HUMAN"	"Q9H9S5"	"Fukutin-related protein"	1	1	0.114727611	0.114844261	0.129326985	0.171068085	0.266218671	0.167959285	0.035855103	0	"unknown"	"ER"	"ER"
"FLNA_HUMAN"	"P21333"	"Filamin-A (multiple isoforms)"	4	4	0.150393266	0.156583249	0.066049469	0.137518544	0.223257306	0.098145165	0.042514625	0.125538376	"unknown"	"Mitochondrion"	"Mitochondrion"
"FLNB_HUMAN"	"O75369"	"Filamin-B (multiple isoforms)"	1	1	0.185591514	0.280149915	0.098553338	0.083860615	0.17273009	0	0	0.179114528	"unknown"	"unknown"	"unknown"
"FLOT1_HUMAN"	"O75955"	"Flotillin-1"	2	2	0.1086151	0.167687282	0.177946626	0.188445386	0.268676992	0.08438313	0.001005732	0.003239751	"unknown"	"Golgi"	"Golgi"
"FLVC1_HUMAN"	"Q9Y5Y0"	"Feline leukemia virus subgroup C receptor-related protein 1"	1	1	0.28848785	0.206224161	0.081106075	0.15294588	0.217676346	0.053559688	0	0	"PM"	"PM"	"PM"
"FMR1_HUMAN"	"Q06787"	"Fragile X mental retardation 1 protein (multiple isoforms)"	1	1	0.224270065	0.135588066	0.115879162	0.150474034	0.242904025	0.130884648	0	0	"unknown"	"unknown"	"unknown"
"FNBP2_HUMAN"	"O75044"	"SLIT-ROBO Rho GTPase-activating protein 2"	1	1	0.328129718	0.242426557	0.065785801	0.174533199	0.119711866	0.036616236	0.018919208	0.013877416	"unknown"	"PM"	"PM"
"FPRP_HUMAN"	"Q9P2B2"	"Prostaglandin F2 receptor negative regulator"	6	6	0.321263055	0.195744423	0.105527933	0.135247716	0.140033182	0.041881655	0.011998822	0.048303215	"unknown"	"PM"	"PM"
"FRRS1_HUMAN"	"Q6ZNA5"	"Ferric-chelate reductase 1 (multiple isoforms)"	1	1	0.082447542	0.214790535	0.222013454	0.22981924	0.200835288	0.050093941	0	0	"unknown"	"Phenotype 3"	"unknown"
"FRYL_HUMAN"	"O94915"	"Protein furry homolog-like (multiple isoforms)"	2	2	0.115966683	0.125756331	0.090214063	0.095318025	0.147383216	0.132010671	0.184967667	0.108383343	"unknown"	"Mitochondrion"	"Mitochondrion"
"FSCN1_HUMAN"	"Q16658"	"Fascin"	2	2	0.147920147	0.134450989	0.050113947	0.084619483	0.07832746	0.026669251	0	0.477898722	"unknown"	"Phenotype 1"	"unknown"
"FSTL1_HUMAN"	"Q12841"	"Follistatin-related protein 1"	1	1	0.200405281	0.254851173	0	0.222751463	0.228988169	0.06599824	0	0.027005675	"unknown"	"PM"	"PM"
"FUBP2_HUMAN"	"Q92945"	"Far upstream element-binding protein 2 (multiple isoforms)"	1	1	0.292933612	0.130468145	0.142274161	0.149277893	0.175475878	0	0	0.109570311	"unknown"	"PM"	"PM"
"FUBP3_HUMAN"	"Q96I24"	"Far upstream element-binding protein 3 (multiple isoforms)"	1	1	0.216529926	0.187551418	0	0.176001406	0.143668787	0.152530783	0	0.123717679	"unknown"	"PM"	"PM"
"FUCO_HUMAN"	"P04066"	"Tissue alpha-L-fucosidase"	1	1	0.058174313	0.163623265	0.178115302	0.207951817	0.269870055	0.069004251	0	0.053260997	"unknown"	"unknown"	"unknown"
"FURIN_HUMAN"	"P09958"	"Furin"	1	1	0.180842412	0.247198424	0.139022732	0.214641493	0.191482717	0.026812223	0	0	"unknown"	"PM"	"PM"
