Accession,Description,Sum_PEP_Score,Coverage,#Peptides,#PSMs,#Protein_Unique_Peptides,#Unique_Peptides,#Protein_Groups,#AAs,MW_kDa,calc_pI,Checked,Protein_FDR_Confidence,Master,emPAI,Razor_Peptides,Score_Mascot,Coverage_Mascot,#Peptides_Mascot,#PSMs_Mascot,TMT126,127N,127C,128N,128C,129N,129C,130N,130C,131N,131C
P62906,60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2,179.9498087,53.91705069,13,190,13,13,1,217,24.816,9.94,FALSE,High,Master Protein,1164.914,0,2411.814652,53.91705069,13,190,1884.2,2487.9,3581.8,3767.5,5617.1,8834.2,8826.9,9634.8,9644.9,5291,1179.1
Q6P1N0,Coiled-coil and C2 domain-containing protein 1A OS=Homo sapiens OX=9606 GN=CC2D1A PE=1 SV=1,179.5303626,46.79284963,38,59,38,38,1,951,103.998,8.09,FALSE,High,Master Protein,6.574,0,999.7194371,46.79284963,38,59,972.4,999.4,1219.3,1239.8,1435.8,2347,2275.8,2520.4,3637,2555.3,676.7
Q96SN8,CDK5 regulatory subunit-associated protein 2 OS=Homo sapiens OX=9606 GN=CDK5RAP2 PE=1 SV=5,179.2578228,30.16376123,49,60,45,45,1,1893,214.905,5.58,FALSE,High,Master Protein,1.464,2,729.1790431,30.16376123,49,60,661.6,1405.1,1963.7,1735.9,1151.2,1711.8,1592.4,1511,1840.4,1352.6,609.9
O15294,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3,179.239719,45.21988528,38,66,38,38,1,1046,116.85,6.7,FALSE,High,Master Protein,8.583,0,769.5359993,45.21988528,38,66,1887.9,875.4,971.7,826,1009.1,1578.5,1443.2,1583.4,1604.4,1361.5,827.3
Q9Y277,Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1,179.1888414,62.19081272,13,104,12,12,1,283,30.639,8.66,FALSE,High,Master Protein,126.427,0,1571.758929,62.19081272,13,104,791.7,5185.2,9546.4,7619.1,1589.5,1107.4,675.3,539.9,542.8,541.8,357.4
Q9NX58,Cell growth-regulating nucleolar protein OS=Homo sapiens OX=9606 GN=LYAR PE=1 SV=2,179.1153259,59.10290237,20,53,20,20,1,379,43.588,9.54,FALSE,High,Master Protein,123.52,0,912.0907375,59.10290237,20,53,1980.2,507.3,640.8,719.1,1072.8,2003.4,2250,2422.5,2340.7,996.9,447.1
Q8TDD1,ATP-dependent RNA helicase DDX54 OS=Homo sapiens OX=9606 GN=DDX54 PE=1 SV=2,178.8820987,45.17593644,33,60,31,31,1,881,98.534,10.02,FALSE,High,Master Protein,6.705,1,1003.942133,45.17593644,33,60,3678.9,1046.4,956.9,896.6,967.7,1656.9,1653.4,1924.5,2741.5,1703.5,383.6
Q96EY7,Pentatricopeptide repeat domain-containing protein 3  mitochondrial OS=Homo sapiens OX=9606 GN=PTCD3 PE=1 SV=3,178.5351499,58.05515239,33,65,32,32,1,689,78.5,6.42,FALSE,High,Master Protein,12.594,0,913.2437075,58.05515239,33,65,531.5,3317.1,6019.7,4588.6,1089.6,850.1,553.2,473.7,507.9,701.7,385.2
Q96CW5,Gamma-tubulin complex component 3 OS=Homo sapiens OX=9606 GN=TUBGCP3 PE=1 SV=2,178.226595,43.32965821,33,58,32,32,1,907,103.506,8.12,FALSE,High,Master Protein,6.705,1,1030.477489,43.32965821,33,58,673.8,969.9,1183.4,1176.5,1535.2,2893.7,3193.1,3722.4,3856.1,1514.8,538.5
O43264,Centromere/kinetochore protein zw10 homolog OS=Homo sapiens OX=9606 GN=ZW10 PE=1 SV=3,177.8693484,50.44929397,32,59,31,31,1,779,88.773,6.27,FALSE,High,Master Protein,9.481,2,835.7715472,50.44929397,32,59,588.4,1097.3,1468.8,1733.9,2856.6,3566.9,2418.7,1661.4,1362.4,3389,1399.1
Q8N8S7,Protein enabled homolog OS=Homo sapiens OX=9606 GN=ENAH PE=1 SV=2,177.8547525,38.91708968,22,62,22,22,1,591,66.47,6.93,FALSE,High,Master Protein,51.481,0,1068.756179,38.91708968,22,62,589.2,1057.4,1253.1,1559.2,2879,2968.6,1778.4,1366,1466,3103.3,2706.7
Q9Y2L5,Trafficking protein particle complex subunit 8 OS=Homo sapiens OX=9606 GN=TRAPPC8 PE=1 SV=2,177.6381715,33.03135889,40,52,40,40,1,1435,160.896,6.87,FALSE,High,Master Protein,2.787,0,846.960586,33.03135889,40,52,373.9,658.2,865.9,946.4,1234,2146.2,1914.3,2068,2255.1,1577.8,369.3
O15067,Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4,177.5945242,36.24813154,32,54,32,32,1,1338,144.643,5.76,FALSE,High,Master Protein,3.799,0,1065.902644,36.24813154,32,54,299.4,547.8,630.5,707,790.3,992.4,714.9,972.8,823.2,1410.6,5662.1
P42695,Condensin-2 complex subunit D3 OS=Homo sapiens OX=9606 GN=NCAPD3 PE=1 SV=2,177.5635553,30.70761015,40,59,39,39,1,1498,168.783,7.5,FALSE,High,Master Protein,2.894,1,901.7484779,30.70761015,40,59,2558.6,995.6,1104.7,969.6,1128.5,1888.2,1823.1,1949.3,2081.5,1562.8,363
O14776,Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2,177.5089533,33.60655738,40,78,38,40,1,1098,123.823,8.65,FALSE,High,Master Protein,14.013,0,926.2704346,33.60655738,40,78,4165.2,1558.1,1577.3,1528.6,1786.6,3047.1,3339.6,3584.8,3948.1,1873.7,586.6
P42858,Huntingtin OS=Homo sapiens OX=9606 GN=HTT PE=1 SV=2,177.3291495,19.12794398,47,56,46,46,1,3142,347.383,6.2,FALSE,High,Master Protein,1.096,0,751.081954,19.12794398,47,56,495.3,697.1,841.2,887.1,1077.6,1536.9,1285.2,1550.9,1830.7,3515.3,1870.6
Q7Z2T5,TRMT1-like protein OS=Homo sapiens OX=9606 GN=TRMT1L PE=1 SV=2,177.1672878,59.61800819,33,55,33,33,1,733,81.695,7.88,FALSE,High,Master Protein,8.522,0,852.4819175,59.61800819,33,55,1227.8,510.5,559.2,595.8,729.6,1296.3,1366.5,1734.3,2455,3406.9,450
P22307,Non-specific lipid-transfer protein OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2,177.1381323,47.16636197,25,68,25,25,1,547,58.956,6.89,FALSE,High,Master Protein,22.52,0,1084.657762,47.16636197,25,68,513.5,2008.1,3615.2,4047.8,5494.7,5117.1,2176.9,771.5,472.8,508.9,521.5
Q9NUL3,Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=2,176.9048621,59.12280702,29,67,26,26,1,570,62.569,9.61,FALSE,High,Master Protein,21.855,0,847.0425,59.12280702,29,67,510.3,737.9,1072.9,1114.8,1265.4,2197.5,2256.6,2882,3122.6,1216.6,290.2
Q9NRZ9,Lymphoid-specific helicase OS=Homo sapiens OX=9606 GN=HELLS PE=1 SV=1,176.8763972,40.09546539,33,58,31,31,1,838,97.012,7.93,FALSE,High,Master Protein,6.705,0,984.2215502,40.09546539,33,58,2235.7,1046.5,1059.7,1019.5,1150.4,1925.9,1963.2,2122.6,2442,1449.2,417.2
Q6WKZ4,Rab11 family-interacting protein 1 OS=Homo sapiens OX=9606 GN=RAB11FIP1 PE=1 SV=3,176.6519693,34.84021824,33,49,32,32,1,1283,137.083,5.43,FALSE,High,Master Protein,4.52,1,783.5804793,34.84021824,33,49,493.9,1121.7,1342.7,1404.3,1604.7,2668.4,2309.5,1412.8,845.8,644.2,495.6
Q2NL82,Pre-rRNA-processing protein TSR1 homolog OS=Homo sapiens OX=9606 GN=TSR1 PE=1 SV=1,176.6495641,38.05970149,27,66,27,27,1,804,91.752,7.42,FALSE,High,Master Protein,14.283,0,1277.463545,38.05970149,27,66,552.8,610,686.9,761.1,915.7,1397.8,1504.7,1768.4,3255.7,5813.3,366.9
O75330,Hyaluronan mediated motility receptor OS=Homo sapiens OX=9606 GN=HMMR PE=1 SV=2,176.1186372,53.45303867,40,63,37,38,1,724,84.049,5.83,FALSE,High,Master Protein,7.508,1,621.6092438,53.45303867,40,63,1004.3,1235.7,1541.7,1619,2048.7,3304.7,3521.8,3398.1,3647,1995.4,705.3
P09622,Dihydrolipoyl dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2,175.6150942,44.99017682,21,98,21,21,1,509,54.143,7.85,FALSE,High,Master Protein,38.811,0,1692.013724,44.99017682,21,98,763.4,6574.3,12515.5,8852.6,1812.9,1199.5,770,651.7,816.7,738,419.6
P07339,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1,175.4600672,51.69902913,16,67,16,16,1,412,44.524,6.54,FALSE,High,Master Protein,73.057,0,1308.999434,51.69902913,16,67,424,1996.9,2547,4848.5,7904,5218.1,2282.5,988.9,811.1,769.5,678.8
Q8IUD2,ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens OX=9606 GN=ERC1 PE=1 SV=1,175.4095473,39.4265233,43,64,34,34,1,1116,128.008,5.97,FALSE,High,Master Protein,3.552,7,821.7763943,39.4265233,43,64,1210.2,1190.5,1320.6,1432,1655.9,2663.6,2691.1,2613.5,3038.3,2122.3,839.7
Q9UNF0,Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2,175.0085369,45.67901235,19,73,17,17,1,486,55.704,5.2,FALSE,High,Master Protein,63.223,0,1042.501651,45.67901235,19,73,640.6,1280.4,1590.3,1864.9,2885.3,3526.5,2792,2291.8,2013.1,1363,905.8
Q14141,Septin-6 OS=Homo sapiens OX=9606 GN=SEPT6 PE=1 SV=4,174.7441544,48.38709677,20,62,9,9,1,434,49.685,6.67,FALSE,High,Master Protein,57.78,11,910.678126,48.38709677,20,62,572.9,1090.7,1571.2,1760.5,2367.9,3472.2,3049.5,2377.2,1259.7,577.3,343
O60306,RNA helicase aquarius OS=Homo sapiens OX=9606 GN=AQR PE=1 SV=4,174.5760182,29.96632997,41,53,38,38,1,1485,171.186,6.37,FALSE,High,Master Protein,2.959,1,826.7779235,29.96632997,41,53,3327.2,1000,926.5,879.7,930.1,1541.1,1589,2090.2,3034.2,1903.2,493.7
Q9ULW0,Targeting protein for Xklp2 OS=Homo sapiens OX=9606 GN=TPX2 PE=1 SV=2,174.3150492,46.45247657,31,53,29,29,1,747,85.6,9.23,FALSE,High,Master Protein,10.743,1,837.7032617,46.45247657,31,53,6149,1571.9,1269,956.3,1023.5,1477.9,1389.6,1337.7,1569,884.9,265.4
Q9H9A5,CCR4-NOT transcription complex subunit 10 OS=Homo sapiens OX=9606 GN=CNOT10 PE=1 SV=1,174.2625836,43.01075269,28,61,27,27,1,744,82.257,7.78,FALSE,High,Master Protein,9,1,754.8824627,43.01075269,28,61,824.4,809.2,1080.6,1083.4,1571.2,3107.1,3406.5,3588.6,2885.8,973.3,321.2
Q9H223,EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1,174.1740527,63.40110906,30,61,22,23,1,541,61.137,6.76,FALSE,High,Master Protein,21.539,6,972.1533517,63.40110906,30,61,877.6,1257.7,1544.6,1744.5,2894,3591.8,2529.5,1523.9,1061.1,788,393.4
Q9NYV4,Cyclin-dependent kinase 12 OS=Homo sapiens OX=9606 GN=CDK12 PE=1 SV=2,174.164858,25.97315436,34,57,30,30,1,1490,164.054,9.44,FALSE,High,Master Protein,3.453,4,897.4626096,25.97315436,34,57,1485.4,816.7,1066.6,1123.7,1529.9,2867.5,3217.5,3675.5,3921.1,1896.2,385.5
O14646,Chromodomain-helicase-DNA-binding protein 1 OS=Homo sapiens OX=9606 GN=CHD1 PE=1 SV=2,174.1212515,27.60233918,46,63,33,33,1,1710,196.567,7.14,FALSE,High,Master Protein,2.23,9,796.6004922,27.60233918,46,63,4336,1453.8,1094,896.8,807.9,1088,888.6,1007.4,1258.9,2663.6,1933.9
Q8IX01,SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=2,174.0255211,40.66543438,34,55,34,34,1,1082,120.132,7.28,FALSE,High,Master Protein,5.218,0,779.0520656,40.66543438,34,55,4560.2,1292.3,1133.3,870.8,855.1,1445,1519.7,2003.9,2673.7,1546.5,554
Q08379,Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=3,173.8644888,42.11576846,33,52,33,33,1,1002,113.017,5.02,FALSE,High,Master Protein,4.466,0,722.0085638,42.11576846,33,52,635.2,1545.1,2627.2,2585.8,1535.3,1806.2,1363.1,1130.4,1122.2,862.1,570
P27448,MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens OX=9606 GN=MARK3 PE=1 SV=5,173.8012177,47.67596282,32,61,23,23,1,753,84.376,9.57,FALSE,High,Master Protein,10.029,8,809.6651987,47.67596282,32,61,792.7,1072.8,1331.5,1473,1915,2510.9,2295,2325.7,3429.8,2124.6,403.7
P61106,Ras-related protein Rab-14 OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=4,173.4984086,84.65116279,14,74,13,13,1,215,23.882,6.21,FALSE,High,Master Protein,340.455,0,1249.001183,84.65116279,14,74,291,1014.6,1483.5,1528.4,2412.5,3635.5,2869.5,2271.7,1896.2,811.5,598.1
Q96RL7,Vacuolar protein sorting-associated protein 13A OS=Homo sapiens OX=9606 GN=VPS13A PE=1 SV=2,173.4851006,17.39130435,49,61,48,49,1,3174,360.047,6.33,FALSE,High,Master Protein,1.072,0,672.8994639,17.39130435,49,61,745.7,1472,1982,1911.8,1729.9,1908.7,1340.8,1058,1242.1,1769,820.5
O60231,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=2,173.092671,41.01825168,40,62,38,38,1,1041,119.189,6.8,FALSE,High,Master Protein,6.574,1,1135.188728,41.01825168,40,62,1903.2,1047.6,1147.1,1090,1152.9,2019.7,2131.4,2779.9,3928.5,2718.3,666.9
Q14651,Plastin-1 OS=Homo sapiens OX=9606 GN=PLS1 PE=1 SV=2,173.0448121,52.78219396,28,56,23,23,1,629,70.209,5.41,FALSE,High,Master Protein,15.681,0,882.5563636,52.78219396,28,56,261.1,510.9,656.2,845.3,1913.6,2138.9,983.9,570.9,516.8,583.3,1856.6
P49815,Tuberin OS=Homo sapiens OX=9606 GN=TSC2 PE=1 SV=2,172.8673462,27.61483121,41,55,41,41,1,1807,200.481,7.31,FALSE,High,Master Protein,2.03,0,735.5672165,27.61483121,41,55,445.4,604.4,681,751.3,936.6,1410.7,1438.8,1685.2,2688.1,1785.6,464.3
Q8NFQ8,Torsin-1A-interacting protein 2 OS=Homo sapiens OX=9606 GN=TOR1AIP2 PE=1 SV=1,172.8606028,70.63829787,23,79,22,22,1,470,51.232,4.96,FALSE,High,Master Protein,21.758,0,783.2733333,70.63829787,23,79,375.1,860.3,1065,1486.4,2373.4,2516.2,1544.8,666.7,377.5,258.7,155.6
Q71RC2,La-related protein 4 OS=Homo sapiens OX=9606 GN=LARP4 PE=1 SV=3,172.784719,36.74033149,23,70,22,22,1,724,80.546,6.61,FALSE,High,Master Protein,20.102,0,894.4845455,36.74033149,23,70,519.3,1405.7,2132.3,2015.4,1540.3,2135.9,2088,2576.9,2811.4,1463.6,376.3
P05388,60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1,172.512602,55.52050473,17,194,5,17,1,317,34.252,5.97,FALSE,High,Master Protein,126.427,0,3221.386382,55.52050473,17,194,1291.4,2529.4,3465.7,3953.6,5410.3,9760.2,9786,10701.9,10428.8,4598.4,1069.3
Q86U86,Protein polybromo-1 OS=Homo sapiens OX=9606 GN=PBRM1 PE=1 SV=1,172.4685663,34.51746596,55,71,55,55,1,1689,192.825,6.89,FALSE,High,Master Protein,3.018,0,791.1062922,34.51746596,55,71,8107.8,2409.9,1730.9,1298.6,992.8,1057.3,856,620.7,729.6,772.8,337.5
Q12797,Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH PE=1 SV=3,172.3017132,42.87598945,27,75,26,27,1,758,85.809,5.01,FALSE,High,Master Protein,14.283,0,865.6905345,42.87598945,27,75,975.4,1293.6,1940.1,2471,3676,3752.1,1987,890,638.2,611.9,356.9
P61011,Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54 PE=1 SV=1,171.9515251,58.33333333,27,70,27,27,1,504,55.668,8.75,FALSE,High,Master Protein,18.829,0,1002.815565,58.33333333,27,70,959.5,1307.4,1840.9,2057.3,3307.8,3833.3,2584,2005.3,1695.4,3259.1,860.7
Q8WU90,Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,171.9121658,63.14553991,33,73,33,33,1,426,48.573,5.31,FALSE,High,Master Protein,45.416,0,972.0195317,63.14553991,33,73,869.4,1462.6,2150.8,2399.4,3406.9,5730.7,6056.9,6804.1,5518.6,1665.7,797.9
Q9BVJ6,U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1,171.8041413,53.17769131,34,56,24,24,1,771,87.924,7.87,FALSE,High,Master Protein,8.067,8,849.5171382,53.17769131,34,56,5067.8,1145.1,895.1,752.3,949.2,1417.4,1481.6,1848.7,2717.2,2481.4,477
Q01780,Exosome component 10 OS=Homo sapiens OX=9606 GN=EXOSC10 PE=1 SV=2,171.7756102,46.10169492,37,59,37,37,1,885,100.768,8.46,FALSE,High,Master Protein,6.197,0,759.844615,46.10169492,37,59,3581.6,1034.3,1006.6,856.7,886.2,1348.4,1331.7,1880.4,4142.7,3463.9,639.9
Q9BXS5,AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=3,171.5944309,62.64775414,23,65,18,23,1,423,48.556,7.3,FALSE,High,Master Protein,40.753,0,960.3694328,62.64775414,23,65,614.7,1216.8,1406.4,1653.2,2034.5,3508.9,3623.9,4220.7,3863.2,2542,1257.3
Q9BZZ5,Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3,170.6752004,51.52671756,24,61,24,24,1,524,58.968,7.34,FALSE,High,Master Protein,12.895,0,1238.11,51.52671756,24,61,4173,1307.3,1013.6,806.9,921.4,1550.3,1672.9,2686.6,3533.4,1711.9,794.4
Q14254,Flotillin-2 OS=Homo sapiens OX=9606 GN=FLOT2 PE=1 SV=2,170.6681479,64.48598131,25,60,25,25,1,428,47.035,5.25,FALSE,High,Master Protein,19.092,0,1199.851184,64.48598131,25,60,504.5,1669.2,2550.5,3210.9,4224.1,3119.1,1475.3,755.3,620.7,659.9,499.4
Q13308,Inactive tyrosine-protein kinase 7 OS=Homo sapiens OX=9606 GN=PTK7 PE=1 SV=2,170.585061,44.39252336,38,55,38,38,1,1070,118.317,7.09,FALSE,High,Master Protein,4.829,0,846.7281818,44.39252336,38,55,411.9,1517.9,2182.6,2425.2,2884.3,2647.2,1463.7,750.5,646,490.2,383.5
Q9Y4W6,AFG3-like protein 2 OS=Homo sapiens OX=9606 GN=AFG3L2 PE=1 SV=2,170.535974,47.30238394,39,62,38,38,1,797,88.528,8.66,FALSE,High,Master Protein,8.183,0,950.7779972,47.30238394,39,62,635.1,4061.7,7722.3,5446.9,1109.2,818.1,554,505.2,588.1,526.6,312
P08559,Pyruvate dehydrogenase E1 component subunit alpha  somatic form  mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3,170.4796145,63.33333333,22,57,18,22,1,390,43.268,8.06,FALSE,High,Master Protein,32,0,1033.014595,63.33333333,22,57,264.9,2345.7,5458.9,3324.6,760.6,503.5,340.8,284.5,341.3,436.8,281.9
Q9UBB9,Tuftelin-interacting protein 11 OS=Homo sapiens OX=9606 GN=TFIP11 PE=1 SV=1,170.1371046,54.95818399,40,66,39,39,1,837,96.758,5.67,FALSE,High,Master Protein,7.599,1,677.089305,54.95818399,40,66,2128.1,881.4,828.9,786.5,832.6,1373.8,1418.3,1805.4,2615,2427.3,660.5
Q0VDF9,Heat shock 70 kDa protein 14 OS=Homo sapiens OX=9606 GN=HSPA14 PE=1 SV=1,170.1003846,62.08251473,27,66,26,26,1,509,54.76,5.59,FALSE,High,Master Protein,28.427,0,1006.383684,62.08251473,27,66,855.3,871,1071.5,1070.5,1553.1,3192.1,3487,4281,3478.2,1649.9,806.3
O00178,GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3,169.9073317,48.87892377,23,45,23,23,1,669,72.408,8.34,FALSE,High,Master Protein,11.328,0,1031.964706,48.87892377,23,45,513.9,536.4,784.3,791.4,1087,1878,1950,2370.2,3515.1,2474.3,596.7
Q9BQS8,FYVE and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FYCO1 PE=1 SV=3,169.8091792,31.93504736,39,55,37,37,1,1478,166.879,4.92,FALSE,High,Master Protein,1.775,0,844.4478294,31.93504736,39,55,713.7,782,968.9,1461.7,2456.8,2518.1,1571.8,1080.8,1018.3,819,741.6
Q9UPQ9,Trinucleotide repeat-containing gene 6B protein OS=Homo sapiens OX=9606 GN=TNRC6B PE=1 SV=4,169.801398,31.09656301,37,68,37,37,1,1833,193.883,6.76,FALSE,High,Master Protein,2.336,0,709.57,31.09656301,37,68,293.1,483.4,594.6,623.2,739.6,1284.1,1304.8,1453.9,1513.5,808.9,341.2
P52789,Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=2,169.72802,45.47437296,35,49,30,31,1,917,102.313,6.05,FALSE,High,Master Protein,6.378,0,849.7156446,45.47437296,35,49,423.6,719.4,815.3,857.4,847.5,1291.2,1168.5,1123.5,1291.6,2194.6,2697.9
Q99959,Plakophilin-2 OS=Homo sapiens OX=9606 GN=PKP2 PE=1 SV=2,169.7061216,40.40862656,32,64,31,31,1,881,97.355,9.33,FALSE,High,Master Protein,4.968,1,933.8470331,40.40862656,32,64,540.3,2221.8,2690.6,2574.7,2657.5,2395.6,1359.2,830.3,902.8,756,488.4
Q9ULT8,E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens OX=9606 GN=HECTD1 PE=1 SV=3,169.6227578,18.96551724,44,56,43,43,1,2610,289.203,5.35,FALSE,High,Master Protein,1.278,0,690.8645989,18.96551724,44,56,446.2,714.9,1026.6,955.1,1011,1388.3,1154.9,1284.2,1380.4,5275.8,2816.9
O43896,Kinesin-like protein KIF1C OS=Homo sapiens OX=9606 GN=KIF1C PE=1 SV=3,169.600019,41.52311877,38,57,28,28,1,1103,122.87,6.9,FALSE,High,Master Protein,3.996,2,674.9336661,41.52311877,38,57,463.2,532.3,715.3,706.6,806.8,1405.9,1322.9,1742,2727.9,1836.8,402.1
Q7Z5L9,Interferon regulatory factor 2-binding protein 2 OS=Homo sapiens OX=9606 GN=IRF2BP2 PE=1 SV=2,169.5800793,52.64054514,19,50,16,16,1,587,60.987,8.69,FALSE,High,Master Protein,10.498,2,711.6367742,52.64054514,19,50,632.9,623.4,587.8,568.2,576.9,1113,1182,1197.6,1102.4,634.8,312.9
Q14185,Dedicator of cytokinesis protein 1 OS=Homo sapiens OX=9606 GN=DOCK1 PE=1 SV=2,169.4806916,29.38337802,51,65,46,48,1,1865,215.209,7.56,FALSE,High,Master Protein,2.102,1,667.6479487,29.38337802,51,65,945.6,1433.8,1787.8,1920.4,2152.1,2786.1,2415.5,2409.3,2115.1,1164.4,697.9
Q8NBS9,Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,169.4754506,64.58333333,22,70,21,21,1,432,47.599,5.97,FALSE,High,Master Protein,26.826,0,1445.863077,64.58333333,22,70,381.7,1748.2,2716.2,3808.1,6368.1,5939.4,3007,1210,668.3,794,1217.9
Q13136,Liprin-alpha-1 OS=Homo sapiens OX=9606 GN=PPFIA1 PE=1 SV=1,169.3836292,38.1031614,43,75,27,35,1,1202,135.695,6.29,FALSE,High,Master Protein,3.732,7,559.9921722,38.1031614,43,75,869.9,1619.1,1971.1,2137.2,2272.2,2382.3,1828.2,1792.6,2424.5,1942.1,693.9
P08237,ATP-dependent 6-phosphofructokinase  muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=2,169.1789047,50.51282051,30,58,27,27,1,780,85.128,7.99,FALSE,High,Master Protein,8.027,1,904.4601823,50.51282051,30,58,982.8,671,778.3,753.8,881.4,1295.8,1193.3,1346.6,1698.7,4368.2,1034.2
Q92615,La-related protein 4B OS=Homo sapiens OX=9606 GN=LARP4B PE=1 SV=3,169.0426085,47.42547425,29,66,27,27,1,738,80.503,6.92,FALSE,High,Master Protein,11.519,1,1093.591408,47.42547425,29,66,535.1,902.9,1240.6,1324,1872.6,3192.7,3403.3,4647.6,4728.8,2317.3,462
P62191,26S proteasome regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMC1 PE=1 SV=1,168.9059809,69.09090909,28,68,27,27,1,440,49.154,6.21,FALSE,High,Master Protein,42.94,0,1222.790638,69.09090909,28,68,438.6,853.6,1006.2,1053.5,1088.5,1442.1,1241.7,1870.8,3316.9,14249.6,1219.6
P33981,Dual specificity protein kinase TTK OS=Homo sapiens OX=9606 GN=TTK PE=1 SV=2,168.7663164,45.04084014,36,59,35,35,1,857,97.011,8.16,FALSE,High,Master Protein,7.733,1,883.2092059,45.04084014,36,59,1493.9,1445.4,1653.7,1700.2,2147.5,3384.8,3133.1,3004.9,3725.6,2263.8,661.9
O00139,Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3,168.6287649,57.79036827,34,67,30,30,1,706,79.905,6.68,FALSE,High,Master Protein,10.053,1,751.28161480000006,57.79036827,34,67,1615.7,1191.9,1363.1,1223.6,1324.5,1985.1,1903.4,2202,3217.4,2427.1,585.9
O43815,Striatin OS=Homo sapiens OX=9606 GN=STRN PE=1 SV=4,168.3887778,52.69230769,33,48,31,31,1,780,86.079,5.27,FALSE,High,Master Protein,8.467,2,897.9546213,52.69230769,33,48,329.1,921.9,1105.5,1415.3,1986.9,2443.8,1663.5,1064.3,888.7,1272.4,768.4
Q9UIQ6,Leucyl-cystinyl aminopeptidase OS=Homo sapiens OX=9606 GN=LNPEP PE=1 SV=3,168.2842171,29.56097561,26,58,25,25,1,1025,117.274,5.73,FALSE,High,Master Protein,4.68,0,1041.945455,29.56097561,26,58,426.3,856.9,1038,1361.2,2689.9,4199,3187.2,2096.6,1335.7,510.2,239.2
Q7Z2Z2,Elongation factor-like GTPase 1 OS=Homo sapiens OX=9606 GN=EFL1 PE=1 SV=2,168.2410227,37.5,32,52,31,31,1,1120,125.35,5.91,FALSE,High,Master Protein,4.412,0,852.7743543,37.5,32,52,248.5,545.3,616.2,707.5,770.7,1039.3,940.8,1074.2,3207.2,2952.1,450.3
Q8IU81,Interferon regulatory factor 2-binding protein 1 OS=Homo sapiens OX=9606 GN=IRF2BP1 PE=1 SV=1,168.1763662,54.62328767,23,48,23,23,1,584,61.649,8.18,FALSE,High,Master Protein,9.625,0,917.3038868,54.62328767,23,48,674.9,545.2,497.5,472.3,544.3,1059.4,1048.6,1108.9,1163.7,807,478
