IPI,UniProt,Name,Log[Intensity],NumPeptides,"Mito (Fr4)","ER (Fr11)","Golgi (Fr13)","ERGDV (Fr14)","EE (Fr16)","RE/TGN (Fr17)","PM (Fr19)","PS (Fr20)","Cyto (Fr30)",Nucleus
IPI00118875,P57776,"Elongation factor 1-delta ",4.05463204511367,4,,,,,,,,,0.04756345667826,
IPI00118892,Q61233,"L-plastin ",4.2829110164026,5,,,,,,,,,0.00031452681379,
IPI00118899,P57780,"Alpha-actinin 4 ",4.42216279402943,5,,,,,,,,,0.00370372945822,
IPI00118930,Q9DB05,"Alpha-soluble NSF attachment protein ",3.83303871976308,5,,,,0.04896881546558,,0.00160415092025,,,,
IPI00118963,Q9DB15,"60S ribosomal protein L12, mitochondrial precursor ",3.216510549,1,0.03611786342289,,,,,,,,,
IPI00118986,Q9DB20,"ATP synthase oligomycin sensitivity conferral protein, mitochondrial precursor ",4.577973154,5,0.01228537284576,,,,,,,,,
IPI00119004,Q9DB29,"hypothetical Esterase/acetylhydrolase structure",4.24558883066732,3,,,,,,,,,0.00050101311921,
IPI00119024,Q9DB37,"ADP-ribosylation-like factor 6 interacting protein 5, full insert sequence ",3.51537941737612,1,,0.00955879204966,,,,,,,,
IPI00119057,P20415,"Eukaryotic translation initiation factor 4E ",3.35108019743058,2,,,,,,0.0083952228738,0.00236945575565,,,
IPI00119111,Q99JN5,"calponin 3, acidic, full insert sequence ",3.11542467730365,1,,,,,,0.02132950504476,,,,
IPI00119112,P50516,"Vacuolar ATP synthase catalytic subunit A, ubiquitous isoform ",3.87285347047458,3,,,,,,0.01159904040175,0.01036795881309,,0.0122428462134,
IPI00119114,P51174,"Acyl-CoA dehydrogenase, long-chain specific, mitochondrial precursor ",4.262078603,5,0.11687261037192,,,,,,,,,
IPI00119138,Q9DB77,"Ubiquinol-cytochrome-c reductase complex core protein 2, mitochondrial precursor ",4.513116881,5,0.02723397046937,,,,,,,,,
IPI00119203,P50544,"Acyl-CoA dehydrogenase, very-long-chain specific, mitochondrial precursor ",4.087233795,5,0.01634209721194,,,,,,,,,
IPI00119219,O70503,"Putative steroid dehydrogenase KIK-I ",4.16233789226677,5,,0.0219865972633,,,,,,,,
IPI00119224,P62320,"Small nuclear ribonucleoprotein Sm D3 ",4.00137437412129,3,,,,,,0.00862901393924,,,,
IPI00119305,P50580,"Proliferation-associated protein 2G4 ",4.64771689129395,5,,0.00220418485827,,,,0.00073153486108,,,,
IPI00119470,Q8R230,"CDNA FLJ30055 FIS, CLONE ADRGL1000165, WEAKLY SIMILAR TO IMIDAZOLONEPROPIONASE (EC 3.5.2.7) homolog ",4.8534174665293,5,,0.04338566263273,,0.03291606013768,,,,,0.00013311312605,
IPI00119520,Q9DBB8,"DIMERIC DIHYDRODIOL DEHYDROGENASE, similar to",4.36950053611578,5,,,,,,,,,0.00029237966881,
IPI00119618,P35564,"Calnexin precursor ",4.6358212047261,5,,0,,,,,,,,26.2809442389994
IPI00119622,Q9DBE0,"Cysteine sulfinic acid decarboxylase ",4.64432981659656,5,,,,,,,,,0.00025996564598,
IPI00119667,P62631,"Elongation factor 1-alpha 2 ",5.49934638916447,5,,0.04156033803445,,0.0486634857385,,0.00178040071558,0.01737787903094,,,
IPI00119680,P35585,"Adaptor-related protein complex 1, mu 1 subunit ",4.76699143135596,5,,,,,,0.02619691800271,,,0.00439081054747,
IPI00119685,Q9DBG1,"Cytochrome P450 27, mitochondrial precursor ",4.377604031,5,0.02865688200783,,,,,,,,,
IPI00119688,Q9DBG2,"propionyl Coenzyme A carboxylase, beta polypeptide, full insert sequence ",3.46062672,1,0.14033491006485,,,,,,,,,
IPI00119689,Q9DBG3,"adaptor-related protein complex 2, beta 1 subunit, full insert sequence ",4.84626073478936,5,,,,,,,0.00732125072159,,,
IPI00119695,Q9DBG7,"Signal recognition particle receptor alpha subunit ",2.57802745328163,1,,,,,,,,,,2.85891779769519
IPI00119755,Q9DBI9,"nudix (nucleoside diphosphate linked moiety X)-type motif 7, full insert sequence ",4.1476769500948,3,0.07865971974769,,,,,0.00663338563129,,,0.00070880105636,
IPI00119766,O54909,"Cis-retinol androgen dehydrogenase 1 ",4.20487256583603,5,,0.01150743780486,,0.02476173356227,,0.00942644919858,,,0.0011427420806,
IPI00119806,Q8BJW6,"CDNA FLJ14450 FIS, CLONE HEMBB1001736, WEAKLY SIMILAR T ",3.71036180627066,5,,,,,0.02004737233761,0.01473991281879,,,,
IPI00119809,Q07797,"Mama protein ",3.45102122379709,1,,,,,,,,,,2.95768004186189
IPI00119818,Q9DBK8,"inter alpha-trypsin inhibitor, heavy chain 4, full insert sequence ",2.98879472615269,1,,,0.02970908564835,0.0046381226919,,,,,,
IPI00119842,Q9DBL1,"Acyl-CoA dehydrogenase, short/branched chain specific, mitochondrial precursor ",3.997744366,3,0.04561247126596,,,,,,,,,
IPI00119876,Q9JHU4,"Dynein heavy chain, cytosolic ",3.68457126002285,2,,,,,,0.00563843112853,,,,
IPI00119892,O54941,"BAF57 ",3.46084308893588,1,,,,,,,,,,2.78299918632099
IPI00119945,Q9CTG9,"Nit protein 2 ",4.39155461708752,5,,,,,,,,,0.002105650435,
IPI00120123,Q9DBT9,"Dimethylglycine dehydrogenase, mitochondrial precursor ",4.329729917,5,0.00949898898809,,,,,,,,,
IPI00120174,Q9DC54,"Mus musculus adult male lung cDNA, RIKEN full-length enriched library, clone:1200003D18 product:HT031 homolog ",3.774828781,2,,,,,,,,,,14.783830151679
IPI00120197,Q9DBW0,"kallikrein B, plasma 1, full insert sequence ",4.15382215947635,5,,0.00144415905702,,,,0.02494466928867,,,,
IPI00120199,Q9DC61,"Mitochondrial processing peptidase alpha subunit, mitochondrial precursor ",3.137711934,1,0.01354983129363,,,,,,,,,
IPI00120212,Q9DC69,"NADH-ubiquinone oxidoreductase 39 kDa subunit, mitochondrial precursor ",3.781570037,3,0.0307321845009,,,,,,,,,
IPI00120232,Q9DC70,"NADH-ubiquinone oxidoreductase 20 kDa subunit, mitochondrial precursor ",4.11655265,3,0.04935716730001,,,,,,,,,
IPI00120233,Q60759,"Glutaryl-CoA dehydrogenase, mitochondrial precursor ",4.20974933,5,0.03644475090987,,,,,,,,,
IPI00120264,Q60766,"LRG-47 ",3.51900391404075,3,,0.01208098582908,,0.01718456359462,,,,,,
IPI00120276,Q9CY58,"HYPOTHETICAL RNA BINDING PROTEIN RDA288 homolog ",4.0612136803801,5,,0.04428772419856,,,,0.00951609840578,,,,
IPI00120451,P12710,"Fatty acid-binding protein, liver ",6.26977999004787,5,,,,,,,,,0.00012563669297,
IPI00120457,Q920E5,"Farnesyl pyrophosphate synthase ",5.06623093832327,5,,,,,,,,,0.00030566901687,
IPI00120503,Q9JIF7,"Coatomer beta subunit ",4.34264722815061,5,,,0.01091457049502,,,,0.04738759252859,,,
IPI00120513,P61202,"COP9 signalosome complex subunit 2 ",3.76525064113779,3,,,,,,,,,0.00576745981309,
IPI00120691,Q9JIK5,"Nucleolar RNA helicase II ",2.644158584,5,,,,,,,,,,12.8442730834226
IPI00120714,Q9DCC7,"hypothetical Isochorismatase hydrolase family containing protein, full insert sequence ",3.84021448770632,2,0.14958680395089,,,,,,,,,
IPI00120716,P04901,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) beta subunit 1 ",4.00105086116362,5,,,,0.01587580174945,,0.00787124822955,,0.02117654509182,0.00088553205896,
IPI00120717,Q920L1,"Delta-5 desaturase ",3.16868720970948,1,,,,,,,,,,5.58262961175677
IPI00120719,P12787,"Cytochrome c oxidase polypeptide Va, mitochondrial precursor ",4.390489584,3,0.00437357622106,,,,,,,,,
IPI00120832,P04939,"Major urinary protein 3 precursor ",4.13467308659003,5,,0.02023848534759,,,,,,,,
IPI00120839,P27808,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase ",3.33888241923193,3,,,0.00015462910025,,,,,,,
IPI00120886,P27817,"Nuclease sensitive element binding protein 1 ",3.93157478932724,5,,0.01451939524109,,,,0.00295740821979,0.00997193942059,,,
IPI00121017,Q99PG0,"Arylacetamide deacetylase ",4.73828377748241,5,,0.00011371433712,,,,,,,,
IPI00121051,Q9DCM2,"glutathione S-transferase class kappa ",4.26392979,5,0.0159983225101,,,,,,,,,
IPI00121079,Q9DCN2,"NADH-CYTOCHROME B5 REDUCTASE ",4.736346263,5,,,,,,,,,,5.19327524636377
IPI00121105,Q61425,"Short chain 3-hydroxyacyl-CoA dehydrogenase, mitochondrial precursor ",4.313524851,5,0.0035984304063,,,,,,,,,
IPI00121110,Q9JIW9,"Ras-related protein Ral-B ",3.30826840810773,1,,,,,,0.00746055014266,,,,8.9845987685773
IPI00121126,XP_283478,"Haao protein, similar to",5.07096623704411,5,,,,,,,,,0.00043822813915,
IPI00121135,Q62093,"Splicing factor, arginine/serine-rich 2 ",3.73802983283336,3,,,,0.01502203493716,,0.01465456495469,,,,
IPI00121149,Q99PL5,"Ribosome-binding protein 1 ",4.178923632,5,,,,,,,,,,11.2612254779102
IPI00121178,Q9DCQ2,"hypothetical Aminoacyl-transfer RNA synthetases class-II containing protein, full insert sequence ",4.3296466734088,5,,0.02875332491908,,,,0.0203156317169,,,0.01309475791945,
IPI00121190,Q01279,"Epidermal growth factor receptor precursor ",4.56508789153186,5,,,,,,0.02117507124974,,,,
IPI00121209,Q00623,"Apolipoprotein A-I precursor ",5.2284979538964,5,,,0.04637074585958,0.01769573814277,,0.01125949731734,0.01025060211475,,0.00167268547689,
IPI00121267,Q8VC12,"Probable urocanate hydratase ",5.40769740945654,5,,,,,,,,,0.00582143637225,
IPI00121271,Q9DCS2,"hypothetical S-adenosyl-L-methionine-dependent methyltransferases structure containing protein, full i ",4.15686244506767,5,,,,,,,,,0.00168189926793,
IPI00121277,Q8VC15,"Phosphatidylinositol 4-kinase type II-like ",3.45791037881822,3,,,,,0.01539336096824,0.01584319896906,,,,
IPI00121280,Q80W21,"0610005A07Rik protein ",5.70997241075854,5,,,,,,,0.019379380566,,0.00022874719762,
IPI00121288,Q9DCS9,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10 ",3.896358335,1,0.03274453635181,,,,,,,,,
IPI00121309,Q9DCT2,"NADH-ubiquinone oxidoreductase 30 kDa subunit, mitochondrial precursor ",3.936554082,2,0.02348541592072,,,,,,,,,
IPI00121319,Q9DCT8,"Cysteine-rich protein 2 ",3.76908766723649,1,,0.03383698610023,,,,,,,,
IPI00121322,Q9DCT9,"Electron transferring flavoprotein, dehydrogenase ",4.197688228,5,0.11601966651222,,,,,,,,,
IPI00121348,Q8VBT2,"Serine dehydratase ",4.40586702752828,5,,,,,,,0.02453778064421,,0.0012574396335,
IPI00121365,Q9DCU9,"hypothetical Aminoacyl-transfer RNA synthetases class-II/Dihydrodipicolinate synthetase containing pro ",3.783436108,3,0.00934648701385,,,,,,,,,
IPI00121387,P21278,"Guanine nucleotide-binding protein, alpha-11 subunit ",3.6420219201657,1,,0.02943225775204,,0.02237954451382,,,,,,
IPI00121434,Q8VC52,"RIKEN cDNA 2400008B06 ",3.48689553749167,1,,,,,,,,,,2.88910431675143
IPI00121440,Q9DCW4,"Etfb protein ",4.604175248,5,0.00394109333491,,,,,,,,,
IPI00121471,Q60854,"Placental thrombin inhibitor ",3.49396976341898,4,,,,,,,,,0.00210964806575,
IPI00121493,Q8VBW8,"CDNA sequence BC021608 ",4.61085164972116,5,,,,,,0.04144215005341,,,0.01319566632476,
IPI00121498,Q9DCX8,"hypothetical Nitroreductase family containing protein, full insert sequence ",3.81131126813283,3,,,,,,,0.0026348858995,,,
IPI00121514,Q60864,"stress-induced phosphoprotein 1 ",4.97725850407894,5,,,,,,,,0.02223966711335,0.0003399149852,
IPI00121515,Q60865,"Cytoplasmic activation/proliferation-associated protein 1 ",4.33182962638594,5,,0.03665236576676,,0.0496502048556,,0.00745446403938,,,,
IPI00121517,Q60866,"Phosphotriesterase related protein ",3.85685600881384,3,,,,,,,,,0.0006175464348,
IPI00121522,Q9DCY0,"HP33 PROTEIN, similar to",3.975602493,1,0.00424018526148,,,,,,,,,
IPI00121531,Q8VC77,"Akr1c20 protein ",4.68085093690789,5,,,,,,,0.00028491756873,,0.00018718472694,
IPI00121534,P00920,"Carbonic anhydrase 2 ",3.78861055601453,2,,,,,,,,,0.00035172401609,
IPI00121596,Q8BRZ5,"Pre-mRNA processing 8 protein ",2.397189145,5,,,,,,,,,,17.705388847152
IPI00121623,Q15701,"Dynein light chain 1, cytoplasmic ",4.33897609853259,1,,0.02984405771971,,0.03672659763573,,,,,,
IPI00121627,Q8VEJ6,"Clptm1 protein ",3.88246828119146,2,,,,0.01410512612601,,,,,,
IPI00121639,Q8VC97,"Ureidopropionase, beta ",3.60685006711143,1,,,,,,,,,0.00105030820653,
IPI00121736,P12815,"Programmed cell death protein 6 ",4.04054232027114,2,,,,,,,,,0.00044866977152,
IPI00121788,P35700,"Peroxiredoxin 1 ",5.88206179103796,5,,0.01592748806833,,,,0.00967248350057,,,,
IPI00121833,Q921H8,"acetyl-Coenzyme A acyltransferase 1 ",4.44947800266653,5,0.06462699542448,,,,,0.03129746249825,,,,
IPI00121962,Q8VCB3,"Glycogen synthase 2 ",5.07514237887036,5,,,,,,,,0.04235883057784,,
IPI00122011,Q8BXJ0,"Splicing factor 3b, subunit 3, 130kDa ",2.7244415681145,4,,,,,,,,,,2.44343452616496
IPI00122122,Q8VCG4,"Complement component C8 gamma chain precursor ",3.54199848653786,1,,,,,,0.00270271802053,,,,
IPI00122139,Q8VCH0,"3-ketoacyl-CoA thiolase B ",4.51921740274765,5,0.08793176103773,,,,,0.0255960617188,,,,
IPI00122234,Q9JK38,"Glucosamine 6-phosphate N-acetyltransferase ",4.89964804781974,2,,,,,,,,0.03649743468515,1.93012509920811E-05,
IPI00122285,Q921V5,"Mannoside acetylglucosaminyltransferase 2 ",3.44200675259792,2,,,0.00455669324604,0.01709578547939,,,,,,
IPI00122312,Q91ZP0,"Fibrinogen, gamma polypeptide ",4.54481032170988,5,,0.02512791808905,,,,,,,,
IPI00122337,Q8VCN3,"RIKEN cDNA 0610033E06 ",5.18137210733051,5,,,,,,0.01636619590842,0.04615830013834,,,
IPI00122344,Q8VCN5,"Cystathionine gamma-lyase ",5.35977950090477,5,0.10430040863502,,,,,0.02028476103459,0.00028795044268,,0.00184881715444,
IPI00122350,Q62189,"U1 small nuclear ribonucleoprotein A ",3.03178323630286,4,,,,,,,,,,5.5408120389283
IPI00122353,O08795,"Glucosidase II beta subunit precursor ",4.34400239034318,5,,0.0255837912376,,,,,,,,
IPI00122399,Q61543,"Golgi apparatus protein 1 precursor ",3.41222951365106,2,,,0.04249794948142,,,,,,,
IPI00122413,P51410,"60S ribosomal protein L9 ",4.34372659717919,5,,0.00511245159252,,0.02630794066382,,0.01097123011105,0.02616693230879,,,
IPI00122421,P61358,"ribosomal protein L27 ",4.41967231988056,4,,0.01355399980946,,,,0.01285422102613,,,,
IPI00122426,P14118,"60S ribosomal protein L19 ",4.32583102793829,5,,,0.0190054208663,,,,,,0.00374585066742,
IPI00122429,Q00724,"Plasma retinol-binding protein precursor ",4.01004011829688,2,,,,,,0.0034287013806,,,,
IPI00122450,Q8VCQ8,"Caldesmon 1 ",3.65028347928942,1,,,,,,,,,,7.9953362255809
IPI00122464,Q8VCR2,"Alcohol dehydrogenase PAN1B-like ",4.38548473900187,5,,0.0074144207953,,0.00415737859266,0.03476077266177,0.02016892533469,4.73859053441199E-05,,,
IPI00122547,Q60930,"Voltage-dependent anion-selective channel protein 2 ",3.732695468,3,0.00297544443197,,,,,,,,,
IPI00122548,Q60931,"Voltage-dependent anion-selective channel protein 3 ",3.98676015189278,4,0.00749278830768,,,,,0.00507183769457,,,,
IPI00122554,Q60936,"Chaperone-activity of bc1 complex-like, mitochondrial precursor ",3.57433043238246,2,0.06841197161014,,,0.02945164824528,,,0.00429596705363,,,
IPI00122557,Q8VCU1,"Esterase 31-like ",5.41544537759611,5,,0.01998126471721,,,,,,,,
IPI00122565,Q61598,"Rab GDP dissociation inhibitor beta-2 ",5.01843065480803,5,,,,,,,,,0.00011467326424,
IPI00122633,Q8VCW8,"CDNA sequence BC018371 ",4.341590395,5,0.01344684809533,,,,,,,,,
IPI00122657,Q8VCX1,"Aldo-keto reductase family 1, member D1 ",4.14198981271378,5,,,,,,,,,0.00014906450797,
IPI00122670,Q8VD78,"RIKEN cDNA 2410004H02 ",3.98943329538149,5,,,,,,,,,0.01987682035523,
IPI00122698,Q60973,"Histone acetyltransferase type B subunit 2 ",4.19222004021877,3,,,,,,,,,,7.63414602662003
IPI00122711,Q8K3M0,"Cis-retinol/3alpha hydroxysterol short-chain dehydrogenase-like ",4.20840437484612,4,,,,0.04159455496932,0.03158961199657,0.00808529255519,0.00108085148455,,0.0011427420806,
IPI00122740,Q922B1,"Protein LRP16 ",4.130857131,2,0.01336186722245,,,,,,,,,
IPI00122743,Q922B2,"Aspartyl-tRNA synthetase ",4.09124250690683,5,,,,,,,,0.04962685297342,,
IPI00122818,Q60991,"Cytochrome P450 7B1 ",4.12275270531717,5,,0.00166171698009,,,,,,,,
IPI00122862,Q922D8,"C1-tetrahydrofolate synthase ",5.2231231043136,5,0.0314834801735,,,,,0.00826564286748,0.00759885322034,,0.00608323153246,
IPI00122928,Q9CUN8,"RIKEN cDNA 2310057H16 ",5.34742321930659,5,,,,,,,,,0.00124106396313,
IPI00122977,P97290,"Plasma protease C1 inhibitor precursor ",3.38144355805084,4,,,,0.00130281990798,,,,,,
IPI00122989,XP_125952,"methionine-tRNA synthetase, similar to",3.76645544533647,5,,,,,,,,,0.00348021851835,
IPI00123007,P12947,"60S ribosomal protein L31 ",4.52440525016498,5,0.05795216518831,0.01478952984144,,,,0.01062683158596,0.03560119366482,,,
IPI00123037,Q8K144,"Ptbp1 protein ",3.964122763,5,,,,,,,,,,4.26770979721379
IPI00123129,Q78PY7,"staphylococcal nuclease domain containing 1, full insert sequence ",4.65134611840146,5,,0.01001895505018,,0.01419178788001,,,,,,
IPI00123181,Q6KAN6,"Nonmuscle heavy chain myosin II-A ",4.08840922586205,5,,,,,,0.02695027322401,,,,
IPI00123199,P28656,"Nucleosome assembly protein 1-like 1 ",3.85427603453615,2,,,,,,,,,0.00520081020637,
IPI00123276,Q922Q1,"RIKEN cDNA 2810484M10 ",4.31045636,5,0.02016534207648,,,,,,,,,
IPI00123278,Q922Q4,"Pyrroline-5-carboxylate reductase family, member 2 ",2.91355646382261,4,,,,,,,,,,3.31830261417534
IPI00123281,Q922Q8,"Expressed sequence AA959742 ",3.884613888,5,0.02005728982227,,,,,,,,,
IPI00123313,Q02053,"Ubiquitin-activating enzyme E1 1 ",4.80442567893881,5,,,,,,,,,0.00126861989068,
IPI00123349,Q01405,"Protein transport protein Sec23A ",5.07618859579643,5,,,,0.02438948679357,,,,,,
IPI00123379,Q8VDJ3,"Vigilin ",4.195093260163,5,,,,,0.02510805538815,,,,,
IPI00123390,Q91WC3,"Long-chain-fatty-acid--CoA ligase 6 ",4.402729305,2,0.0332646431603,,,,,,,,,
IPI00123539,Q8VDN3,"1110004P15Rik protein ",2.80461945106084,5,,,,,,,,,,2.564937623854
IPI00123619,Q91W87,"Cytochrome P450, family 2, subfamily d, polypeptide 22 ",4.58932668852908,5,,0.00389546143763,,,,,,,,
IPI00123755,Q61686,"Chromobox protein homolog 5 ",3.688612147,1,,,,,,,,,,10.7833983507762
IPI00123878,Q8VDW0,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 39 ",3.637789241,4,,,,,,,,,,15.4512290516106
IPI00123924,Q00897,"Alpha-1-antitrypsin 1-4 precursor ",4.96818211671321,5,,0.04111474003198,,0.0078483099242,,,0.03652106959069,,0.00373991733818,
IPI00123927,Q00898,"Alpha-1-antitrypsin 1-5 precursor ",5.07786974732374,5,,0.00325348718871,,0.00836690026581,,,0.02170392073929,,0.00047585548524,
IPI00123964,P20852,"Cytochrome P450 2A5 ",4.32205779821791,5,,0.0154428089575,,,,0.01253685066671,0.04766691219669,,,
IPI00124181,P97364,"Selenide,water dikinase 2 ",4.2181332125607,5,,,,,0.04265204515547,0.00534823270167,,,0.00310499235054,
IPI00124223,P97371,"Proteasome activator complex subunit 1 ",4.947807027,5,0.07409755316006,,,,,,,,,
IPI00124225,P97372,"Proteasome activator complex subunit 2 ",4.3717634161615,5,,,,,,,,0.03094779202641,0.01841832274552,
IPI00124281,P46735,"myosin IB ",3.64658803971227,5,,0.00545013969078,,,,,,,,
IPI00124282,P05810,"Ras-related protein Ral-A ",3.56390431016187,2,,,,,,0.00746055014266,,,,8.9845987685773
IPI00124287,P29341,"Polyadenylate-binding protein 1 ",4.7416205767194,5,,0.03545883999351,,0.01934443874144,,0.0069075195022,,,0.00029112208952,
IPI00124291,P97390,"Vacuolar protein sorting-associated protein 45 ",3.78662153980838,3,,,,,,0.01666542085524,,,,
IPI00124372,Q9CRH9,"4-trimethylaminobutyraldehyde dehydrogenase ",4.76015170122769,5,,,,,,,,0.04226659719175,0.0005535834825,
IPI00124499,Q8K2E4,"BC031593 protein ",4.30714441461664,4,,,,,,0.02979623165191,,,,3.89535619065537
IPI00124593,Q93068,"Ubiquitin-like protein SMT3C precursor ",3.602088151,2,,,,,,,,,,11.2127590771897
IPI00124692,Q93092,"Transaldolase ",4.37162173643265,5,,,,,,,,,0.00137673687749,
IPI00124698,Q8VEK0,"RIKEN cDNA 2010200I23 ",3.75297533067888,2,,,0.03815282831079,,,,,,,
IPI00124700,Q62351,"Transferrin receptor protein 1 ",3.53319799118802,5,,,,,0.01351031428162,,,,,
IPI00124709,Q6ZWY3,"inferred: ribosomal protein S27 ",4.56944760707291,3,,,0.0022192305795,,0.03174974339628,,,,,
IPI00124769,Q62376,"U1 small nuclear ribonucleoprotein 70 kDa ",3.949786676,1,,,,,,,,,,42.7107055949881
IPI00124771,Q8VEM8,"Phosphate carrier protein, mitochondrial precursor ",4.31075381,3,0.03118139788011,,,,,,,,,
IPI00124790,Q9JM62,"Polyposis locus protein 1-like 1 ",4.57953580089364,3,,0.00785352482601,,,,,,,,
IPI00124829,Q9JM76,"actin related protein 2/3 complex, subunit 3 ",3.8878883048027,4,,0.03425777577296,,,,0.01716410917773,0.00455627605744,,,
IPI00124900,Q9JLZ3,"Methylglutaconyl-CoA hydratase, mitochondrial precursor ",3.73253080338222,5,0.14253651520503,,,,,,,,,
IPI00125035,Q9WUR9,"Adenylate kinase isoenzyme 4, mitochondrial ",4.82217304932688,1,,,,,,0.03445343856456,0.03729139177857,,0.0095128230233,
IPI00125076,P51658,"Estradiol 17-beta-dehydrogenase 2 ",4.3227294390049,5,,0.00266407198652,,,,,,,,
IPI00125091,Q61792,"LIM and SH3 domain protein 1 ",4.37334593091921,5,,0.04710928388526,,,,0.00305696064535,0.00796488871401,,0.00180427440826,
IPI00125180,Q8CC88,"hypothetical P-loop containing nucleotide triphosphate hydrolases structure containing protein, full in ",3.667914756,1,0.00924431670924,,,,,,,,,
IPI00125267,Q9WV55,"Vesicle-associated membrane protein-associated protein A ",3.94178374762375,5,,0.0423937983545,,,,,,,,4.44211353469582
IPI00125325,Q9WV68,"Peroxisomal D2,D4-dienoyl-CoA reductase ",3.9180495888949,2,,,,,,0.0063949421947,,,,
IPI00125340,Q9JMA7,"Cytochrome P450 3A41 ",4.71679294722343,5,,,,,,,,0.04383035745974,,
IPI00125441,Q9WV80,"Sorting nexin 1 ",3.89432735162867,3,,,,0.04924996638833,,,0.00161155386394,,0.00818500931631,
IPI00125460,P97450,"ATP synthase coupling factor 6, mitochondrial precursor ",3.976983354,1,0.05106486969445,,,,,,,,,
IPI00125514,Q9WUZ9,"Ectonucleoside triphosphate diphosphohydrolase 5 precursor ",4.09061065987794,5,,0.00825664561795,,,,,,,,
IPI00125515,Q9JMD3,"PCTP-like protein ",4.2573367876748,5,,,,,,,,0.02807720726714,0.00106791484131,
IPI00125521,P97461,"40S ribosomal protein S5 ",4.44620313739531,5,,,,,0.04887547810008,,,,,
IPI00125592,P97478,"Ubiquinone biosynthesis protein COQ7 homolog ",3.663252049,1,0.01817705595309,,,,,,,,,
IPI00125658,P97494,"glutamate-cysteine ligase, catalytic subunit ",4.41186197033886,5,,,,,,,,,0.00039879591434,
IPI00125806,Q9WVB0,"RNA-binding protein with multiple splicing ",3.48689553749167,1,,,,,,,,,,2.88910431675143
IPI00125813,P28843,"Dipeptidyl peptidase IV ",4.22082391186227,5,,0.03410670068478,,0.02771608940436,,0.00146793563074,,,,
IPI00125853,Q9WVD5,"Mitochondrial ornithine transporter 1 ",3.808215616,1,0.04118111718884,,,,,,,,,
IPI00125899,Q02248,"Beta-catenin ",3.531699151,4,0.06897929063541,,,,,,,,,
IPI00125901,P62301,"ribosomal protein S13 ",4.63692210504234,5,,0.01048869056044,,,0.03714879077245,,,,,
IPI00125923,Q62422,"Osteoclast stimulating factor 1 ",3.62760914970975,2,,,,,,,,,0.00053041905368,
IPI00125929,Q62425,"NADH-ubiquinone oxidoreductase MLRQ subunit ",4.204618647,4,0.00439272537279,,,,,,,,,
IPI00125971,P62334,"26S protease regulatory subunit S10B ",4.51665359060227,5,,,,,,,,,0.00474563165142,
IPI00126000,Q62446,"FK506-binding protein 3 ",3.67680633374006,3,,,,,,0.01168910270415,,,,
IPI00126010,Q8BNL2,"laminin receptor 1 ",5.23049609709061,5,,0.03071492370305,,0.01826662344509,,0.00896077121272,,,,
IPI00126042,Q91V41,"Ras-related protein Rab-14 ",4.62658264023759,5,,0.00523317816647,,,,0.00177249463291,0.01127200584665,,,
IPI00126050,Q9WVJ3,"Aminopeptidase ",3.762272854,5,0.01399015715722,,,,,,,,,
IPI00126072,Q62465,"Vesicle amine transport protein 1 homolog ",3.7494076453393,2,,,,,,,0.02134700953911,,0.04737766208631,
IPI00126077,Q62469,"Integrin alpha-2 precursor ",3.51370776319042,2,,,,,,,,,,2.75615289109916
IPI00126083,Q9WVK4,"EH-domain containing protein 1 ",3.78561340322501,5,,0.03747319974285,,0.04182980584687,,0.02592472038701,,,,
IPI00126120,Q9WVL0,"Maleylacetoacetate isomerase ",5.51167207983209,5,0.12387799526929,,,,,,,,0.00052595897021,
IPI00126172,Q91V76,"RIKEN cDNA 4931406C07 ",4.86821253604493,3,,,,,,,,,0.0002591682928,
IPI00126184,P21614,"group specific component ",4.25567263540597,5,,0.02169840047523,,,,0.00085559710557,,,,
IPI00126185,Q9WVM8,"Kynurenine/alpha-aminoadipate aminotransferase mitochondrial precursor ",3.636327275,2,0.02399505069096,,,,,,,,,
IPI00126186,Q8C502,"Macrophage mannose receptor precursor ",4.13786743161426,5,,,,,,0.01622466012946,,,,
IPI00126203,Q924Y0,"Gamma-butyrobetaine dioxygenase ",3.85627410468844,5,,,,,,,0.00790768627182,,0.00298411850697,
IPI00126208,Q9CRZ2,"hemoglobin, beta adult major chain, full insert sequence ",6.18573569281203,5,,,,,,0.00230512127785,,,0.0001043312831,
IPI00126248,Q91V92,"ATP-citrate synthase ",4.89775169794054,5,,,,,,,0.02499739057917,,0.01912736629077,
IPI00126300,P14426,"H-2 class I histocompatibility antigen, D-K alpha chain precursor ",4.40451215942225,3,,0.01094421447561,,0.02982716506206,,,0.01112360582974,,,
IPI00126625,Q91VA0,"Medium-chain acyl-CoA synthetase ",4.209961048,5,0.02181510898602,,,,,,,,,
IPI00126635,Q91VA7,"Tumor-related protein ",3.341412747,1,0.04631410970022,,,,,,,,,
IPI00126680,Q61133,"glutathione S-transferase, theta 2, full insert sequence ",4.30789801866779,5,,,,,,,,,0.00030157202838,
IPI00126716,Q91VC3,"Probable ATP-dependent helicase DDX48 ",4.09715962663122,3,,,0.0025076781631,,,,,,,24.026309274029
