Accession,Description,Sum_PEP_Score,Coverage,#Peptides,#PSMs,#Protein_Unique_Peptides,#Unique_Peptides,#Protein_Groups,#AAs,MW_kDa,calc_pI,Checked,Protein_FDR_Confidence,Master,emPAI,Razor_Peptides,Score_Mascot,Coverage_Mascot,#Peptides_Mascot,#PSMs_Mascot,TMT126,127N,127C,128N,128C,129N,129C,130N,130C,131N,131C
Q15645,Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2,86.80034861,37.03703704,16,25,16,16,1,432,48.52,6.09,FALSE,High,Master Protein,8.12,0,462.2853046,37.03703704,16,25,574.5,817.8,844,1030.4,1134.7,1474.6,1368.2,1515.5,2092.7,2101,4755.4
Q8NFF5,FAD synthase OS=Homo sapiens OX=9606 GN=FLAD1 PE=1 SV=1,86.72659435,31.85689949,15,22,14,14,1,587,65.224,6.93,FALSE,High,Master Protein,2.875,0,505.2357087,31.85689949,15,22,269.1,2092.3,2034.7,1301,578.2,435.2,389.8,310.6,491.2,588.8,1580.3
Q96IZ0,PRKC apoptosis WT1 regulator protein OS=Homo sapiens OX=9606 GN=PAWR PE=1 SV=1,86.67518355,43.82352941,16,24,14,14,1,340,36.545,5.41,FALSE,High,Master Protein,24.119,0,391.8,43.82352941,16,24,431.1,417.2,401.5,504.8,554.4,582.7,514.7,501.3,549.7,440.5,975.7
Q9NYQ6,Cadherin EGF LAG seven-pass G-type receptor 1 OS=Homo sapiens OX=9606 GN=CELSR1 PE=1 SV=1,86.66312597,11.97743862,30,35,28,28,1,3014,329.278,5.92,FALSE,High,Master Protein,0.682,0,358.9350052,11.97743862,30,35,298,758.5,881.7,1274,1472,1371.1,1288.4,813.9,511.6,408.1,277
Q86UU1,Pleckstrin homology-like domain family B member 1 OS=Homo sapiens OX=9606 GN=PHLDB1 PE=1 SV=1,86.59657354,20.04357298,24,31,23,23,1,1377,151.068,8.63,FALSE,High,Master Protein,1.135,0,430.2566695,20.04357298,24,31,401.1,416.6,441.3,575.9,678,784.3,831.1,841.8,838.5,673.6,347.7
Q9HC36,rRNA methyltransferase 3  mitochondrial OS=Homo sapiens OX=9606 GN=MRM3 PE=1 SV=2,86.56027501,43.0952381,20,36,19,19,1,420,46.99,8.73,FALSE,High,Master Protein,13.454,0,404.0571305,43.0952381,20,36,694.1,6532.7,6188.3,3574.2,1338.2,813.8,789.8,765.9,869.4,781.2,556.6
Q9H857,5'-nucleotidase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NT5DC2 PE=1 SV=1,86.5510942,36.73076923,20,42,20,20,1,520,60.68,6.77,FALSE,High,Master Protein,7.058,0,479.6648683,36.73076923,20,42,465.1,5349.6,4890.8,2844,1066.1,739.2,713.3,798.4,775.1,606.9,473
Q8IYU8,Calcium uptake protein 2  mitochondrial OS=Homo sapiens OX=9606 GN=MICU2 PE=1 SV=2,86.53006967,33.640553,11,16,11,11,1,434,49.634,9.09,FALSE,High,Master Protein,3.962,0,523.58,33.640553,11,16,284.2,3408,3174.7,1879.1,721.5,434.2,439.6,448.7,467.6,364.2,271.7
Q8TAA9,Vang-like protein 1 OS=Homo sapiens OX=9606 GN=VANGL1 PE=1 SV=1,86.5255133,36.64122137,15,28,14,14,1,524,59.937,8.81,FALSE,High,Master Protein,4.012,0,504.1482117,36.64122137,15,28,215.4,808.2,919.1,1142.7,1161.9,1002.9,884.2,473.7,282.7,205.9,179.7
P61586,Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1,86.5109765,60.62176166,10,82,4,4,1,193,21.754,6.1,FALSE,High,Master Protein,69.17,8,1106.184561,60.62176166,10,82,767.1,2362.4,2856.6,4089.8,4986.7,5039.5,4301.5,2563.6,1803.5,957.5,4161.7
Q6PJI9,GATOR complex protein WDR59 OS=Homo sapiens OX=9606 GN=WDR59 PE=1 SV=2,86.50260534,27.82340862,21,25,21,21,1,974,109.724,7.91,FALSE,High,Master Protein,1.649,0,408.9273684,27.82340862,21,25,265.5,320.6,366.3,457.8,518.4,710.2,867.9,1085.3,1152.8,918.9,329.1
P54727,UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1,86.47294182,46.94376528,13,29,10,10,1,409,43.145,4.84,FALSE,High,Master Protein,18.684,3,490.0056026,46.94376528,13,29,977.7,657.9,668.6,718.1,623.2,600.2,590.1,573.5,1188.1,2140.2,7087.1
O15234,Protein CASC3 OS=Homo sapiens OX=9606 GN=CASC3 PE=1 SV=2,86.46383634,35.27738265,23,33,23,23,1,703,76.232,6.48,FALSE,High,Master Protein,8.306,0,294.0466208,35.27738265,23,33,379.2,545.7,619.9,751.1,893.3,1316.8,1543.5,2185.4,3341,2608.9,380.9
Q9BZG1,Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1,86.44716298,50.96525097,12,30,12,12,1,259,29.026,7.88,FALSE,High,Master Protein,10.22,0,651.5977493,50.96525097,12,30,461.9,1297.5,1556.1,1978.4,2230.2,2180.2,2026.2,1254.4,854.3,596.6,952.2
P52799,Ephrin-B2 OS=Homo sapiens OX=9606 GN=EFNB2 PE=1 SV=1,86.32533144,50.15015015,11,24,10,10,1,333,36.9,8.85,FALSE,High,Master Protein,20.544,0,376.62861,50.15015015,11,24,167.4,1003.9,1098.6,1407.7,1489.5,1481.8,1347.4,708,301.5,183.2,248.8
Q01831,DNA repair protein complementing XP-C cells OS=Homo sapiens OX=9606 GN=XPC PE=1 SV=4,86.31541083,21.27659574,18,24,18,18,1,940,105.887,8.9,FALSE,High,Master Protein,2.086,0,413.270738,21.27659574,18,24,4310.1,978.6,873.7,706.6,611.9,576.4,569.9,509.2,437.3,339.2,288.4
Q8WWV3,Reticulon-4-interacting protein 1  mitochondrial OS=Homo sapiens OX=9606 GN=RTN4IP1 PE=1 SV=2,86.26207911,38.88888889,13,23,13,13,1,396,43.562,9.11,FALSE,High,Master Protein,5.31,0,346.6588235,38.88888889,13,23,415.9,3268.4,3088.2,1842.9,733,504.3,462,439.5,513.7,595.8,535.3
O14639,Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=3,86.24107344,34.96143959,26,34,23,23,1,778,87.631,8.59,FALSE,High,Master Protein,2.845,1,430.5022001,34.96143959,26,34,756.5,1466.4,1511.2,1781.5,1544.7,1404.9,1334.9,1169.5,1161.8,1059.5,718.2
Q8WWH5,Probable tRNA pseudouridine synthase 1 OS=Homo sapiens OX=9606 GN=TRUB1 PE=1 SV=1,86.18998269,46.70487106,13,23,13,13,1,349,37.229,8.25,FALSE,High,Master Protein,4.754,0,518.4321053,46.70487106,13,23,409.3,2283.2,2102.8,1310.9,594.2,562.1,563.7,635.1,855.8,612.2,1852.2
Q9H939,Proline-serine-threonine phosphatase-interacting protein 2 OS=Homo sapiens OX=9606 GN=PSTPIP2 PE=1 SV=4,86.16277931,64.37125749,20,34,19,19,1,334,38.834,8.48,FALSE,High,Master Protein,12.689,0,449.4017055,64.37125749,20,34,1288.4,1431.4,1484.8,1631.4,1706,1912.3,2014,1939.9,1330.8,738.3,292.7
Q96FJ2,Dynein light chain 2  cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL2 PE=1 SV=1,86.14474623,57.30337079,4,38,2,2,1,89,10.343,7.37,FALSE,High,Master Protein,2510.886,0,740.867729,57.30337079,4,38,856.6,442.5,450.8,496,464.5,494.7,590.8,696.9,688.7,509.4,380.4
P15104,Glutamine synthetase OS=Homo sapiens OX=9606 GN=GLUL PE=1 SV=4,86.09481661,32.97587131,12,40,12,12,1,373,42.037,6.89,FALSE,High,Master Protein,11.589,0,389.7677778,32.97587131,12,40,634.3,509.7,653.5,867.7,1080.6,1375.8,1633,2056.3,1371,934.4,392.5
O43583,Density-regulated protein OS=Homo sapiens OX=9606 GN=DENR PE=1 SV=2,86.08042798,47.97979798,9,28,9,9,1,198,22.078,5.3,FALSE,High,Master Protein,128.155,0,636.7071429,47.97979798,9,28,2192.6,696.6,719.5,782.4,803.7,957,1005.9,1217.9,1356.3,1191.8,1388.2
O60573,Eukaryotic translation initiation factor 4E type 2 OS=Homo sapiens OX=9606 GN=EIF4E2 PE=1 SV=1,86.07889796,54.69387755,12,27,12,12,1,245,28.344,8.88,FALSE,High,Master Protein,40.246,0,292.6,54.69387755,12,27,449.4,877.1,964.2,1266.2,1591.1,2946.2,3448.1,4489.7,2830.1,1570.6,571.2
Q93074,Mediator of RNA polymerase II transcription subunit 12 OS=Homo sapiens OX=9606 GN=MED12 PE=1 SV=4,86.06472733,18.14423519,30,42,27,27,1,2177,242.928,7.05,FALSE,High,Master Protein,0.823,1,350.4897791,18.14423519,30,42,3517.9,826.8,811.9,792.6,862.5,921.3,1111.7,1171.8,1461.7,1169.6,436.4
P51784,Ubiquitin carboxyl-terminal hydrolase 11 OS=Homo sapiens OX=9606 GN=USP11 PE=1 SV=3,86.05627083,19.00311526,17,26,17,17,1,963,109.747,5.45,FALSE,High,Master Protein,1.745,0,445.4177198,19.00311526,17,26,433.7,346.1,319.6,425,447.8,559.8,533.7,496.5,981.6,859.6,4469
Q8TCU4,Alstrom syndrome protein 1 OS=Homo sapiens OX=9606 GN=ALMS1 PE=1 SV=4,86.03969355,9.237044146,32,33,32,32,1,4168,460.78,6.28,FALSE,High,Master Protein,0.351,0,407.7484722,9.237044146,32,33,463.4,515.5,628,771.3,632.5,623.3,665.8,715.6,1049.9,876.2,518.5
Q8WVT3,Trafficking protein particle complex subunit 12 OS=Homo sapiens OX=9606 GN=TRAPPC12 PE=1 SV=3,86.02983525,35.78231293,17,25,17,17,1,735,79.325,4.91,FALSE,High,Master Protein,3.437,0,380.5522072,35.78231293,17,25,296.2,540.3,584,740.3,869.8,1101.4,1229.1,1409.4,2132.9,1850.2,1051.7
Q8TEA1,Putative methyltransferase NSUN6 OS=Homo sapiens OX=9606 GN=NSUN6 PE=1 SV=1,85.987597,40.29850746,15,21,15,15,1,469,51.737,7.96,FALSE,High,Master Protein,4.298,0,404.0087601,40.29850746,15,21,394.8,386.1,416.9,486.7,516.9,636.3,703.2,816.9,1029.3,944.1,735.2
P52429,Diacylglycerol kinase epsilon OS=Homo sapiens OX=9606 GN=DGKE PE=1 SV=1,85.94408335,34.74426808,19,28,19,19,1,567,63.885,7.74,FALSE,High,Master Protein,5.978,0,436.3633333,34.74426808,19,28,1108.9,1019.6,1245.6,1873,2440.4,2374.7,2064.7,1110.7,618.4,420.4,666.9
Q92889,DNA repair endonuclease XPF OS=Homo sapiens OX=9606 GN=ERCC4 PE=1 SV=3,85.9402095,25.65502183,19,25,18,19,1,916,104.42,6.93,FALSE,High,Master Protein,1.575,0,381.0241861,25.65502183,19,25,1481.5,635.5,599.2,656.3,668.4,833.7,964.5,1146.1,1259.6,1167.5,647.7
Q9UNW1,Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=MINPP1 PE=1 SV=1,85.93908194,32.85420945,14,23,14,14,1,487,55.016,7.81,FALSE,High,Master Protein,5.105,0,480.8157443,32.85420945,14,23,305.3,1038,1549.5,2454.8,3491.6,3236,2648.6,1054.2,596.8,461.7,986.1
Q93063,Exostosin-2 OS=Homo sapiens OX=9606 GN=EXT2 PE=1 SV=1,85.86979599,30.22284123,21,32,21,21,1,718,82.202,6.55,FALSE,High,Master Protein,2.754,0,364.1414577,30.22284123,21,32,736.2,1138.6,1514.6,2129.5,2192.8,1934.4,1522.5,878.4,613.8,481.6,401.2
O94788,Retinal dehydrogenase 2 OS=Homo sapiens OX=9606 GN=ALDH1A2 PE=1 SV=3,85.85299581,37.83783784,17,29,14,14,1,518,56.688,6.05,FALSE,High,Master Protein,4.843,0,464.4157541,37.83783784,17,29,157.4,644.6,634.4,650.7,541.5,458.6,425.3,372.8,712,1085.2,4828.1
Q9BQG2,Peroxisomal NADH pyrophosphatase NUDT12 OS=Homo sapiens OX=9606 GN=NUDT12 PE=1 SV=1,85.82009676,32.25108225,14,39,14,14,1,462,52.043,6.83,FALSE,High,Master Protein,9,0,473.49852,32.25108225,14,39,645.5,718.2,875.4,1172,1483.1,1546.2,1637.2,1525.6,1773.7,2203.1,1276.8
Q14244,Ensconsin OS=Homo sapiens OX=9606 GN=MAP7 PE=1 SV=1,85.80409112,35.78104139,28,46,24,24,1,749,84.002,9.61,FALSE,High,Master Protein,5.884,0,434.8244247,35.78104139,28,46,663.3,1340.6,1328.8,1275.6,1244.6,1716.4,2183.9,2716.9,2666.2,2253.6,296.6
Q9UKL0,REST corepressor 1 OS=Homo sapiens OX=9606 GN=RCOR1 PE=1 SV=2,85.74414057,50.92783505,18,27,14,14,1,485,53.295,7.03,FALSE,High,Master Protein,4.52,4,436.1262086,50.92783505,18,27,2389.8,686.3,705.2,727.1,791.8,957.8,1125.8,1255.9,1338.8,1150.3,407.4
P20340,Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3,85.72503436,62.5,13,47,5,5,1,208,23.578,5.54,FALSE,High,Master Protein,43.367,9,943.7375339,62.5,13,47,537.7,1865.5,2924.8,4344.6,4597.2,3889.3,3892.1,2725.3,1623,699.6,1151.6
Q13610,Periodic tryptophan protein 1 homolog OS=Homo sapiens OX=9606 GN=PWP1 PE=1 SV=1,85.71406186,39.52095808,16,32,15,15,1,501,55.793,4.77,FALSE,High,Master Protein,11.115,0,412.1764409,39.52095808,16,32,853.7,577,663.9,796.1,963,1327.1,1772.8,2408.4,3118.4,2314.1,1382.1
Q12972,Nuclear inhibitor of protein phosphatase 1 OS=Homo sapiens OX=9606 GN=PPP1R8 PE=1 SV=2,85.64443473,49.57264957,14,27,14,14,1,351,38.455,7.37,FALSE,High,Master Protein,16.783,0,476.9035294,49.57264957,14,27,2666.9,651.6,667.8,578,549.2,690.2,781.4,1151.1,1469.7,1004.5,610.5
O15357,Phosphatidylinositol 3 4 5-trisphosphate 5-phosphatase 2 OS=Homo sapiens OX=9606 GN=INPPL1 PE=1 SV=2,85.64193692,21.06518283,25,29,24,24,1,1258,138.513,6.54,FALSE,High,Master Protein,1.134,0,422.9193567,21.06518283,25,29,1345.9,850.1,790.9,915.8,932.3,1143.9,1225.8,1452.3,1680.7,1555.1,937.8
P33121,Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens OX=9606 GN=ACSL1 PE=1 SV=1,85.44823997,28.08022923,19,26,17,19,1,698,77.893,7.15,FALSE,High,Master Protein,3.125,0,422.9726651,28.08022923,19,26,603.4,1290.6,1552.5,1752.1,1826.4,1763.3,1493.9,916.7,881.7,722,1129.5
Q9NZ53,Podocalyxin-like protein 2 OS=Homo sapiens OX=9606 GN=PODXL2 PE=1 SV=1,85.41462919,32.23140496,11,26,11,11,1,605,65.036,4.34,FALSE,High,Master Protein,10.288,0,426.92,32.23140496,11,26,158.2,348.8,373.1,494.9,605.8,643.8,649,512.7,322.6,222.4,203.2
Q09328,Alpha-1 6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Homo sapiens OX=9606 GN=MGAT5 PE=1 SV=1,85.39031488,28.87989204,19,31,18,18,1,741,84.488,8.12,FALSE,High,Master Protein,3.307,1,443.5065587,28.87989204,19,31,264.5,1021.9,1599.1,2316.8,2020.2,1525.6,1339.4,765.6,495.6,392.2,307.8
P48729,Casein kinase I isoform alpha OS=Homo sapiens OX=9606 GN=CSNK1A1 PE=1 SV=2,85.35750141,41.83976261,13,30,8,8,1,337,38.89,9.57,FALSE,High,Master Protein,10.159,4,534.1450466,41.83976261,13,30,822.6,857,888.7,1093.5,1272.6,1627.9,1930.4,2295.5,3150.5,3683.8,541.1
Q9NV66,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase OS=Homo sapiens OX=9606 GN=TYW1 PE=2 SV=2,85.29692555,32.10382514,22,29,7,22,1,732,83.649,6.87,FALSE,High,Master Protein,2.639,0,435.5249599,32.10382514,22,29,482.8,1051,1298.3,1858.8,2505.5,2409.4,2025.8,944.4,466.3,338.3,392
P27361,Mitogen-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=4,85.25010473,40.36939314,14,36,6,7,1,379,43.108,6.74,FALSE,High,Master Protein,8.047,1,577.6905475,40.36939314,14,36,215.1,161.8,189.2,221.4,248.8,308.4,359.2,427.1,526,494.1,422.4
P50914,60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4,85.24477055,67.44186047,21,129,20,21,1,215,23.417,10.93,FALSE,High,Master Protein,824.404,0,997.1625908,67.44186047,21,129,2048.4,3507.2,4270.1,6279.3,7265.2,11058.4,12173,18377.4,16107.7,10223.6,1300.1
Q9H9J2,39S ribosomal protein L44  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL44 PE=1 SV=1,85.23600982,58.73493976,15,27,15,15,1,332,37.512,8.4,FALSE,High,Master Protein,8.006,0,522.683287,58.73493976,15,27,581.7,7536.1,7254.8,3952.5,1201.9,590.8,510.3,527,576.9,638.9,403.5
P49720,Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=2,85.22740863,49.26829268,9,29,9,9,1,205,22.933,6.55,FALSE,High,Master Protein,214.443,0,518.7515403,49.26829268,9,29,254,360,374.5,459.2,481.3,508.5,503.9,750.1,1568.2,8909.3,2136.9
Q8NBN3,Transmembrane protein 87A OS=Homo sapiens OX=9606 GN=TMEM87A PE=1 SV=3,85.19239134,28.28828829,15,34,15,15,1,555,63.389,6.74,FALSE,High,Master Protein,6.499,0,526.6759721,28.28828829,15,34,239.7,730.9,1162.5,2151.2,2767.7,2401.8,2076.5,1514.9,1255.5,570.3,369.9
P01111,GTPase NRas OS=Homo sapiens OX=9606 GN=NRAS PE=1 SV=1,85.16967459,60.31746032,9,25,2,2,1,189,21.216,5.17,FALSE,High,Master Protein,42.288,0,657.1721739,60.31746032,9,25,21.6,88,117.7,173.2,225.1,253.3,214.6,143.9,74,35.8,140.3
Q7Z3C6,Autophagy-related protein 9A OS=Homo sapiens OX=9606 GN=ATG9A PE=1 SV=3,85.11792428,28.36710369,18,30,16,17,1,839,94.387,6.67,FALSE,High,Master Protein,2.089,1,427.9002748,28.36710369,18,30,238.9,508.8,600.3,808.7,913.6,1025.5,1058,886.8,1653.1,1650.3,320.7
P52294,Importin subunit alpha-5 OS=Homo sapiens OX=9606 GN=KPNA1 PE=1 SV=3,85.10412813,28.43866171,14,31,6,6,1,538,60.184,5.01,FALSE,High,Master Protein,5.529,1,380.2524824,28.43866171,14,31,459.3,447.2,413.7,387.6,337.5,354.9,335.6,307.9,466.4,556.7,1251.3
Q13510,Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=5,85.08344735,40.25316456,14,28,14,14,1,395,44.631,7.62,FALSE,High,Master Protein,8.047,0,555.4361578,40.25316456,14,28,480.1,1471.2,2492.2,4466.7,5685.9,3820.5,2763.8,1196.7,713.6,554.9,648.8
O43493,Trans-Golgi network integral membrane protein 2 OS=Homo sapiens OX=9606 GN=TGOLN2 PE=1 SV=3,85.08246385,36.3256785,14,23,14,14,1,479,50.988,5.73,FALSE,High,Master Protein,3.642,0,514.4866667,36.3256785,14,23,153.5,614.8,1013.1,1900.5,2287.7,2206.9,1550.1,867.3,1244.7,467.4,116.9
Q8IVF2,Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2,85.06854897,17.15271786,24,36,24,24,1,5795,616.242,5.36,FALSE,High,Master Protein,0.222,0,344.2943574,17.15271786,24,36,396.3,1336.8,1410.8,1415.5,1209.5,1104.5,1079.2,712.7,463.5,411,324.3
Q96GQ5,RUS1 family protein C16orf58 OS=Homo sapiens OX=9606 GN=C16orf58 PE=1 SV=2,85.05439137,37.60683761,16,24,16,16,1,468,50.985,6.93,FALSE,High,Master Protein,8.006,0,452.1591882,37.60683761,16,24,389.2,544.9,716.9,1117.3,1599.8,1586.2,1368.6,649.1,376.5,302.1,254.7
Q8IZA0,Dyslexia-associated protein KIAA0319-like protein OS=Homo sapiens OX=9606 GN=KIAA0319L PE=1 SV=2,85.00755485,21.35367016,19,33,18,18,1,1049,115.586,6.05,FALSE,High,Master Protein,3.27,0,376.5066667,21.35367016,19,33,432.9,838.5,1165.8,1953.8,2414.6,2230.8,2184.2,1916.2,1092.9,481.7,665
Q9Y6A5,Transforming acidic coiled-coil-containing protein 3 OS=Homo sapiens OX=9606 GN=TACC3 PE=1 SV=1,85.00274074,35.91885442,28,37,26,27,1,838,90.304,5.05,FALSE,High,Master Protein,3.566,0,443.6134783,35.91885442,28,37,405.3,1297.2,1406.5,973.7,721.1,612.8,560.3,533,743.8,572.8,3213.9
P05386,60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1,84.99388628,94.73684211,5,68,4,4,1,114,11.507,4.32,FALSE,High,Master Protein,629.957,0,1089.35147,94.73684211,5,68,660.1,2016.2,2306.5,2584,2957.4,4005.3,4730.2,5753.2,3662.9,2722,1107.1
P40855,Peroxisomal biogenesis factor 19 OS=Homo sapiens OX=9606 GN=PEX19 PE=1 SV=1,84.9864478,61.8729097,13,34,13,13,1,299,32.786,4.34,FALSE,High,Master Protein,11.743,0,563.2619608,61.8729097,13,34,273.1,531.2,745.7,1155.1,1574.7,1495.8,1156.5,522.3,550.1,393.3,2671.5
Q13564,NEDD8-activating enzyme E1 regulatory subunit OS=Homo sapiens OX=9606 GN=NAE1 PE=1 SV=1,84.97657046,36.70411985,14,24,14,14,1,534,60.209,5.4,FALSE,High,Master Protein,4.298,0,498.0071429,36.70411985,14,24,262.7,310.8,305,403.9,438.7,454,418.8,389.8,780.9,617.7,3269.6
Q13740,CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=2,84.96033295,27.61578045,16,30,16,16,1,583,65.061,6.25,FALSE,High,Master Protein,5.043,0,410.7526316,27.61578045,16,30,203.9,1227.8,1414.3,1983.7,2400.5,2334.8,2275.6,1330.6,515.7,222.5,282.2
Q13867,Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1,84.93901462,38.68131868,16,41,16,16,1,455,52.528,6.27,FALSE,High,Master Protein,9.857,0,351.2352218,38.68131868,16,41,615.7,656,774.1,1009.8,1122.8,1114.9,1134.7,1197.4,2212.1,4766.9,6815.6
Q9H7Z7,Prostaglandin E synthase 2 OS=Homo sapiens OX=9606 GN=PTGES2 PE=1 SV=1,84.913655790000007,42.17506631,13,25,13,13,1,377,41.917,9.16,FALSE,High,Master Protein,4.878,0,565.3118744,42.17506631,13,25,444.5,5260.9,5002.9,2765.1,960.8,589.8,575.5,504.3,585.7,454.2,501.1
Q5T9L3,Protein wntless homolog OS=Homo sapiens OX=9606 GN=WLS PE=1 SV=2,84.86390722,22.55083179,14,30,12,12,1,541,62.212,7.36,FALSE,High,Master Protein,8.183,1,511.6897422,22.55083179,14,30,968.9,1651.7,2075,2958.2,3999.1,4060.5,3671.6,1868.7,1241.8,981.7,849.8
Q9P0I2,ER membrane protein complex subunit 3 OS=Homo sapiens OX=9606 GN=EMC3 PE=1 SV=3,84.8530052,44.44444444,9,25,9,9,1,261,29.932,6.81,FALSE,High,Master Protein,17.478,0,636.3284211,44.44444444,9,25,661.2,965.4,1301.9,2107.9,2950.4,2712.9,2182.7,884.2,381.5,243.1,349.6
O14656,Torsin-1A OS=Homo sapiens OX=9606 GN=TOR1A PE=1 SV=1,84.8215414,38.85542169,12,26,11,11,1,332,37.784,6.99,FALSE,High,Master Protein,15.238,1,524.7926938,38.85542169,12,26,467.5,2114.9,2357.6,2692,3271,3229.5,2754.6,1249.8,581.3,426.1,593.6
Q96IG2,F-box/LRR-repeat protein 20 OS=Homo sapiens OX=9606 GN=FBXL20 PE=1 SV=2,84.75158419,44.26605505,17,25,13,13,1,436,48.392,7.49,FALSE,High,Master Protein,4.298,2,464.6345954,44.26605505,17,25,320.1,731.3,863.4,1168.1,1362.2,1315.4,1152.1,607.2,320.9,237.9,222.6
Q9Y4B6,DDB1- and CUL4-associated factor 1 OS=Homo sapiens OX=9606 GN=DCAF1 PE=1 SV=3,84.74535889,14.99668215,25,30,25,25,1,1507,168.9,5.06,FALSE,High,Master Protein,1.154,0,390.5160999,14.99668215,25,30,978.4,838.8,912.7,937.5,878.8,956.2,1006.8,1313.6,1818.2,6858.9,3083
O43347,RNA-binding protein Musashi homolog 1 OS=Homo sapiens OX=9606 GN=MSI1 PE=1 SV=1,84.71381628,52.48618785,14,30,11,11,1,362,39.099,7.85,FALSE,High,Master Protein,18.684,3,515.4483333,52.48618785,14,30,833,767.4,871.8,1042,1301.1,1738.2,2105.6,2848.9,2425.9,1261.4,492.7
Q53EU6,Glycerol-3-phosphate acyltransferase 3 OS=Homo sapiens OX=9606 GN=GPAT3 PE=1 SV=2,84.70455273,39.86175115,17,30,14,15,1,434,48.673,8.87,FALSE,High,Master Protein,6.11,3,400.8467404,39.86175115,17,30,466.5,718,1065.2,1526.2,2058.8,2085.1,1851.7,946.7,553.9,399.9,243.4
A0AVF1,Intraflagellar transport protein 56 OS=Homo sapiens OX=9606 GN=TTC26 PE=2 SV=1,84.66429728,34.29602888,15,22,15,15,1,554,64.136,6.93,FALSE,High,Master Protein,2.793,0,449.9776471,34.29602888,15,22,326.2,333.6,337.7,386.1,412.2,494.8,563.6,661.2,672.9,695.6,344.6
Q7L1W4,Volume-regulated anion channel subunit LRRC8D OS=Homo sapiens OX=9606 GN=LRRC8D PE=1 SV=1,84.63639977,28.9044289,21,28,21,21,1,858,98.138,7.72,FALSE,High,Master Protein,2.162,0,381.6919048,28.9044289,21,28,251.4,916,1033.9,1351.9,1474,1387.4,1199.5,690.4,388,209.2,214.9
Q9Y4D1,Disheveled-associated activator of morphogenesis 1 OS=Homo sapiens OX=9606 GN=DAAM1 PE=1 SV=2,84.63087729,23.09833024,28,33,26,26,1,1078,123.396,7.23,FALSE,High,Master Protein,1.61,1,428.7352381,23.09833024,28,33,330.7,1596.4,1812.7,2271,2182,1908.4,1646.9,861.2,593.8,409.4,585.7
O95696,Bromodomain-containing protein 1 OS=Homo sapiens OX=9606 GN=BRD1 PE=1 SV=1,84.6178813,25.2362949,27,32,24,24,1,1058,119.444,8.6,FALSE,High,Master Protein,1.886,3,345.3863636,25.2362949,27,32,3945.1,884.7,824,705.8,609.4,553.6,603.2,478.9,432.4,395.8,242
P11233,Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1,84.52248708,46.60194175,10,31,7,7,1,206,23.552,7.11,FALSE,High,Master Protein,122.285,5,557.3820076,46.60194175,10,31,409.1,1981.6,2356.4,3149.3,3743.5,3445,3180.7,1799.4,888.3,491.4,442.8
P35268,60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2,84.47591283,62.5,9,58,9,9,1,128,14.778,9.19,FALSE,High,Master Protein,1466.799,0,1376.108236,62.5,9,58,731,1102.4,1224.6,1748.4,2105.4,3223.5,3648,4094.1,4170.2,2478.8,460.1
Q9NZM5,Ribosome biogenesis protein NOP53 OS=Homo sapiens OX=9606 GN=NOP53 PE=1 SV=2,84.43629815,37.44769874,18,35,17,17,1,478,54.356,10.32,FALSE,High,Master Protein,14.505,0,574.7200981,37.44769874,18,35,1180.9,711,709.9,834.2,987,1668.3,2313.2,3439.5,4814.7,3564.1,434
