Accession,Description,Sum_PEP_Score,Coverage,#Peptides,#PSMs,#Protein_Unique_Peptides,#Unique_Peptides,#Protein_Groups,#AAs,MW_kDa,calc_pI,Checked,Protein_FDR_Confidence,Master,emPAI,Razor_Peptides,Score_Mascot,Coverage_Mascot,#Peptides_Mascot,#PSMs_Mascot,TMT126,127N,127C,128N,128C,129N,129C,130N,130C,131N,131C
P20645,Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1,67.10337509,33.57400722,10,34,10,10,1,277,30.973,5.83,FALSE,High,Master Protein,13.678,0,377.3704348,33.57400722,10,34,119.7,630.7,798.9,742.8,553,880.5,995.8,976.1,702.7,273.5,119.6
Q15555,Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens OX=9606 GN=MAPRE2 PE=1 SV=1,67.09760751,48.01223242,13,24,11,11,1,327,37.008,5.57,FALSE,High,Master Protein,9,1,343.6883644,48.01223242,13,24,467.3,904.7,721.1,649.9,468.1,452.3,462.7,490.4,563,449.7,469.6
P19404,NADH dehydrogenase [ubiquinone] flavoprotein 2  mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=2,67.08574895,47.38955823,10,28,10,10,1,249,27.374,8.06,FALSE,High,Master Protein,11.915,0,515.5413646,47.38955823,10,28,291.3,1698.3,2163.7,1654.2,317.4,265.7,244.5,226,248.4,245.2,193.8
O95340,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 OS=Homo sapiens OX=9606 GN=PAPSS2 PE=1 SV=2,67.05604994,32.5732899,19,29,17,17,1,614,69.457,8.03,FALSE,High,Master Protein,2.932,1,242.09,32.5732899,19,29,360,423.4,515.9,543.2,535.2,798.1,1009.9,1016.2,1041.7,1010.2,1036.3
Q9UK59,Lariat debranching enzyme OS=Homo sapiens OX=9606 GN=DBR1 PE=1 SV=2,67.03611951,41.36029412,18,28,18,18,1,544,61.516,5.47,FALSE,High,Master Protein,6.197,0,229.6725,41.36029412,18,28,229.9,242,274.1,298.2,314.1,541.2,675.9,880.6,1289.3,896.5,200.7
P46109,Crk-like protein OS=Homo sapiens OX=9606 GN=CRKL PE=1 SV=1,67.00496835,54.45544554,12,23,12,12,1,303,33.756,6.74,FALSE,High,Master Protein,10.288,0,397.45,54.45544554,12,23,142.6,269.6,310.1,387.4,339.2,497.1,564.8,573.4,476.9,367.5,1457
P57105,Synaptojanin-2-binding protein OS=Homo sapiens OX=9606 GN=SYNJ2BP PE=1 SV=2,66.9762959,64.82758621,7,28,7,7,1,145,15.918,6.3,FALSE,High,Master Protein,99,0,388.3789576,64.82758621,7,28,144.8,797.2,1060.2,826.1,253.2,197.1,164.9,169.4,138.5,164.8,83.1
Q96RT6,cTAGE family member 2 OS=Homo sapiens OX=9606 GN=CTAGE1 PE=1 SV=2,66.92183007,21.87919463,16,25,4,4,1,745,85.228,6.16,FALSE,High,Master Protein,1.037,0,235.31,21.87919463,16,25,8.9,30.5,49.8,72.7,62.3,50.8,33.5,25.8,19.2,17.4,5.8
Q8WX92,Negative elongation factor B OS=Homo sapiens OX=9606 GN=NELFB PE=1 SV=1,66.88285461,37.4137931,20,32,19,19,1,580,65.655,6.13,FALSE,High,Master Protein,3.85,0,255.5988889,37.4137931,20,32,441.3,285.6,355,361.4,368.7,641.4,849.7,1006.5,1283.1,935.4,355.4
Q9Y217,Myotubularin-related protein 6 OS=Homo sapiens OX=9606 GN=MTMR6 PE=1 SV=3,66.87414012,39.61352657,23,28,21,23,1,621,71.922,7.66,FALSE,High,Master Protein,3.394,0,221.1629796,39.61352657,23,28,311.7,475.4,617,669.6,479.2,669.6,791.6,840.6,1142.2,769.9,332
Q8TF74,WAS/WASL-interacting protein family member 2 OS=Homo sapiens OX=9606 GN=WIPF2 PE=1 SV=1,66.84668176,55,17,29,17,17,1,440,46.26,10.93,FALSE,High,Master Protein,4.843,0,291.2866667,55,17,29,222.4,230.9,314.4,414.8,429.8,525.4,618.5,574.8,658,440.6,129.2
O75879,Glutamyl-tRNA(Gln) amidotransferase subunit B  mitochondrial OS=Homo sapiens OX=9606 GN=GATB PE=1 SV=1,66.79849184,39.31777379,16,21,15,15,1,557,61.825,8.63,FALSE,High,Master Protein,2.924,1,417.9381092,39.31777379,16,21,109.7,973,1243.4,871.5,197.9,162,183.8,161.1,173.6,183.2,117.1
Q9HC07,Transmembrane protein 165 OS=Homo sapiens OX=9606 GN=TMEM165 PE=1 SV=1,66.77403138,22.83950617,6,23,6,6,1,324,34.883,7.02,FALSE,High,Master Protein,9,0,404.0075,22.83950617,6,23,110.6,350.7,606.2,595.9,284.1,256.2,211.1,172.5,171.9,130.2,54.5
P61020,Ras-related protein Rab-5B OS=Homo sapiens OX=9606 GN=RAB5B PE=1 SV=1,66.71712271,67.90697674,11,28,7,7,1,215,23.692,8.13,FALSE,High,Master Protein,21.758,0,456.8153308,67.90697674,11,28,105.9,315.6,435.3,533.6,458.4,489.9,409,270.1,201.1,155.3,241.9
Q5VSY0,G kinase-anchoring protein 1 OS=Homo sapiens OX=9606 GN=GKAP1 PE=1 SV=2,66.70319761,46.72131148,16,23,15,15,1,366,42.053,8.82,FALSE,High,Master Protein,5.813,0,345.0025,46.72131148,16,23,118.7,292.6,393.1,348.2,276.6,519.1,660.6,587.8,348,161.6,84.1
Q92979,Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4,66.6464547,43.44262295,9,23,9,9,1,244,26.703,9.17,FALSE,High,Master Protein,14.399,0,356.7058824,43.44262295,9,23,1582.6,459.3,516.5,531.1,481.9,739.1,925.2,1212.3,1606.1,1078.5,249.6
Q9NZ01,Very-long-chain enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=TECR PE=1 SV=1,66.64395627,37.01298701,15,52,15,15,1,308,36.011,9.45,FALSE,High,Master Protein,34.938,0,362.4238156,37.01298701,15,52,685.1,774.5,1099.5,1484.9,2086,2009.2,1602.5,723.4,456.7,389.7,166.7
P46778,60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2,66.57948144,53.125,11,68,11,11,1,160,18.553,10.49,FALSE,High,Master Protein,2153.435,0,477.336565,53.125,11,68,850,1034.7,1450.7,1509.8,1873,3004.7,3725.7,3773.5,3954,1763.6,228.3
O15091,Mitochondrial ribonuclease P catalytic subunit OS=Homo sapiens OX=9606 GN=KIAA0391 PE=1 SV=2,66.42036871,31.90394511,18,27,18,18,1,583,67.272,8.78,FALSE,High,Master Protein,2.888,0,259.3404517,31.90394511,18,27,462.4,2328.6,2785.9,1959.3,478,404.8,381.4,314.4,382.2,456,244.2
Q96A35,39S ribosomal protein L24  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL24 PE=1 SV=1,66.40841937,52.31481481,11,35,11,11,1,216,24.899,9.29,FALSE,High,Master Protein,19.535,0,614.1776624,52.31481481,11,35,331.6,2232.8,3093.9,2114.5,396.5,305.1,280.6,244.9,328.8,441.7,210.5
Q9BY12,S phase cyclin A-associated protein in the endoplasmic reticulum OS=Homo sapiens OX=9606 GN=SCAPER PE=1 SV=2,66.40783928,18.57142857,26,27,26,26,1,1400,158.188,7.44,FALSE,High,Master Protein,1.154,0,278.6268421,18.57142857,26,27,188.1,296.8,421.6,462.2,453.3,911.7,1192.2,1153.5,745.2,292.7,287.2
Q9UBQ7,Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1,66.39513041,41.15853659,10,18,9,10,1,328,35.646,7.39,FALSE,High,Master Protein,6.743,0,576.9366667,41.15853659,10,18,138.5,805.2,1116.4,879.5,318.3,307.8,260.6,352.3,306.2,250.4,1169.6
O94919,Endonuclease domain-containing 1 protein OS=Homo sapiens OX=9606 GN=ENDOD1 PE=1 SV=2,66.31701976,37.8,14,26,14,14,1,500,54.981,5.71,FALSE,High,Master Protein,4.298,0,479.8117647,37.8,14,26,263.4,315,433.9,534,758.5,870.4,812.3,527.1,429.7,251.3,145.5
Q9Y2D4,Exocyst complex component 6B OS=Homo sapiens OX=9606 GN=EXOC6B PE=1 SV=3,66.26270822,27.62022195,22,27,21,21,1,811,94.141,6.46,FALSE,High,Master Protein,1.904,0,295.1668421,27.62022195,22,27,480.9,566.8,772.2,1021.4,963.3,884.9,803,642.3,535.3,362.1,132
Q96P11,Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN5 PE=1 SV=2,66.17054872,43.12354312,14,19,10,10,1,429,46.662,8.62,FALSE,High,Master Protein,3.507,3,512.9481492,43.12354312,14,19,386.8,205.4,232,247.8,232.2,334,432.7,483.9,649.8,378.3,90.5
Q9BYD3,39S ribosomal protein L4  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL4 PE=1 SV=1,66.14335925,54.66237942,13,27,12,12,1,311,34.897,9.72,FALSE,High,Master Protein,11.915,1,409.6111966,54.66237942,13,27,252.4,1138,1513.2,1085.5,281.3,231.7,205.5,187,239.4,277.4,140.1
Q9BVK6,Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TMED9 PE=1 SV=2,66.11263177,42.9787234,9,29,7,7,1,235,27.26,8.02,FALSE,High,Master Protein,16.783,2,548.5233154,42.9787234,9,29,181.3,486.6,803.1,1091.9,1178,1386.2,1245.1,694.6,393.8,237.7,111.8
Q9UBW8,COP9 signalosome complex subunit 7a OS=Homo sapiens OX=9606 GN=COPS7A PE=1 SV=1,66.09352608,38.54545455,9,20,9,9,1,275,30.258,8.22,FALSE,High,Master Protein,9,0,377.1407692,38.54545455,9,20,183.7,194.7,227.8,392.7,246.6,310.1,342.2,444.6,487.6,1525.8,430
Q9BX10,GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=GTPBP2 PE=1 SV=1,66.06716373,29.40199336,15,18,15,15,1,602,65.727,8.05,FALSE,High,Master Protein,2.511,0,344.02,29.40199336,15,18,196.5,216.8,296.1,386.7,386.9,488.7,531.7,590.4,892.3,702.3,132.1
P46783,40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1,66.02775589,55.75757576,12,108,5,12,1,165,18.886,10.15,FALSE,High,Master Protein,169.125,0,1073.699697,55.75757576,12,108,804.7,1240.5,1717.9,1819.1,1985.7,3116.7,3662.9,3945.3,3775,2951.3,383.2
Q9Y6M7,Sodium bicarbonate cotransporter 3 OS=Homo sapiens OX=9606 GN=SLC4A7 PE=1 SV=2,65.99836776,15.32125206,15,19,11,12,1,1214,135.957,6.71,FALSE,High,Master Protein,0.94,2,356.6232567,15.32125206,15,19,115.4,544.7,984.8,1320.6,957.8,569.6,397.2,229,188.3,136.1,103.6
P60033,CD81 antigen OS=Homo sapiens OX=9606 GN=CD81 PE=1 SV=1,65.9545215,30.93220339,5,26,5,5,1,236,25.792,5.29,FALSE,High,Master Protein,73.989,0,443.4741176,30.93220339,5,26,123.5,665.8,808,2168.9,1202.8,1406.9,1121.9,773.4,542.5,437.8,357.7
Q96GS4,BLOC-1-related complex subunit 6 OS=Homo sapiens OX=9606 GN=BORCS6 PE=1 SV=2,65.94757513,56.30252101,12,19,12,12,1,357,37.204,5.76,FALSE,High,Master Protein,6.743,0,432.6025397,56.30252101,12,19,101.9,190.2,267.3,471.5,559.8,512.9,419.9,259.5,217.2,140.7,74.7
Q8IZQ1,WD repeat and FYVE domain-containing protein 3 OS=Homo sapiens OX=9606 GN=WDFY3 PE=1 SV=2,65.93973988,9.160521838,29,32,27,28,1,3526,395.006,6.76,FALSE,High,Master Protein,0.48,0,157.3173606,9.160521838,29,32,303.7,413.1,481.4,584.4,551.4,785.7,913.1,953.5,1105.4,714.4,388.7
Q9Y4E6,WD repeat-containing protein 7 OS=Homo sapiens OX=9606 GN=WDR7 PE=1 SV=2,65.93786603,13.75838926,17,21,17,17,1,1490,163.705,6.92,FALSE,High,Master Protein,0.753,0,201.2753495,13.75838926,17,21,187.3,232.9,314.7,417.2,396.7,424.4,471.1,492.5,721.2,663,124.5
Q86YB8,ERO1-like protein beta OS=Homo sapiens OX=9606 GN=ERO1B PE=1 SV=2,65.91252925,35.33190578,16,23,14,14,1,467,53.509,7.99,FALSE,High,Master Protein,3.146,0,435.25,35.33190578,16,23,186,399.7,582.6,983.1,1442.5,1405.1,1097.7,547.3,390,322.7,175.7
P07384,Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1,65.90199728,31.09243697,21,24,21,21,1,714,81.838,5.67,FALSE,High,Master Protein,2.529,0,272.64,31.09243697,21,24,208.2,363.5,394.3,543,462.1,514.3,550.7,598.2,496.2,822.4,2156.7
Q13627,Dual specificity tyrosine-phosphorylation-regulated kinase 1A OS=Homo sapiens OX=9606 GN=DYRK1A PE=1 SV=2,65.89433437,20.44560944,15,24,9,9,1,763,85.53,8.75,FALSE,High,Master Protein,3.146,5,314.9122647,20.44560944,15,24,283.6,327.1,408.9,507.2,522.1,745.2,875.2,928.5,1055.2,754.8,189.6
Q9BZI7,Regulator of nonsense transcripts 3B OS=Homo sapiens OX=9606 GN=UPF3B PE=1 SV=1,65.89148437,35.19668737,20,31,20,20,1,483,57.727,9.48,FALSE,High,Master Protein,12.895,0,430.23,35.19668737,20,31,639.5,499.8,659.1,675.6,678.6,1176.1,1534.4,1809.7,2194,1215.6,183.4
P61513,60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2,65.79091901,58.69565217,6,85,5,6,1,92,10.268,10.43,FALSE,High,Master Protein,999,0,1210.28,58.69565217,6,85,757.6,1102.1,1396.9,1910.5,1633.9,2664.6,3276.2,4149,3814.5,1813.3,385.7
Q9NX40,OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1,65.73165835,37.14285714,10,25,10,10,1,245,27.609,7.49,FALSE,High,Master Protein,30.623,0,441.1794118,37.14285714,10,25,280.3,1665.2,2150.8,1659.2,350.8,234.7,193.8,142.1,154.7,152.5,71.6
P40925,Malate dehydrogenase  cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4,65.72641641,34.73053892,12,24,12,12,1,334,36.403,7.36,FALSE,High,Master Protein,5.813,0,401.4659472,34.73053892,12,24,146,400.6,459.2,669.1,564.6,624.4,548.6,919.7,649.7,698.2,4968.7
Q13332,Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens OX=9606 GN=PTPRS PE=1 SV=3,65.63945489,12.88501027,18,25,13,13,1,1948,216.905,6.46,FALSE,High,Master Protein,0.635,1,265.5596502,12.88501027,18,25,133.2,200.9,338.8,510.5,450.9,381.2,272.8,183.6,186.2,152.9,66.9
Q9UBF8,Phosphatidylinositol 4-kinase beta OS=Homo sapiens OX=9606 GN=PI4KB PE=1 SV=1,65.59569407,22.54901961,16,24,16,16,1,816,91.321,6.25,FALSE,High,Master Protein,2.511,0,230.3433436,22.54901961,16,24,227.2,359,481,574.5,457.3,612.2,749.3,795.6,908.2,975.3,728.8
P39687,Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1,65.59559232,38.55421687,11,42,5,6,1,249,28.568,4.09,FALSE,High,Master Protein,122.285,4,359.0951724,38.55421687,11,42,280.7,587.8,582,741.1,478.4,747.6,627.8,1033.3,937.4,1931.5,3167.8
Q504Q3,PAN2-PAN3 deadenylation complex catalytic subunit PAN2 OS=Homo sapiens OX=9606 GN=PAN2 PE=1 SV=3,65.58782713,21.96339434,23,26,23,23,1,1202,135.281,5.99,FALSE,High,Master Protein,1.551,0,298.16,21.96339434,23,26,225.1,305,341.1,448.3,416.5,653.6,770.9,922.9,1123.7,849.9,340.9
Q2TBE0,CWF19-like protein 2 OS=Homo sapiens OX=9606 GN=CWF19L2 PE=1 SV=4,65.47657588,24.94407159,22,23,22,22,1,894,103.722,8.65,FALSE,High,Master Protein,1.395,0,297.3591181,24.94407159,22,23,707.8,473,521.5,550.6,583.7,893.6,1076.2,1321.7,2260.5,1632.7,258.9
P22570,NADPH:adrenodoxin oxidoreductase  mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3,65.38334514,47.04684318,18,24,18,18,1,491,53.803,8.44,FALSE,High,Master Protein,3.329,0,356.0407174,47.04684318,18,24,294.5,1964.4,2507.2,1888,374.2,273.1,216.3,195.5,206.1,176.4,147.5
Q9NUQ9,Protein FAM49B OS=Homo sapiens OX=9606 GN=FAM49B PE=1 SV=1,65.29231586,38.27160494,10,19,9,10,1,324,36.725,6.06,FALSE,High,Master Protein,5.062,0,380.6552334,38.27160494,10,19,146,264.4,353.9,472.5,504.6,489.9,395.1,458.1,373,302.1,1634.2
Q9NXW2,DnaJ homolog subfamily B member 12 OS=Homo sapiens OX=9606 GN=DNAJB12 PE=1 SV=5,65.27879174,34.93333333,13,24,12,12,1,375,41.834,8.69,FALSE,High,Master Protein,9,1,416.387619,34.93333333,13,24,291.9,399.3,571.5,916.2,1281.1,1405.4,1234.6,521.4,285.1,258,101.6
Q9BRP8,Partner of Y14 and mago OS=Homo sapiens OX=9606 GN=PYM1 PE=1 SV=1,65.27519987,68.62745098,10,21,10,10,1,204,22.642,9.45,FALSE,High,Master Protein,49.119,0,356.2387756,68.62745098,10,21,133.5,166.8,216.8,245.2,268.1,436.5,537.3,640.6,889.8,1099.8,71.7
Q9P0U3,Sentrin-specific protease 1 OS=Homo sapiens OX=9606 GN=SENP1 PE=1 SV=2,65.2265886,38.97515528,20,27,19,19,1,644,73.435,8.47,FALSE,High,Master Protein,2.888,0,265.9066667,38.97515528,20,27,1179.9,413.2,365.3,382,294.3,421,510.5,551.1,656.4,398,195.3
Q15005,Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3,65.22386344,60.61946903,13,30,12,12,1,226,24.987,8.47,FALSE,High,Master Protein,57.78,0,348.9040904,60.61946903,13,30,593.3,585.7,759.1,1132.6,1598,1634.1,1289.8,596.2,374.2,238.2,159.9
O15160,DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1,65.19732355,57.51445087,14,20,14,14,1,346,39.225,5.5,FALSE,High,Master Protein,12.335,0,556.6275,57.51445087,14,20,724.9,291.2,311.2,324.3,260.9,384.8,433.5,484.6,500.4,840,430.7
Q9NZL4,Hsp70-binding protein 1 OS=Homo sapiens OX=9606 GN=HSPBP1 PE=1 SV=2,65.19666643,43.454039,12,19,12,12,1,359,39.277,5.21,FALSE,High,Master Protein,6.079,0,493.5050804,43.454039,12,19,243.2,293.7,292.8,441.5,296.3,395.9,474.1,568.8,401.6,443,1135.1
Q9BQ70,Transcription factor 25 OS=Homo sapiens OX=9606 GN=TCF25 PE=1 SV=1,65.19097531,28.99408284,16,23,16,16,1,676,76.619,6.35,FALSE,High,Master Protein,2.831,0,229.465,28.99408284,16,23,259.2,216.8,286.3,416.1,429.2,612,582.6,544.8,763,719.9,123.6
Q9UJX6,Anaphase-promoting complex subunit 2 OS=Homo sapiens OX=9606 GN=ANAPC2 PE=1 SV=1,65.18633999,29.07542579,20,27,20,20,1,822,93.769,5.22,FALSE,High,Master Protein,2.237,0,233.5265879,29.07542579,20,27,747,270.5,277.1,277.7,244.8,318.2,338.3,422.3,748.1,1861.8,196.6
Q9BUL8,Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1,65.16684431,58.49056604,10,20,10,10,1,212,24.686,8.19,FALSE,High,Master Protein,17.478,0,357.275,58.49056604,10,20,143.8,236.5,314.7,445.5,668.3,617.5,461.5,424,439.3,419.9,438.5
Q9NVM9,Integrator complex subunit 13 OS=Homo sapiens OX=9606 GN=INTS13 PE=1 SV=2,65.1645161,33.14447592,21,27,20,20,1,706,80.174,6.7,FALSE,High,Master Protein,2.162,0,194.9644444,33.14447592,21,27,854.5,339,346.5,309.9,245.6,298.3,315.8,327.2,399.1,361.4,190.7
Q9NZL9,Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens OX=9606 GN=MAT2B PE=1 SV=1,65.1285572,42.51497006,12,19,12,12,1,334,37.528,7.36,FALSE,High,Master Protein,6.197,0,388.0980143,42.51497006,12,19,153.3,191.8,209.6,283.3,219.3,302.2,278.6,538.5,449.6,745.1,2029.9
P61353,60S ribosomal protein L27 OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=2,65.12691387,52.94117647,8,86,7,7,1,136,15.788,10.56,FALSE,High,Master Protein,4640.589,0,688.7287781,52.94117647,8,86,1698.9,1371.8,1866.4,2071.1,2433,3922.5,4673.8,4934.7,5056.8,2698.8,546.5
Q96EY1,DnaJ homolog subfamily A member 3  mitochondrial OS=Homo sapiens OX=9606 GN=DNAJA3 PE=1 SV=2,65.1268745,28.75,10,24,10,10,1,480,52.456,9.26,FALSE,High,Master Protein,3.924,0,520.6925,28.75,10,24,273.6,1856.5,2362.6,1603.6,305.4,215.5,186.5,149,175.4,205.1,90.3
O60563,Cyclin-T1 OS=Homo sapiens OX=9606 GN=CCNT1 PE=1 SV=1,65.07829076,27.54820937,17,25,16,16,1,726,80.634,8.78,FALSE,High,Master Protein,3.252,0,286.512092,27.54820937,17,25,217.2,163.1,199.5,209.7,255.3,502.7,711.1,902.6,1153.2,739.7,83.2
P51153,Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1,65.05109887,70.44334975,14,41,10,10,1,203,22.76,9.19,FALSE,High,Master Protein,28.286,1,623.2468845,70.44334975,14,41,340.5,797.8,1198,1665.7,1795.5,1810.6,1423.7,815.7,572.3,382,233.3
Q7L592,Protein arginine methyltransferase NDUFAF7  mitochondrial OS=Homo sapiens OX=9606 GN=NDUFAF7 PE=1 SV=1,65.04790404,40.36281179,15,27,15,15,1,441,49.206,8.34,FALSE,High,Master Protein,3.532,0,438.9588616,40.36281179,15,27,305.1,1283.4,1799.5,1268.2,342.2,308.9,300.7,274.8,313.8,392.8,208
Q9NUQ8,ATP-binding cassette sub-family F member 3 OS=Homo sapiens OX=9606 GN=ABCF3 PE=1 SV=2,64.98109137,28.20874471,19,25,19,19,1,709,79.695,6.34,FALSE,High,Master Protein,2.162,0,347.1147059,28.20874471,19,25,298.4,371.9,453.1,546.1,427.4,805.5,1024.4,1169.1,846.8,386.5,189.2
O75427,Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Homo sapiens OX=9606 GN=LRCH4 PE=1 SV=2,64.94993382,38.06734993,15,17,15,15,1,683,73.405,8.22,FALSE,High,Master Protein,1.783,0,261.0728571,38.06734993,15,17,199,223.6,290.5,393,442.2,563.8,557.6,349.4,351.3,218.5,93.3
Q9BZD4,Kinetochore protein Nuf2 OS=Homo sapiens OX=9606 GN=NUF2 PE=1 SV=2,64.91029313,31.68103448,16,24,15,15,1,464,54.269,8.27,FALSE,High,Master Protein,4.52,1,391.7161867,31.68103448,16,24,664.3,631,738.1,722.9,700.1,1037.6,1266.9,1376.7,1559.6,987.5,318.8
Q92508,Piezo-type mechanosensitive ion channel component 1 OS=Homo sapiens OX=9606 GN=PIEZO1 PE=1 SV=4,64.8966501,10.6307021,20,22,19,20,1,2521,286.605,7.47,FALSE,High,Master Protein,0.505,0,349.57,10.6307021,20,22,101.9,174.3,270.6,343.7,274.6,240.6,224.8,181.4,204,385.2,106.4
P48556,26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2,64.89068364,45.71428571,15,35,15,15,1,350,39.587,9.7,FALSE,High,Master Protein,7.254,0,499.82,45.71428571,15,35,212.4,300.3,320.8,427.8,307,415.6,471.1,705.5,1437.1,5673.3,374.9
O43166,Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens OX=9606 GN=SIPA1L1 PE=1 SV=4,64.83912615,16.7405765,27,28,24,24,1,1804,199.904,8.19,FALSE,High,Master Protein,0.752,0,192.0260983,16.7405765,27,28,178.4,293,436.4,558.6,466.6,374.3,356.1,346.5,507.3,352.7,103.1
P62899,60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1,64.79059497,52.8,8,88,8,8,1,125,14.454,10.54,FALSE,High,Master Protein,999,0,1092.664291,52.8,8,88,652,979.4,1400.4,1549,1847.7,3115.9,3724.6,3963.4,3782.1,1738.2,166.1
P31751,RAC-beta serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=AKT2 PE=1 SV=2,64.76480404,47.19334719,19,27,14,14,1,481,55.733,6.37,FALSE,High,Master Protein,3.541,4,406.0703052,47.19334719,19,27,248.6,495.4,644,888.4,1017.5,1076.6,1039.1,787.3,749.2,866.1,1621.8
Q9H3G5,Probable serine carboxypeptidase CPVL OS=Homo sapiens OX=9606 GN=CPVL PE=1 SV=2,64.74894066,31.09243697,13,26,13,13,1,476,54.129,5.62,FALSE,High,Master Protein,4.38,0,402.55,31.09243697,13,26,252.7,636,1113.9,2150.2,1945.6,1139.8,743.3,349.2,258.6,239.4,141.1
Q9UI26,Importin-11 OS=Homo sapiens OX=9606 GN=IPO11 PE=1 SV=1,64.72466326,19.69230769,18,22,18,18,1,975,112.463,5.25,FALSE,High,Master Protein,1.683,0,310.1433333,19.69230769,18,22,163,175.4,196.1,247.3,207.3,294.1,314.7,498.6,417.4,742.4,2033.1
Q9BQ95,Evolutionarily conserved signaling intermediate in Toll pathway  mitochondrial OS=Homo sapiens OX=9606 GN=ECSIT PE=1 SV=1,64.70509088,35.96287703,12,19,12,12,1,431,49.117,6.29,FALSE,High,Master Protein,3.394,0,334.3610526,35.96287703,12,19,148.4,557.5,796.1,588.3,212.7,162.6,154.3,107.4,113.3,128.6,69.2
Q8IXW5,Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 OS=Homo sapiens OX=9606 GN=RPAP2 PE=1 SV=1,64.67147351,29.90196078,16,23,16,16,1,612,69.466,7.78,FALSE,High,Master Protein,2.455,0,227.09,29.90196078,16,23,410,382.4,403,490.8,427.3,592,628.7,765.2,868.3,2190.4,393
Q9NV06,DDB1- and CUL4-associated factor 13 OS=Homo sapiens OX=9606 GN=DCAF13 PE=1 SV=2,64.6076661,42.69662921,17,21,17,17,1,445,51.369,9.19,FALSE,High,Master Protein,3.417,0,413.4114986,42.69662921,17,21,1756.8,394.1,359.8,313.4,251.7,365.9,442.8,615.3,742.1,399,143.8
P82663,28S ribosomal protein S25  mitochondrial OS=Homo sapiens OX=9606 GN=MRPS25 PE=1 SV=1,64.60556158,61.2716763,10,20,9,9,1,173,20.103,8.82,FALSE,High,Master Protein,42.288,0,355.4922226,61.2716763,10,20,133.1,921.1,1107.8,943.4,176.2,146.4,118.1,92.7,120.6,135.9,83.3
P50336,Protoporphyrinogen oxidase OS=Homo sapiens OX=9606 GN=PPOX PE=1 SV=1,64.60139237,38.36477987,14,23,12,12,1,477,50.734,8.16,FALSE,High,Master Protein,2.981,1,384.4233333,38.36477987,14,23,209.9,677.2,885.3,894.7,368.6,357.3,320.6,236,246.6,282.4,160.2
Q9Y5X1,Sorting nexin-9 OS=Homo sapiens OX=9606 GN=SNX9 PE=1 SV=1,64.51220616,27.89915966,15,23,15,15,1,595,66.55,5.58,FALSE,High,Master Protein,4.012,0,280.16,27.89915966,15,23,490.6,788.7,974.7,1453.5,1252,1211,1100.7,904.6,916.2,1507.7,418.9
