"protein ID","gene name","GI number","protein name","protein description",COG,aproNOG,PSORTb,"LipoP prediction","topology class","BOMP betabarrel","Li OM protein",POI,"selected marker protein",identified,"Cytu OGEprot","Cyti OGEprot","Tmu OGEprot","Tmi OGEprot","Imu OGEprot","Imi OGEprot","Omu OGEprot","Omi OGEprot","Cytu Gelfilt","Cyti Gelfilt","Tmu Gelfilt","Tmi Gelfilt","Imu Gelfilt","Imi Gelfilt","Cytu OGEpep","Cyti OGEpep","Tmu OGEpep","Tmi OGEpep","Imu OGEpep","Imi OGEpep","Omu OGEpep","Omi OGEpep","normalized spectral count proportion (TM)","exclusive localization","predominant localization","P-score Cyt","P-score TM","spectral count proportion (OM)","exclusive localization","predominant localization","P-score IM","P-score OM","predominant localization","KNN classification (based on markers)","KNN classification (based on pred. SCL)","potential SCL change","OM candidate","PP candidate (KNN, l=9 constraint)","PP candidates (KNN, l=8 constraint)","KNN based potential SCL change"
BH02460,pstB,49475058,"phosphate transporter ATP-binding protein","ATP-binding protein; PstABCS is an ATP dependent phosphate uptake system which is responsible for inorganic phosphate uptake during phosphate starvation","COG1117 (ABC-type phosphate transport system, ATPase component)","aproNOG00959 (Part of the ABC transporter complex pstSACB involved in phosphate import. Responsible for energy coupling to the transport system (By similarity) protein)","Cytoplasmic Membrane",,,,,,,1,10,10.8190476190476,132,57.5064935064935,93,43,8,1,7,31.1047619047619,21,22.4415584415584,64,32,1,2.7047619047619,46,47.6883116883117,62,35,10,3,0.84,,TM,0,10,0.08627450980392,,IM,10,0,IM,,IM,,,,,
BH02470,phoU,49475059,"phosphate transporter PhoU",,"COG0704 (Phosphate uptake regulator)","aproNOG00252 (Phosphate transport system regulatory protein PhoU)",Cytoplasmic,,,,,,,1,5,2.7047619047619,27,26.6493506493507,14,12,0,0,1,0,0,4.20779220779221,1,0,2,6.76190476190476,26,33.6623376623377,46,35,14,4,0.87,,TM,0,10,0.144,,IM,10,0,IM,IM,IM,,,,,
BH02490,,49475060,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG3773 (Cell wall hydrolyses involved in spore germination)","aproNOG07245 (Cell wall hydrolase SleB)",Unknown,SpII,secreted,,,,,1,0,0,299,95.3766233766234,103,70,47,7,1,2.7047619047619,25,74.3376623376623,105,43,0,0,107,108,146,76,72,19,0.99,,TM,0,10,0.26851851851852,,,3.2,6.5,,OM,,,x,,,
BH02500,,49475061,aminopeptidase,,"COG2309 (Leucyl aminopeptidase (aminopeptidase T))","aproNOG04238 (Aminopeptidase)",Unknown,,,,,,,1,118,124.419047619048,82,37.8701298701299,45,25,4,1,50,74.3809523809524,14,1.4025974025974,16,11,53,50.0380952380952,26,26.6493506493507,44,27,10,6,0.29,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH02510,mutM,49475062,"formamidopyrimidine-DNA glycosylase","Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases","COG0266 (Formamidopyrimidine-DNA glycosylase)","aproNOG01483 (Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates)",Cytoplasmic,,,,,,,1,0,0,20,0,1,0,0,0,0,0,2,2.80519480519481,23,9,2,1.35238095238095,38,35.0649350649351,77,53,10,2,0.97,,TM,0,10,0.08391608391608,,IM,5.9,0,IM,IM,IM,,,,,
BH02520,,49475063,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG0624 (Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases)","aproNOG02659 (Peptidase M20)",Cytoplasmic,,,,,,,1,13,22.9904761904762,12,4.20779220779221,1,9,0,0,3,1.35238095238095,0,0,4,0,24,50.0380952380952,27,26.6493506493507,39,41,7,2,0.38,,Cyt,10,0,,,,,,Cyt,,Cyt,,,,,
BH02530,rnd1,49475064,"ribonuclease d",,"COG0349 (Ribonuclease D)","aproNOG03944 (3'-5' exonuclease)",Cytoplasmic,,,,,,,1,68,85.2,8,8.41558441558442,12,5,4,0,18,18.9333333333333,2,0,2,3,12,18.9333333333333,12,11.2207792207792,24,15,5,2,0.16,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,x,
BH02540,,49475065,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Unknown,,secreted,,,,,1,0,0,0,1.4025974025974,0,1,0,0,0,0,4,2.80519480519481,0,24,0,0,2,23.8441558441558,3,10,1,11,1,TM,TM,0,10,0.46153846153846,,,1,4.8,,IM,IM,,,,,
BH02550,hpbC,49475066,"hemin binding protein c",,"COG3637 (Opacity protein and related surface antigens)",aproNOG21376,"Outer Membrane",,secreted,,1,,OM,1,0,173.104761904762,410,799.48051948052,12,635,514,1110,0,73.0285714285714,18,662.025974025974,66,228,0,10.8190476190476,41,81.3506493506493,16,145,172,378,0.89,,TM,0,10,0.7290409121395,,OM,0,10,OM,OM,OM,,x,,,
BH02560,hbpA,49475067,"hemin binding protein a",,"COG3637 (Opacity protein and related surface antigens)",,"Outer Membrane",,secreted,,1,,OM,1,221,362.438095238095,3150,1691.53246753247,994,1737,3800,3869,44,247.485714285714,773,1836,1066,693,33,47.3333333333333,580,478.285714285714,208,243,1317,1175,0.9,,TM,0,10,0.76152289590047,,OM,0,10,OM,OM,OM,,x,,,
BH02570,hbpB,49475068,"hemin binding protein b",,"COG3637 (Opacity protein and related surface antigens)",,"Outer Membrane",,secreted,4,1,,OM,1,41,242.076190476191,576,503.532467532468,128,507,801,655,15,189.333333333333,249,347.844155844156,317,448,7,50.0380952380952,236,307.168831168831,176,227,376,214,0.8,,TM,0,10,0.66342412451362,,OM,0,10,OM,OM,OM,,x,,,
BH02580,ileS,49475069,"isoleucyl-tRNA synthetase","IleRS; catalyzes the formation of isoleucyl-tRNA(Ile) from isoleucine and tRNA(Ile); since isoleucine and other amino acids such as valine are similar, there are additional editing function in this enzyme; one is involved in hydrolysis of activated valine-AMP and the other is involved in deacylation of mischarged Val-tRNA(Ile); there are two active sites, one for aminoacylation and one for editing; class-I aminoacyl-tRNA synthetase family; some organisms carry two different copies of this enzyme","COG0060 (Isoleucyl-tRNA synthetase)","aproNOG00335 (There are additional editing function in this enzyme; one is involved in hydrolysis of activated valine-AMP and the other is involved in deacylation of mischarged Val-tRNA(Ile); there are two active sites, one for aminoacylation and one for editing; class-I aminoacyl-tRNA synthetase family)",Cytoplasmic,,,,,,,1,50,28.4,3,0,0,0,0,0,55,106.838095238095,3,0,2,1,80,101.428571428571,32,46.2857142857143,73,70,23,11,0.17,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH02590,,49475070,"hypothetical protein (expressed, exptl. proteomics evidence)",,,aproNOG12196,Unknown,SpII,transmembrane,,,,,1,0,0,41,14.025974025974,20,12,22,0,3,1.35238095238095,42,16.8311688311688,44,36,1,2.7047619047619,27,29.4545454545455,37,27,35,6,0.95,,TM,0,10,0.39622641509434,,OM,0.1,9.9,OM,,OM,,x,,,
BH02600,,49475071,"nitrogen fixation protein",,"COG0590 (Cytosine/adenosine deaminases)","aproNOG07177 (Deaminase)",Cytoplasmic,,,,,,,1,0,0,0,0,0,0,0,0,0,1.35238095238095,0,0,0,0,2,0,1,0,0,0,0,0,0.23,,Cyt,6.9,0,,,,,,Cyt,,Cyt,,,,,
BH02610,,49475072,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG1187 (16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases)","aproNOG00411 (Pseudouridine synthase)",Cytoplasmic,,,,,,,1,0,0,0,0,0,0,30,141,0,0,1,21.038961038961,6,1,5,4.05714285714286,18,26.6493506493507,15,27,94,130,0.88,,TM,0,10,0.90389016018307,,OM,0,10,OM,,OM,,x,,,
BH02620,,49475073,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG0742 (N6-adenine-specific methylase)","aproNOG07061 (Methyltransferase)",Cytoplasmic,,,,,,,1,9,6.76190476190476,5,0,2,4,0,0,7,5.40952380952381,0,5.61038961038961,2,4,0,0,3,12.6233766233766,8,11,4,0,0.48,,Cyt,5.5,0,,,,,,Cyt,,Cyt,,,,,
BH02630,pmbA,49475074,"pmbA protein, maturation of antibiotic mccb17",,"COG0312 (Predicted Zn-dependent proteases and their inactivated homologs)","aproNOG00235 (Peptidase U62, modulator of DNA gyrase)",Cytoplasmic,,,,,,,1,90,114.952380952381,56,25.2467532467532,8,22,0,0,30,51.3904761904762,1,0,0,3,58,74.3809523809524,7,22.4415584415584,15,17,3,2,0.21,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,x,x,
BH02640,,49475075,"myo-inositol monophosphatase",,"COG0483 (Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family)","aproNOG07204 (Inositol monophosphatase)",Cytoplasmic,,,,,,,1,4,8.11428571428571,11,4.20779220779221,10,5,0,0,1,1.35238095238095,0,0,0,0,1,0,13,5.61038961038961,13,5,5,1,0.69,,,0,1.4,0.15384615384615,,,,,,,,,,,,
BH02650,,49475076,"hypothetical protein (expressed, exptl. proteomics evidence)",,,aproNOG09789,Unknown,,,,,,,1,34,32.4571428571429,9,5.61038961038961,8,8,6,4,20,12.1714285714286,7,14.025974025974,9,8,14,31.1047619047619,13,18.2337662337662,28,12,1,0,0.32,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,x,
BH02660,kdtA,49475077,"3-deoxy-D-manno-octulosonic-acid transferase","catalyzes the transfer of 2-keto-3-deoxy-D-manno-octulosonic acid to lipid A","COG1519 (3-deoxy-D-manno-octulosonic-acid transferase)","aproNOG04434 (Deoxy-D-Manno-Octulosonic-Acid transferase)",Cytoplasmic,,transmembrane,,,,,1,2,0,19,0,12,1,2,0,0,0,0,4.20779220779221,5,0,2,1.35238095238095,43,35.0649350649351,110,69,22,7,0.95,,TM,0,10,0.1390134529148,,IM,7.8,1,IM,IM,IM,,,,,
BH02670,lpxK,49475078,"tetraacyldisaccharide 4'-kinase","transfers the gamma-phosphate of ATP to the 4' position of a tetraacyldisaccharide 1-phosphate intermediate to form tetraacyldisaccharide 1,4'-bis-phosphate","COG1663 (Tetraacyldisaccharide-1-P 4'-kinase)","aproNOG01651 (Transfers the gamma-phosphate of ATP to the 4'-position of a tetraacyldisaccharide 1-phosphate intermediate (termed DS-1- P) to form tetraacyldisaccharide 1,4'-bis-phosphate protein)",Cytoplasmic,,,,,,,1,0,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0,17,11.2207792207792,69,41,7,2,1,TM,TM,0,10,0.072,,IM,8.6,0,IM,IM,IM,,,,,
BH02680,,49475079,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG3908 (Uncharacterized protein conserved in bacteria)",aproNOG13123,Unknown,,,,,,,1,8,5.40952380952381,3,0,1,1,0,0,2,0,0,0,0,0,0,0,6,5.61038961038961,8,11,0,0,0.49,,Cyt,4.3,0,,,,,,Cyt,,Cyt,,,,,
BH02690,mutL,49475080,"DNA mismatch repair protein","This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. Promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex","COG0323 (DNA mismatch repair enzyme (predicted ATPase))","aproNOG01723 (This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker, a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex (By similarity))",Cytoplasmic,,,,,,,1,6,8.11428571428571,72,47.6883116883117,108,57,5,1,4,9.46666666666667,2,5.61038961038961,29,2,1,0,92,81.3506493506493,170,104,32,11,0.91,,TM,0,10,0.10040983606557,,IM,10,0,IM,IM,IM,,,,,
BH02700,,49475081,"2'-deoxycytidine 5'-triphosphate deaminase","Catalyzes the deamination of dCTP to form dUTP","COG0717 (Deoxycytidine deaminase)","aproNOG00224 (2'-Deoxycytidine 5'-triphosphate deaminase)",Cytoplasmic,,,,,,,1,12,14.8761904761905,15,5.61038961038961,9,12,0,0,2,2.7047619047619,0,0,0,0,2,4.05714285714286,11,5.61038961038961,18,14,0,0,0.5,,Cyt,5,0,,,,,,Cyt,,Cyt,,,,,
BH02710,lldD,49475082,"L-lactate dehydrogenase","flavin mononucleotide-dependent dehydrogenase; functions in aerobic respiration and also has a role in anaerobic nitrate respiration","COG1304 (L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases)","aproNOG01533 (L-Lactate dehydrogenase)",Cytoplasmic,,,,,,,1,0,0,46,0,8,2,0,0,3,2.7047619047619,8,28.0519480519481,39,29,1,2.7047619047619,75,61.7142857142857,158,95,15,7,0.96,,TM,0,10,0.07719298245614,,IM,9.4,0,IM,IM,IM,,,,,
BH02730,,49475083,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH02740,,49475084,"hypothetical protein",,,,"Cytoplasmic Membrane",,transmembrane,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH02750,pheP,49475085,"phenylalanine-specific permease",,"COG1113 (Gamma-aminobutyrate permease and related permeases)","aproNOG04432 (Amino acid protein)","Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2.80519480519481,17,9,1,0,1,TM,TM,0,8.7,0.03571428571429,,IM,5.9,0,IM,IM,IM,,,,,
BH02760,,49475086,"ABC transporter ATP-binding protein",,"COG1122 (ABC-type cobalt transport system, ATPase component)","aproNOG02302 (ABC transporter protein)","Cytoplasmic Membrane",,,,,,,1,0,0,34,8.41558441558442,13,6,0,0,0,0,0,2.80519480519481,12,0,0,1.35238095238095,18,26.6493506493507,44,20,0,0,0.99,,TM,0,10,0,IM,IM,9.9,0,IM,IM,IM,,,,,
BH02770,,49475087,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG0619 (ABC-type cobalt transport system, permease component CbiQ and related transporters)","aproNOG10571 (Cobalt transport protein)","Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,21,12,3,0,0.67,,,1.3,1.6,0.08108108108108,,,,,,IM,IM,,,,,
BH02780,,49475088,"biotin synthase",,"COG1268 (Uncharacterized conserved protein)",aproNOG07716,"Cytoplasmic Membrane",,transmembrane,,,,,1,2,2.7047619047619,26,2.80519480519481,0,2,0,0,2,2.7047619047619,2,0,2,2,1,2.7047619047619,7,2.80519480519481,62,33,10,5,0.76,,TM,0,4.9,0.13392857142857,,IM,6.7,0,IM,IM,IM,,,,,
BH02840,,49475089,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH02850,,49475090,"hypothetical protein",,,,Unknown,,transmembrane,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH02860,,49475091,"hypothetical protein",,,"aproNOG10009 (Transcriptional regulator protein)",Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH02870,,49475092,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH02880,,49475093,"phage integrase",,"COG0582 (Integrase)","aproNOG02035 (Integrase)",Unknown,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,22,8,9,2,1,TM,TM,0,10,0.26829268292683,,,6,2.8,,IM,IM,,,,,
BH02890,,49475094,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH02900,,49475095,"anti-repressor protein",,"COG3561 (Phage anti-repressor protein)",,Cytoplasmic,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH02910,dinJ1,49475096,"DNA-damage-inducible protein",,"COG3077 (DNA-damage-inducible protein J)","aproNOG11556 (Addiction module antitoxin, RelB/DinJ family protein)",Cytoplasmic,,,,,,,1,9,5.40952380952381,6,1.4025974025974,0,0,0,0,6,5.40952380952381,10,0,11,3,34,31.1047619047619,8,7.01298701298701,11,2,2,0,0.26,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH02920,,49475097,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG3041 (Uncharacterized protein conserved in bacteria)","aproNOG10021 (Addiction module toxin, RelE/StbE family protein)",Cytoplasmic,,,,,,,1,14,13.5238095238095,1,0,1,0,0,0,6,0,0,0,2,0,1,2.7047619047619,6,7.01298701298701,6,5,0,1,0.27,,Cyt,10,0,,,,,,Cyt,,Cyt,,,,,
BH02930,,49475098,"hypothetical protein",,,,Unknown,,transmembrane,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH02940,,49475099,"hypothetical protein",,,,Unknown,,secreted,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH02950,,49475100,"Phage related lysozyme",,"COG3772 (Phage-related lysozyme (muraminidase))","aproNOG11257 (Lysozyme protein)",Unknown,,transmembrane,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH02960,,49475101,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG3657 (Uncharacterized protein conserved in bacteria)",aproNOG11697,Cytoplasmic,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.4025974025974,5,3,0,0,0.41,,Cyt,5,0.2,,,,,,Cyt,,Cyt,,,,,
BH02970,,49475102,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG3636 (Predicted transcriptional regulator)","aproNOG11337 (Transcriptional regulator protein)",Unknown,,,,,,,1,16,6.76190476190476,18,11.2207792207792,0,1,0,1,20,9.46666666666667,6,8.41558441558442,15,10,8,8.11428571428571,2,8.41558441558442,16,11,1,0,0.44,,Cyt,8.8,0,,,,,,Cyt,Cyt,Cyt,"Cyt to TM",,,,
BH02980;BH03420,,"49475103 | 49475144","hypothetical protein (expressed, exptl. proteomics evidence)",,,,Unknown,,,,,,,1,0,0,0,1.4025974025974,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4025974025974,0,1,0,0,1,TM,TM,0,5.8,0,IM,IM,3,0,IM,,IM,,,,,
BH02990,,49475104,"anti-repressor protein",,"COG3561 (Phage anti-repressor protein)",,Cytoplasmic,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03010,,49475105,"anti-repressor protein",,"COG3561 (Phage anti-repressor protein)",,Cytoplasmic,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03020,,49475106,"anti-repressor protein",,"COG3561 (Phage anti-repressor protein)",,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03030,gpD,49475107,"late control gene D protein",,"COG3500 (Phage protein D)","aproNOG07848 (Phage late control protein)",Cytoplasmic,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03040,gpX,49475108,"Phage tail protein",,,"aproNOG12566 (Phage tail protein)",Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03050,gpU,49475109,"Phage tail protein",,"COG3499 (Phage protein U)","aproNOG11668 (Phage tail protein)",Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03060,,49475110,"Phage tail protein",,,aproNOG11471,"Cytoplasmic Membrane",,transmembrane,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03070,,49475111,"hypothetical protein (expressed, exptl. proteomics evidence)",,,aproNOG19324,Unknown,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.7047619047619,0,0,0,0,0,0,0,Cyt,Cyt,9.7,0,,,,,,Cyt,,Cyt,,,,,
BH03080,gpFII,49475112,"major tail tube protein FII",,"COG3498 (Phage tail tube protein FII)","aproNOG10966 (Tail tube protein)",Cytoplasmic,,,,,,,1,0,0,6,4.20779220779221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1,TM,TM,0,9.4,0.18181818181818,,IM,4.4,1,IM,,IM,,,,,
BH03090,gpFI,49475113,"major tail sheath protein FI",,"COG3497 (Phage tail sheath protein FI)","aproNOG06151 (Tail sheath protein)",Cytoplasmic,,,,,,,1,0,0,4,1.4025974025974,3,1,0,0,0,0,0,0,0,0,0,0,4,4.20779220779221,13,3,2,1,1,TM,TM,0,9.8,0.1304347826087,,IM,7.2,0.2,IM,IM,IM,,,,,
BH03110,,49475114,"Phage protein",,"COG3646 (Uncharacterized phage-encoded protein)",,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03120,,49475115,"virulence-associated protein",,"COG3093 (Plasmid maintenance system antidote protein)",aproNOG11427,Unknown,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,,,,0,0,0,IM,IM,8.3,0,IM,,IM,,,,,
BH03130,,49475116,"hypothetical protein",,,"aproNOG09075 (Transcriptional regulator protein)",Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03140,,49475117,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Cytoplasmic,,,,,,,1,4,4.05714285714286,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.11,,Cyt,9.8,0,,,,,,Cyt,,Cyt,,,,,
BH03150,,49475118,"virulence-associated protein",,,aproNOG04977,Unknown,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,,,,0,0,0.75,,,0.1,9.2,,,IM,,,,,
BH03160,gp27,49475119,"Phage protein gp27",,,aproNOG10437,Cytoplasmic,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03170,gp26,49475120,"Phage protein gp26",,"COG3948 (Phage-related baseplate assembly protein)","aproNOG09995 (Baseplate assembly protein)",Cytoplasmic,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,TM,TM,0,2.5,0.33333333333333,,,1.4,2.5,,,IM,,,,,
BH03180,gp25,49475121,"Phage protein gp25",,"COG3628 (Phage baseplate assembly protein W)","aproNOG11121 (Baseplate assembly protein)",Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03190,gp24,49475122,"Phage-related baseplate assembly protein",,"COG4540 (Phage P2 baseplate assembly protein gpV)","aproNOG11364 (Baseplate assembly protein)",Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03200,,49475123,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Unknown,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,TM,TM,0,4.4,0,IM,IM,5.1,0,IM,,IM,,,,,
BH03210,,49475124,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,"Cytoplasmic Membrane",,,,,,,1,0,0,0,0,0,0,0,0,0,2.7047619047619,0,0,0,1,0,0,0,0,0,0,0,0,0,Cyt,Cyt,8.8,0,,,,,,Cyt,,Cyt,,,,,
BH03220,,49475125,"hypothetical protein (expressed, exptl. proteomics evidence)",,,aproNOG21490,Unknown,,,,,,,1,7,1.35238095238095,2,0,0,2,0,0,3,0,1,0,0,3,2,2.7047619047619,0,0,4,1,0,0,0.16,,Cyt,10,0,,,,,,Cyt,,Cyt,,,,,
BH03230,,49475126,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03240,,49475127,"anti-repressor protein",,"COG3561 (Phage anti-repressor protein)",,Cytoplasmic,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03250,,49475128,"anti-repressor protein",,"COG3561 (Phage anti-repressor protein)",,Cytoplasmic,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03270,,49475129,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,"Cytoplasmic Membrane",,transmembrane,,,,,1,3,0,24,1.4025974025974,7,0,0,0,0,0,0,4.20779220779221,17,3,0,0,32,25.2467532467532,46,15,11,9,0.97,,TM,0,10,0.22727272727273,,IM,8,0.6,IM,IM,IM,,,,,
BH03280,,49475130,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03290,gp20,49475131,"Phage protein gp20",,,"aproNOG08751 (Phage protein)",Unknown,,,,,,,1,0,0,16,2.80519480519481,1,0,56,54,0,0,2,0,0,0,0,0,7,2.80519480519481,9,3,50,51,1,TM,TM,0,10,0.94196428571429,,OM,0,10,OM,,OM,,x,,,
BH03300,gp19,49475132,"Phage protein gp19",,,aproNOG13184,Unknown,,,,,,,1,1,1.35238095238095,5,5.61038961038961,2,0,24,12,0,0,3,0,0,0,0,0,1,1.4025974025974,0,0,3,3,0.87,,TM,0,8.7,0.95454545454546,,OM,0,10,OM,,OM,,x,,,
BH03310,,49475133,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH03320,gp18,49475134,"Phage protein gp18",,"COG0616 (Periplasmic serine proteases (ClpP class))","aproNOG04612 (Minor capsid protein C)",Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
